Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HINDCOPPER,EQ,610,1.79,58988.47,707.08,4305.05
HDFCBANK,EQ,928.1,0.65,1428054.97,280.32,2590.53
VEDL,EQ,661.85,1.02,258809.03,357.48,2332.65
HINDZINC,EQ,613.5,7.61,259223.32,370.31,2183.83
RELIANCE,EQ,1388,3.04,1878307.2,157.11,2157.55
MCX,EQ,2344,4.96,59770.09,86.31,1928.11
BEL,EQ,440.8,3.63,322215.05,436.53,1881.96
BSE,EQ,2709.8,5.11,110528.43,70.53,1863.05
ICICIBANK,EQ,1351,1.26,966281.86,128,1722.18
ANANTRAJ,EQ,559.9,5.43,20149.51,278.16,1545.67
SBIN,EQ,1026.5,0.82,947522.9,144.35,1461.45
LT,EQ,3914,2.62,538402.35,30.35,1185.52
NATIONALUM,EQ,371.5,4.88,68230.87,311.86,1132.94
ITC,EQ,314.55,1.65,394186.9,352.28,1087.02
BAJFINANCE,EQ,908,0.63,564970.48,118.75,1067.1
BHARTIARTL,EQ,1966.4,0.89,1121261.99,53.26,1040.66
M&M,EQ,3455,2.71,429639.21,29.51,1006.96
POWERGRID,EQ,270,7.42,251116.3,371.09,983.1
ETERNAL,EQ,273,1.28,263454.57,342.08,929.31
MARUTI,EQ,14378,1.26,452048.02,6.22,884.74
HINDALCO,EQ,936.1,3.07,210362.87,96.6,884.31
DIXON,EQ,10354,1.55,62834.02,8.23,845.75
LATENTVIEW,EQ,453.3,8.42,9379.91,172.69,776.21
TMPV,EQ,364,5.61,134045.89,196.55,701.08
KOTAKBANK,EQ,407.8,0.14,405611.08,154.22,629.22
INDIGO,EQ,4690,2.19,181311.22,13.09,608.87
SHARDACROP,EQ,1116.6,13.04,10074.02,53.35,573.99
PFC,EQ,386.3,1.26,127482.93,147.31,562.58
SAIL,EQ,149.49,0.58,61747.22,385.53,560.25
HINDPETRO,EQ,453.65,5.15,96528.67,123.94,552.01
TMCV,EQ,444.55,0.74,163698.04,121.83,534.68
MRPL,EQ,177.8,9.23,31161.21,308.05,533.49
RECLTD,EQ,364.75,1.36,96046.85,144.65,521.64
TATASTEEL,EQ,188.72,1.8,235589.12,256.02,474.79
GRSE,EQ,2594,2.85,29714.79,18.49,469.61
CANBK,EQ,146.5,3.86,132885.04,326.07,466.24
SUNPHARMA,EQ,1628.9,1.17,390818.47,27.21,440.16
CHOLAFIN,EQ,1594,0.92,134536.34,27.9,437.99
NTPC,EQ,352.4,2.22,341710.51,126.23,436.86
BPCL,EQ,367.15,5.07,159285.56,120.38,435.43
ANGELONE,EQ,2400,3.76,21805.31,18.17,425.11
CUPID,EQ,411.95,1.35,11059.5,103.23,425.11
JIOFIN,EQ,245.15,1.18,155747.27,172.49,415.96
WAAREEENER,EQ,2805,5.95,80683.27,15.12,414.09
CDSL,EQ,1240.1,0.8,25918.09,33.07,403.1
COALINDIA,EQ,421.35,0.43,259666.56,96.18,402.31
UPL,EQ,699.65,5.22,59055,58.8,402.04
INDUSTOWER,EQ,432.5,2.02,114100.54,92.69,395.58
MUTHOOTFIN,EQ,3570,2.2,143324.25,11.13,388.91
ADANIPORTS,EQ,1402.5,4.28,323130.26,27.97,385.77
HDFCAMC,EQ,2565,4.24,109822.53,14.42,363.14
MAZDOCK,EQ,2433,1.61,98142.35,15.11,360.92
DELHIVERY,EQ,439.9,0.71,32917.4,77.88,343.48
INDUSINDBK,EQ,908,1.38,70740.1,37.63,339.46
EICHERMOT,EQ,6982,1.34,191515.73,4.91,338.66
ADANIGREEN,EQ,845,4.73,138697.78,39.23,326.84
POWERINDIA,EQ,19040,5.15,84865.78,1.75,325.32
ULTRACEMCO,EQ,12543,2.11,369616.08,2.6,322.32
HINDUNILVR,EQ,2351,0.01,552388.91,13.75,321.47
HCLTECH,EQ,1675,0.53,454538.9,19.16,320.97
DATAPATTNS,EQ,2570,4.01,14387.88,12.33,312.57
ABCAPITAL,EQ,337,2.37,88209.33,95.14,309.07
