Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
POLICYBZR,EQ,1457,-6.8,67411.71,104.62,1568.53
VBL,EQ,452.5,-2.96,153034.99,286.66,1322.91
BEL,EQ,438.4,-0.16,320460.7,266.97,1180.41
PGEL,EQ,561.85,-0.17,16030.63,131.3,751.3
BDL,EQ,1322.3,-0.29,48470.56,37.46,500.05
TECHM,EQ,1712.7,-0.66,167800.59,27.12,471.52
HINDPETRO,EQ,450.5,-0.61,95858.4,99.72,451.51
MEESHO,EQ,149.33,-4.99,67394.59,260.79,391.71
SBILIFE,EQ,1999.4,-0.08,200505.8,19.15,388.15
GRSE,EQ,2545,-1.22,29153.48,14.45,373.56
NMDC,EQ,81.43,-0.01,71591.77,353.9,289.7
GODREJCP,EQ,1147,-1.97,117366.15,20.99,242.16
BRITANNIA,EQ,5880,-0.14,141630.56,3.5,205.2
OLAELEC,EQ,30.98,-2.64,13664.75,612.21,192.97
COCHINSHIP,EQ,1506.8,-0.11,39641.01,12.45,188.18
AETHER,EQ,1009,-2.79,13385.13,17.26,179.13
SHARDACROP,EQ,1119,-0.7,10095.67,15.5,174.49
NESTLEIND,EQ,1307.4,-0.07,252107.81,12.32,161.14
VMM,EQ,120.99,-0.71,56538.66,123.75,150.97
BHARATCOAL,EQ,37.83,-2.27,17617.43,363.06,142.43
PARADEEP,EQ,130,-1.36,13493.6,110.2,142.25
KPITTECH,EQ,990.4,-0.81,27151.2,13.44,135.37
BLUESTARCO,EQ,1815,-1.26,37319.08,7.07,131.64
INTELLECT,EQ,814,-1.7,11340.28,14.71,119.2
CHENNPETRO,EQ,841.6,-2.64,12532.38,13.7,115.79
BIRET,RR,350.4,-3.62,26258.47,29.17,102.49
AEGISLOG,EQ,700,-0.38,24570,13.13,93.09
ASTERDM,EQ,544.65,-2.4,28219.46,16.43,91.13
AAVAS,EQ,1433,-1.02,11346.42,5.3,75.64
GLAND,EQ,1885,-0.66,31056.59,3.81,73.12
NH,EQ,1754.8,-0.54,35861.23,4.03,70.78
OLECTRA,EQ,1061.2,-1.5,8710.41,6.21,66.45
SIGNATURE,EQ,885.5,-0.65,12442.22,7.09,63.32
GABRIEL,EQ,900,-2.39,12927.95,6.88,62.69
RAILTEL,EQ,334.5,-0.68,10735.39,16.07,54.19
TATACHEM,EQ,724,-0.36,18444.35,7.34,53.48
AWFIS,EQ,382.85,-1.25,2737.72,13.54,52.42
GENUSPOWER,EQ,262.5,-2.67,7985.72,19.72,52.2
NSLNISP,EQ,41.39,-2.04,12129.78,123.23,51.71
AEGISVOPAK,EQ,222.75,-4.19,24680.51,22.34,49.88
AADHARHFC,EQ,476.65,-0.03,20676.9,10.31,49.07
PIRAMALFIN,EQ,1715,-0.87,38875.23,2.74,47.22
ZYDUSWELL,EQ,421,-3.24,13394.57,10.76,45.64
WALCHANNAG,EQ,186.5,-5.14,1265.25,22.89,43.61
IGL,EQ,172.99,-0.08,24218.63,23.68,41.01
LALPATHLAB,EQ,1403,-1.04,23507.41,2.91,40.89
FABTECH,EQ,153.9,-5.7,684.1,25.15,37.68
AVANTEL,EQ,152.8,-1.69,4056.33,24.24,37.51
PTCIL,EQ,17825,-0.86,26724.22,0.21,37.07
RAINBOW,EQ,1114,-3.11,11313.69,3.27,36.88
ARISINFRA,EQ,96.82,-4.69,788.59,35.49,36.45
EQUITASBNK,EQ,67.21,-2.28,7668.11,49.48,33.59
SAREGAMA,EQ,327.8,-0.46,6320.3,10.03,32.78
ACE,EQ,867,-2,10324.51,3.65,32.09
THANGAMAYL,EQ,3183,-1.12,9893.41,0.99,31.83
CAMPUS,EQ,269.8,-0.92,8244.47,11.69,31.83
THYROCARE,EQ,387,-2.26,6159.56,8.1,31.6
UTKARSHBNK,EQ,13.03,-3.91,2318.72,224.92,29.55
ABBOTINDIA,EQ,26930,-1.45,57224.37,0.1,28.41
EMBASSY,RR,429.9,-1.61,40749.95,6.14,26.7
BLUESTONE,EQ,439.8,-2.94,6673.49,5.96,26.63
