Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HDFCBANK,EQ,932.6,-0.5,1435092.81,315.25,2944.25
SBIN,EQ,1142.2,-0.33,1054321.14,172.8,1976.61
BHARTIARTL,EQ,2011.5,-1.31,1146978.48,90.78,1841.43
SILVERBEES,EQ,243.3,-0.16,34581.02,641.15,1552.85
RELIANCE,EQ,1456.2,-0.37,1970598.66,102.6,1497.12
INFY,EQ,1495,-0.15,606173.88,86.57,1299.71
KALYANKJIL,EQ,432.25,-1.17,44636.84,276.51,1206.4
NAVINFLUOR,EQ,6325,-4.14,32400.05,17.56,1159.49
SCI,EQ,265.03,-0.08,12345.07,390.72,1038.29
AUROPHARMA,EQ,1131.7,-5.98,65729.32,85.85,980.14
POLICYBZR,EQ,1514,-1.18,70048.96,56.01,839.07
KOTAKBANK,EQ,428.45,-0.08,426150.23,184.28,794.93
HINDCOPPER,EQ,597,-0.17,57731.33,123.79,743.51
DIXON,EQ,11589,-1.43,70328.71,5.46,639.23
BAJFINANCE,EQ,965.3,-1.82,600623.35,61.67,596.9
HCLTECH,EQ,1569.5,-2.03,425909.74,32.35,513.18
PAYTM,EQ,1157.3,-1.92,74047.34,42.91,498.45
BEL,EQ,436.2,-0.25,318852.55,108.78,475.74
HEROMOTOCO,EQ,5754.5,-0.03,115136.96,8.17,471.95
HINDZINC,EQ,617,-1.92,260702.18,75.81,468.47
SHRIRAMFIN,EQ,1048.6,-1.33,197292.87,43.45,455.1
IDEA,EQ,11.47,-0.95,124269.46,3922,451.81
IFCI,EQ,64.6,-0.02,17405.27,604.07,394.09
TATSILV,EQ,24.7,-0.32,5620.37,1552.25,382.32
ADANIENT,EQ,2227.3,-1.01,287919.15,16.71,371.75
ITC,EQ,321.25,-0.48,402583.18,114.89,369.67
ASIANPAINT,EQ,2396.4,-0.87,229862.16,15.14,362.49
PFC,EQ,413.5,-0.41,136459.21,86.76,358.76
GRSE,EQ,2505,-0.39,28695.28,13.41,340.88
RECLTD,EQ,355.8,-1.14,93690.11,95.69,340.78
GMDCLTD,EQ,605.9,-2.79,19267.62,50.27,311.07
TVSMOTOR,EQ,3756.4,-0.22,178461.72,8.17,307.14
CUMMINSIND,EQ,4426,-0.03,122688.72,6.6,289.23
POWERINDIA,EQ,22391,-0.53,99801.98,1.23,276.72
CANBK,EQ,146.85,-0.73,133202.51,182.64,268.67
PFOCUS,EQ,265,-4.44,20563.75,94.97,261.17
ROUTE,EQ,576.55,-1.51,3632.44,42.3,259.68
INDUSINDBK,EQ,926.9,-0.11,72212.55,27.69,256.58
ADANIPORTS,EQ,1550,-0.75,357113.66,16.43,255.04
ADANIPOWER,EQ,149,-1.57,287341.95,170.1,253.83
VBL,EQ,456,-0.3,154223.5,52.9,242.77
CGPOWER,EQ,680,-1.5,107092.7,34.81,236.59
GOKEX,EQ,774,-7.94,5668.77,28.97,230.97
NEULANDLAB,EQ,13450,-3.17,17256.2,1.69,229.65
MAZDOCK,EQ,2434,-1.56,98182.69,9.33,229.32
TARIL,EQ,282.3,-1.17,8473.68,79.37,222.69
COALINDIA,EQ,430.2,-0.35,265120.57,51.03,219.73
BANKBARODA,EQ,289.65,-0.33,149788.51,75.23,218.64
ULTRACEMCO,EQ,12985,-0.48,382640.9,1.67,217.77
VOLTAS,EQ,1478,-1.66,48904.76,14.16,211.38
PERSISTENT,EQ,5852.5,-0.38,92323.19,3.48,204.7
ZYDUSLIFE,EQ,887,-3.95,89252.95,22.73,203.13
CHOLAFIN,EQ,1724.4,-2.59,145542.32,11.61,201.43
ADANIGREEN,EQ,976,-0.68,160200.04,20.57,200.8
GVT&D,EQ,3605.4,-2.33,92315.02,5.45,200.28
NHPC,EQ,76.91,-0.76,77256.36,250.51,193.55
SUZLON,EQ,47.64,-1.14,65327.95,403.62,193.33
SILVERIETF,EQ,253.4,-0.13,16552.58,76.39,192.87
AUBANK,EQ,1000.85,-0.44,74821.62,19.18,191.66
OLAELEC,EQ,31.29,-0.79,13801.49,577.53,183.25
DRREDDY,EQ,1255.7,-1.55,104801.89,14.13,178.78
BDL,EQ,1298,-0.4,47579.81,13.51,176.09
HDFCSILVER,EQ,243.55,-0.35,8174.06,72.24,175.16
SUPREMEIND,EQ,3694.7,-0.28,46932.62,4.39,164.17
HDFCLIFE,EQ,703.85,-0.57,151863.79,23.21,163.86
KIRIINDUS,EQ,470.5,-9.14,2824.06,33.53,161.04
CROMPTON,EQ,261.8,-0.43,16857.69,59.39,157.15
RAIN,EQ,165.9,-0.37,5579.97,89.39,152.68
UNIONBANK,EQ,179.04,-0.52,136672.07,84.06,150.43
PWL,EQ,107.7,-6.14,30798.89,136.15,150.19
PNB,EQ,123.06,-0.31,141432.16,120.24,148.26
FEDERALBNK,EQ,281.3,-1.87,69252.72,51.43,146.73
PATANJALI,EQ,520.9,-2,56669.65,27.96,146.71
BAJAJFINSV,EQ,2023,-0.08,323237.61,7.18,145.4
JSWSTEEL,EQ,1244,-0.08,304214.47,11.51,143.76
CARTRADE,EQ,2131,-2.52,10195.33,6.66,143.62
MFSL,EQ,1746,-0.41,60257.04,8.18,143.21
CIPLA,EQ,1341.1,-0.1,108330.28,10.53,141.81
IDFCFIRSTB,EQ,83.9,-1.01,72135.08,165.23,138.82
ECLERX,EQ,3976,-4.6,18697.28,3.43,137.65
RICOAUTO,EQ,126.3,-5.69,1708.65,103.32,135.99
RAMCOCEM,EQ,1175.1,-2.47,27766.72,10.39,120.66
HINDPETRO,EQ,460,-0.79,97879.84,26.18,120.64
PNBHOUSING,EQ,856,-1.19,22299.53,14.1,120.43
BPCL,EQ,384.65,-0.94,166877.82,31.14,119.81
MPHASIS,EQ,2612.1,-0.11,49804.54,4.43,116.48
YESBANK,EQ,21.42,-0.65,67214.5,540.79,116.05
SBILIFE,EQ,2022.1,-0.09,202782.22,5.71,114.96
LAURUSLABS,EQ,966.1,-1.97,52155.54,11.73,114.43
KARURVYSYA,EQ,324,-0.78,31314.4,35.37,113.78
TATACONSUM,EQ,1153,-1.22,114049.8,9.78,112.94
PIIND,EQ,3171,-1.4,48109.82,3.5,111.4
RADICO,EQ,2765,-2.33,37021.55,4,111.22
LTF,EQ,293.7,-1.06,73530.37,36.92,108.81
JNKINDIA,EQ,253,-0.18,1415.63,39.92,108.44
APOLLO,EQ,242.65,-3,8599.31,43.8,108.39
BANKINDIA,EQ,167.22,-0.71,76129.71,63.03,105.23
WELSPUNLIV,EQ,136.71,-5.79,13112.57,75.72,105.08
ADANIENSOL,EQ,1014,-1.79,121810.06,10.14,103.45
SHREECEM,EQ,26500,-2.38,95613.98,0.38,102.45
POLYCAB,EQ,7735,-0.68,116448.2,1.31,101.65
HEXT,EQ,582.8,-3.17,35610.01,16.74,100.49
OIL,EQ,483.85,-1.27,78703.42,20.54,100.35
BIOCON,EQ,371,-0.79,60135.68,27.03,100.27
LICI,EQ,891.9,-0.4,564126.54,11.08,98.94
KPRMILL,EQ,950.45,-2.9,32487.71,10.41,98.85
JYOTICNC,EQ,828.9,-3.74,18851.1,11.29,96.28
SHANTIGOLD,EQ,216,-2.41,1557.27,43.72,95.74
RPOWER,EQ,28.4,-0.11,11745.59,331.21,95.59
BLS,EQ,291,-1.47,11981.66,32.26,95.56
ICICIPRULI,EQ,641.4,-1.06,92888.97,14.32,92.2
BERGEPAINT,EQ,458.5,-1.85,53459.55,19.71,91.16
SILVER,EQ,253,-0.19,3546.19,33.88,85.49
AMBUJACEM,EQ,538.5,-0.73,133107.69,15.76,85.15
SBISILVER,EQ,247.88,-0.66,6547.78,32.76,81.16
JINDALSTEL,EQ,1190,-0.09,121390.48,6.77,80.9
PINELABS,EQ,213.02,-1.8,24460.58,37.58,79.34
PIDILITIND,EQ,1475,-0.89,150112.82,5.1,75.25
INOXWIND,EQ,111.04,-0.03,19190.35,66.16,74.24
NAM-INDIA,EQ,912,-0.85,58102.77,7.88,72.3
PARADEEP,EQ,126.1,-2.6,13088.79,56.71,71.57
GMRAIRPORT,EQ,97.7,-0.29,103161.2,72.99,71.23
SKYGOLD,EQ,325.35,-6.95,5038.5,21.28,71.13
PSUBNKBEES,EQ,101.91,-0.12,4364.81,69.71,71
BOSCHLTD,EQ,35540,-0.25,104820.4,0.2,70.75
MASTEK,EQ,1961,-0.5,6077.41,3.53,69.46
AARTIIND,EQ,465.05,-1.14,16862.45,14.7,68.85
NBCC,EQ,101.16,-0.83,27313.2,67.38,68.69
SAMMAANCAP,EQ,147,-1.43,12181.35,45.96,68.19
KEI,EQ,4592,-0.15,43899.79,1.48,67.67
ATHERENERG,EQ,725.05,-0.14,27721.23,9.22,67.05
SRF,EQ,2951,-1.2,87474.97,2.21,65.55
SONACOMS,EQ,530.5,-0.02,32982.3,12.24,65.22
SBICARD,EQ,765,-0.07,72796.29,8.31,63.67
CEATLTD,EQ,4008,-0.19,16212.4,1.57,63.55
KITEX,EQ,201.29,-6.84,4015.74,30.96,63.49
BAJAJELEC,EQ,400,-2.1,4615.54,15.35,61.09
RBLBANK,EQ,305.05,-1.01,18836.77,19.73,60.58
FIVESTAR,EQ,440,-0.1,12959.95,13.56,59.91
HDBFS,EQ,724.2,-0.28,60128.59,8.29,59.87
JSLL,EQ,739,-0.2,9185.82,7.88,59.34
CLEAN,EQ,796.8,-0.33,8468.11,7.28,58.86
ITCHOTELS,EQ,187.1,-0.6,38970.74,31.03,58.12
PRIVISCL,EQ,2725,-1.06,10644.59,2.12,58.07
HAVELLS,EQ,1371,-0.07,85996.91,4.18,57.56
TRITURBINE,EQ,499.75,-0.56,15886.58,11.14,55.92
SYNGENE,EQ,454.1,-0.31,18297.48,12.12,55.07
VENKEYS,EQ,1461,-1.93,2058.16,3.68,55.07
GLENMARK,EQ,1953.7,-1.05,55133.57,2.79,54.94
ANANDRATHI,EQ,2960,-0.44,24574.11,1.84,54.45
MANKIND,EQ,2072.5,-0.45,85553.85,2.6,53.95
SHAILY,EQ,2216,-0.54,10183.65,2.43,53.92
NCC,EQ,157.9,-0.09,9913.7,33.35,53.25
