Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
INFY,EQ,1534,-7.37,621987.12,288.29,4437.79
TCS,EQ,2999.9,-6.99,1085390.07,108.53,3278.09
HAL,EQ,4213.9,-5.74,281815.1,52.91,2229.85
HINDCOPPER,EQ,612,-0.45,59181.87,351.43,2198.09
BAJFINANCE,EQ,964,-0.04,599814.48,174.89,1680.69
POLICYBZR,EQ,1440,-1.51,66625.16,78.78,1131.75
HCLTECH,EQ,1617.6,-4.58,438962.47,58.34,938.81
AXISBANK,EQ,1340,-1.19,416131.53,66.72,898.49
PERSISTENT,EQ,5979.5,-4.76,94326.61,14.27,842.97
TECHM,EQ,1639,-4.52,160579.89,48.23,785.73
COFORGE,EQ,1609,-6.02,54020.65,47.59,760.76
WAAREEENER,EQ,3080,-0.72,88593.4,24.12,745.19
KOTAKBANK,EQ,412,-0.91,409788.53,149.48,618.02
WIPRO,EQ,233.5,-3.79,244876.08,259.95,604.81
VBL,EQ,444.1,-1.55,150194.12,132.63,587.71
IDEA,EQ,11.33,-0.7,122752.66,4999.85,569.48
NAUKRI,EQ,1185.5,-5.21,76870.26,41.95,497.15
LTIM,EQ,5691,-5.84,168732.03,8.24,466.26
SHRIRAMFIN,EQ,998.7,-0.17,187904.24,44.03,440.82
GROWW,EQ,168.35,-2.65,103932.5,242.81,411.63
WELSPUNLIV,EQ,143.92,-1.83,13804.12,278.82,408.13
SOLARINDS,EQ,13579,-1.55,122876.45,2.72,373.18
POWERINDIA,EQ,19000,-3.56,84687.49,1.87,358.8
ITBEES,EQ,40.29,-5.4,2789.34,869.22,348.64
TVSMOTOR,EQ,3717.7,-0.23,176623.14,8.9,332.79
PFOCUS,EQ,257,-0.18,19942.96,124.14,321.65
MPHASIS,EQ,2690,-4.59,51260.07,10.38,275.96
INDUSINDBK,EQ,920,-0.26,71674.99,28.83,266.31
RVNL,EQ,321,-1.12,66929.15,76.25,244.8
MANKIND,EQ,2087.2,-3.49,86160.67,9.5,198.9
DIVISLAB,EQ,6060,-2.4,160873.96,3.27,198.76
ANANTRAJ,EQ,555,-2.04,19973.17,35.37,196.63
TATAELXSI,EQ,5500,-0.15,34241.86,3.6,194.99
HYUNDAI,EQ,2189,-0.9,177865.25,8.83,193.28
BDL,EQ,1305.5,-0.96,47854.73,14.73,192.34
GRSE,EQ,2530,-0.63,28981.66,7.53,190.23
APARINDS,EQ,9477,-2.89,38067.51,1.85,177.25
SAGILITY,EQ,48.15,-3.27,22540.6,365.86,176.05
BHARATCOAL,EQ,37.58,-2.92,17501.01,452.77,169.02
ICICIAMC,EQ,3048,-0.43,150650,5.49,168.31
AUROPHARMA,EQ,1212.7,-1.09,70433.81,13.6,163.79
OFSS,EQ,7509,-4.06,65344.46,2.17,163.52
MOBIKWIK,EQ,235.5,-0.46,1852.41,68.02,161.14
MAZDOCK,EQ,2430.4,-0.82,98037.48,6.45,156.43
V2RETAIL,EQ,2080,-1.89,7584.46,7.18,151.18
LENSKART,EQ,455,-0.94,78936.59,31.42,142.27
PCBL,EQ,283,-5.59,11134.99,47.33,133.66
APTUS,EQ,277,-1.56,13870.3,47.5,132.71
PREMIERENE,EQ,779.8,-1.48,35324.5,16.88,131.86
JSWSTEEL,EQ,1225.1,-0.35,299592.57,10.62,130.68
CARTRADE,EQ,2388,-8.63,11424.89,5.34,130.19
TORNTPHARM,EQ,4013.1,-0.8,135817.69,3.2,128.61
PNB,EQ,123.59,-0.22,142041.29,104.02,128.53
TATACONSUM,EQ,1148.6,-0.59,113614.58,11.09,128.38
KPITTECH,EQ,980,-0.77,26866.09,13.06,126.64
BOSCHLTD,EQ,36500,-3.29,107651.79,0.34,126.27
ECLERX,EQ,4531.1,-8.41,21307.66,2.72,123.93
FORTIS,EQ,857.5,-0.65,64737.66,13.72,118.33
NESTLEIND,EQ,1295.1,-0.99,249735.99,8.76,114.81
360ONE,EQ,1165,-0.22,47244.47,9.92,114.73
AUBANK,EQ,981,-0.13,73320.28,11.53,113.26
ESCORTS,EQ,3597.9,-0.08,40252.5,3.07,110.44
NAZARA,EQ,278,-2.32,10298.93,37.2,103.73
KFINTECH,EQ,1019.7,-1.05,17585.99,10.17,103.49
MEESHO,EQ,148.6,-0.49,67065.13,67.98,100.6
PFCL36B,N9,50701,-0.16,135.1,0.19,95.62
MARICO,EQ,730.1,-0.38,94773.38,12.88,94.75
BRITANNIA,EQ,5857.5,-0.42,141088.6,1.6,94.59
ASTERDM,EQ,540,-1.23,27978.54,17.51,93.33
NAM-INDIA,EQ,924.5,-0.48,58899.13,9.83,91.19
INTERARCH,EQ,2100.4,-5.98,3522.76,4.19,89.99
COCHINSHIP,EQ,1503.5,-0.33,39554.2,5.8,87.24
TRITURBINE,EQ,510.1,-7.15,16215.59,16.73,85.73
JTLIND,EQ,68.02,-9.99,2673.74,115.47,82.84
RADICO,EQ,2756.8,-0.4,36911.76,2.92,81.44
BSOFT,EQ,439.9,-1.69,12259.58,17.96,77.86
SAILIFE,EQ,807,-8.21,17046.36,9.28,76.59
GLENMARK,EQ,1954,-0.01,55142.04,3.88,76.26
VMM,EQ,120.73,-0.28,56417.16,62.51,75.61
CUB,EQ,292,-2.18,21669.27,23.88,70.26
ZENSARTECH,EQ,651,-3.21,14805.72,10.73,69.67
NATCOPHARM,EQ,842.65,-1.29,15092.69,8.17,69.38
BIOCON,EQ,368,-1.15,59649.41,18.72,69.38
IXIGO,EQ,209,-3.64,9155.69,32.86,69.14
UNITDSPR,EQ,1359,-0.52,98846.98,5.06,68.88
PRESTIGE,EQ,1520,-1.51,65471,4.44,67.67
COLPAL,EQ,2115,-1.11,57524.96,3.14,66.76
UNOMINDA,EQ,1202.1,-0.98,69367.23,5.45,65.76
INFOBEAN,EQ,865,-5.09,2115.39,7.4,65.32
JBCHEPHARM,EQ,1885.6,-0.53,30269.07,3.24,61.34
HSCL,EQ,458.5,-0.67,23131.09,13.07,60.27
LATENTVIEW,EQ,435.8,-7.48,9017.79,13.56,60.22
MOTILALOFS,EQ,789,-0.27,47429.25,7.64,60.06
WHIRLPOOL,EQ,790,-0.08,10022.87,7.49,59.43
WESTLIFE,EQ,483,-0.19,7517.6,11.58,55.9
EUREKAFORB,EQ,500,-8.34,9670.18,10.52,54.91
ABREL,EQ,1228,-1.59,13716.23,4.31,53.34
DABUR,EQ,499.85,-0.13,88657.9,10.6,53.18
BAJAJHLDNG,EQ,10875,-0.37,121031.69,0.48,52.93
TATATECH,EQ,650.4,-1.38,26390.91,8.17,52.9
WEBELSOLAR,EQ,73.5,-3.92,3102.17,71.23,52.17
ICICIGI,EQ,1856.1,-0.29,92453.67,2.81,51.91
LICI,EQ,835,-0.39,528137.31,6.18,51.6
SBICARD,EQ,748.1,-1.32,71187.51,6.8,51.28
ZENTEC,EQ,1335.3,-1.02,12056.47,3.79,50.71
HAPPSTMNDS,EQ,398,-4.99,6060.54,12.72,50.63
CONCOR,EQ,527,-0.17,40137.27,9.39,49.34
COROMANDEL,EQ,2268,-0.67,66904.96,2.18,49.28
LEMONTREE,EQ,129.2,-2.27,10235.82,36.82,47.85
SUNDRMFAST,EQ,946.3,-3.42,19884.45,4.95,47.56
HEXT,EQ,692,-4.66,42282.31,6.85,47.47
JKLAKSHMI,EQ,761,-0.18,9447.39,6.44,47.41
NEWGEN,EQ,559.5,-1.34,7962.68,8.51,47.09
JSL,EQ,783,-3.26,64552.05,5.95,46.89
VTL,EQ,493.6,-3.58,14276.75,9.22,46.51
LALPATHLAB,EQ,1403.2,-0.18,23510.76,3.26,45.69
ALKEM,EQ,5660,-0.75,67673.79,0.79,44.68
E2E,EQ,2458,-5.51,4947.21,1.78,44.3
JINDALSAW,EQ,187.99,-0.04,12022.12,23.11,43.5
BHARTIHEXA,EQ,1610,-1.63,80500,2.69,43.4
ANANDRATHI,EQ,2941,-0.36,24416.37,1.42,41.95
HDBFS,EQ,712.05,-0.43,59119.81,5.8,41.24
INTELLECT,EQ,797,-2.38,11103.44,5.15,41.04
CSBBANK,EQ,417.15,-1.11,7236.96,9.65,40.5
FSL,EQ,305.1,-1.5,21265.19,13.03,39.72
