Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
SILVERBEES,EQ,235.77,-11.22,32900.47,2164.71,5062.6
HDFCBANK,EQ,949.7,-0.36,1461406.44,281.03,2670.42
HAL,EQ,4030,-4.44,269516.33,63.44,2548.93
HINDCOPPER,EQ,612,-0.27,59181.87,311.55,1870.98
RELIANCE,EQ,1441.9,-1.02,1951247.23,117.64,1699.74
INFY,EQ,1520,-1.03,616310.57,106.28,1624.45
TATSILV,EQ,24.05,-11.39,5122.54,6794.67,1621.89
GOLDBEES,EQ,124.5,-3.94,54651.47,1281.88,1600.3
BHARTIARTL,EQ,1992.2,-1.66,1135973.42,77.09,1543.33
MCX,EQ,2425,-4.65,61835.52,54.12,1310
ICICIBANK,EQ,1394.6,-0.98,997621.39,89.83,1259.45
VEDL,EQ,655.7,-4.67,256404.14,182.34,1191.32
DIXON,EQ,11354,-2.77,68902.59,10.47,1188.43
TCS,EQ,2991.7,-0.25,1082423.24,35.22,1056.5
SILVERIETF,EQ,246.11,-11.23,16519.38,418.69,1018.94
HINDZINC,EQ,610.4,-4.51,257913.47,167.71,1015.24
KOTAKBANK,EQ,411.65,-0.17,409440.41,248.15,1012.74
KAYNES,EQ,3599,-4.77,24125.77,25.68,930.77
ETERNAL,EQ,287.05,-2.41,277013.32,303.83,875.68
BSE,EQ,2892,-0.15,117960.08,29.76,855.29
PERSISTENT,EQ,5981,-0.08,94350.27,13.82,825.83
CARTRADE,EQ,2311,-3.27,11056.5,36.71,811.5
TIINDIA,EQ,2377.4,-9.86,46007.37,29.32,705.74
NTPC,EQ,366.25,-0.27,355140.4,187.9,690.73
IDBI,EQ,102.95,-5.69,110695.98,636.35,684.01
HDFCSILVER,EQ,240.01,-9.99,7957.32,284.42,664.09
BEL,EQ,432.5,-1.53,316147.93,143.46,620.11
IDEA,EQ,11.23,-1.06,121669.23,5285.88,593.6
SUZLON,EQ,47.76,-4.04,65492.51,1213.02,585.77
LT,EQ,4060,-0.66,558485.83,14.33,582.01
INDIGO,EQ,4930,-0.62,190589.41,11.89,579.21
SHRIRAMFIN,EQ,994.9,-0.39,187189.28,57.76,569.82
MARUTI,EQ,15025,-0.31,472389.87,3.75,564.03
ADANIPORTS,EQ,1566.5,-0.09,360915.19,32.85,513.93
HCLTECH,EQ,1607.4,-0.89,436194.53,31.85,513.38
AXISBANK,EQ,1331.6,-0.53,413522.94,37.66,499.6
ITC,EQ,310.1,-1.19,388610.26,158.17,491.84
HINDUNILVR,EQ,2356,-0.63,553563.7,19.62,466.59
GMDCLTD,EQ,613.1,-0.24,19496.58,73,449.97
NATIONALUM,EQ,364.4,-2.8,66926.86,121.83,439.61
HINDALCO,EQ,936,-3,210340.4,45.81,428.03
ADANIPOWER,EQ,152.75,-1.64,294573.71,269.58,412.95
