"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"VESUVIUS","Vesuvius India Limited",11813276,2006937,5.886219196126902,1148437,10.286392022044184,533.05,3.06,6776803910
"CENTUM","Centum Electronics Limited",1736851,320525,5.41876357147017,183609,9.45947628021108,2530,10.25,4457975461
"KRN","KRN Heat Exchanger and Refrigeration Limited",18345082,3478920,5.273210790856398,2056547,8.920331993385028,880,11.6,16078547118
"ABB","ABB India Limited",4034978,801125,5.0366365819088275,514962,7.835481357331322,6005,4.99,24587178792
"DEEDEV","DEE Development Engineers Limited",2866643,579464,4.947059696547154,361292,7.934407489874111,236.8,13.15,648090649
"NITINSPIN","Nitin Spinners Limited",25193782,5194339,4.850237529382544,2902730,8.679338580158865,375.05,-0.5,10273520423
"CREST","Crest Ventures Limited",143342,30227,4.742184140007279,19434,7.375525649841194,340.2,-2.58,52344198
"VIKRAMSOLR","Vikram Solar Limited",8555191,1873803,4.565682047237077,1662281,5.146656107247126,192.7,-10.73,1673480911
"TREEHOUSE","Tree House Education & Accessories Limited",340130,75597,4.49922285789874,57538,5.911388345112091,8.63,12.66,2982940
"AAKASH","Aakash Exploration Services Limited",799008,179564,4.449703263268689,126409,6.320779399168792,8.46,10.16,6967349
"NRAIL","N R Agarwal Industries Limited",53616,12115,4.4252837196505945,11553,4.640507345015068,455,5.06,24963609
"TINNARUBR","Tinna Rubber and Infrastructure Limited",192728,46556,4.139687903858064,57393,3.3580295410446284,758.1,7.01,146997500
"SAKAR","Sakar Healthcare Limited",599782,151597,3.9564239397877268,165608,3.6216811147414276,518.3,12.23,312750326
"5PAISA","5Paisa Capital Limited",448159,116346,3.851950217454833,79358,5.647281262672664,320,2.09,149075609
"RAMANEWS","Shree Rama Newsprint Limited",318708,82780,3.8500371464294125,56946,5.596652660885557,31.19,1.99,9889509
"FIRSTCRY","Brainbees Solutions Limited",47811442,12532075,3.8151255951179035,7375918,6.482099734186587,217.4,1.71,10939736044
"GILT10BETA","UTI Mutual Fund - UTI Nifty 10 yr Benchmark G-Sec ETF",15509,4223,3.6717831353825514,16771,0.9247209830502963,25.96,0.74,403234
"ASAL","Automotive Stampings and Assemblies Limited",91491,25300,3.6162450592885373,20292,4.508601456871758,479.5,5.9,43468289
"UNIDT","United Drilling Tools Limited",56410,15996,3.526322918077536,11027,5.115245742172688,185,2.52,10433593
"BALAJEE","Shree Tirupati Balajee Agro Trading Company Limited",198334,56440,3.5140161526081886,97801,2.027926734615152,32.9,-0.3,6537088
"TOP20","Mirae Asset Mutual Fund - Mirae Asset Nifty Top 20 Equal Weight ETF",104954,29988,3.499788809105662,37388,2.807116423600811,9.45,0.75,991815
"DATAPATTNS","Data Patterns (India) Limited",2954923,849131,3.4799363584902845,996205,2.9661793810985984,2971,1.96,9073179719
"CIEINDIA","CIE Automotive India Limited",1976820,572275,3.454316278993911,435472,4.5394787109186625,465.1,1.24,920446928
"URAVIDEF","Uravi Defence and Technology Limited",118483,34686,3.4158738395894597,26767,4.426442918373308,159,-5.98,19044957
"GANESHBE","Ganesh Benzoplast Limited",609170,178339,3.4157916182259287,239204,2.546646027576976,86.06,6.62,52540912
