"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"KSB","Ksb Limited",17434400,87468,199.32128205665637,74880,232.8297832302397,772.1,7.67,13699254144
"SANOFICONR","Sanofi Consumer Healthcare India Limited",1144988,5867,195.1573206067837,6157,185.9377888008031,4622.9,15.31,5299886104
"TEJASNET","Tejas Networks Limited",73892675,772413,95.66461890139634,888442,83.17101405943332,381.35,20,26446927309
"RUDRA","Rudra Global Infra Products Limited",1444001,22133,65.2395352514627,26088,55.35115762036185,21.4,19.96,30338461
"ORIENTELEC","Orient Electric Limited",5347630,102278,52.28507178125051,101438,52.717834142599294,195.4,11.67,1021129948
"ARTNIRMAN","Art Nirman Limited",52854,1163,45.420223431681464,1239,42.65233658572372,42.85,5.31,2115217
"HOMEFIRST","Home First Finance Company India Limited",7005745,160153,43.74407597734666,165975,42.20961688665221,1176,-5.75,8325417185
"SGL","STL Global Limited",260666,8571,30.410188605872058,8714,29.912536382319498,12.85,5.59,3576337
"ESG","MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF",504350,21444,23.518485416067584,18529,27.218291893164825,42.95,0.05,21641658
"RGL","Renaissance Global Limited",83583911,3554139,23.517344425752622,2405260,34.7504589466717,146.1,13.92,11748554530
"SECMARK","SecMark Consultancy Limited",314354,13480,23.319164719409518,8189,38.38308783536281,134.9,10.54,44169880
"AAATECH","Aaa Technologies Limited",434223,19381,22.403993498955188,24228,17.921757336305003,105,2.31,44798786
"DECCANCE","Deccan Cements Limited",204247,11729,17.41335114243492,19328,10.567116934914916,750,5.43,153675442
"NINSYS","NINtec Systems Limited",113188,6537,17.3149762888175,5540,20.42903553965806,316.85,0.68,38595976
"EIFFL","Euro India Fresh Foods Limited",115078,7124,16.1535654126895,13858,8.30353956759026,244.95,1.28,26984640
"TECH","Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty IT ETF",1099907,75286,14.609553241934734,129050,8.523071298349624,33.12,0,36450917
"ABGSEC","AdityaBirlaSunLifeMF-Aditya Birla Sun Life CRISIL Broad Based Gilt ETF",1810,124,14.526484751203853,339,5.328230791875184,112.12,0.1,202937
"SUMEETINDS","Sumeet Industries Limited",1095015,83095,13.177762980019015,79990,13.689367558745847,26.35,7.9,29236900
"AXSENSEX","Axis Mutual Fund - AXIS S&P BSE SENSEX ETF",29299,2224,13.171049674084063,2312,12.67058499764114,84.5,-0.39,2490122
"TARMAT","Tarmat Limited",278104,24174,11.504022833977952,16642,16.710698385819246,64.89,19.99,17701319
"SETCO","Setco Automotive Limited",610639,54206,11.265085875574195,53113,11.496978140944778,16.13,4.94,9812968
"SANOFI","Sanofi India Limited",131807,11854,11.118574963446182,11272,11.692933643020742,4009.9,-3.02,527152870
"ANGELONE","Angel One Limited",7992020,746339,10.708290262005427,809402,9.873969947768456,244.2,-1.93,1973149817
"AUTOIETF","ICICI Prudential Mutual Fund - ICICI Prudential  Nifty Auto ETF",3973171,382246,10.394268442949965,532312,7.463978966567841,29.6,1.13,117486666
"UMESLTD","Usha Martin Education & Solutions Limited",243719,24909,9.784309658425613,27275,8.93538044148477,4.24,-7.83,1018745
