"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"DEEDEV","DEE Development Engineers Limited",56149617,9925719,5.656981855505728,5451150,10.300506798731076,276.61,20,14715691623
"MOREPENLAB","Morepen Laboratories Limited",119311022,21137314,5.644568702496379,12927099,9.229527401976924,45.11,14.99,5395244414
"HDFCPVTBAN","HDFC Mutual Fund - HDFC NIFTY Private Bank ETF",6348030,1193068,5.320758291084671,684970,9.26759804073806,29.55,0.48,187012963
"EQUAL50ADD","DSP  Mutual Fund - DSP Nifty 50 Equal Weight ETF",705615,135910,5.191762225876588,180347,3.912534907400873,349.99,1.11,245299998
"IDFCFIRSTB","IDFC First Bank Limited",621433698,120246421,5.1680015798003005,72965120,8.516859734900459,70.09,-16.07,42822996129
"AXISBPSETF","AXIS MUTUAL FUND - Axis Nifty AAA Bond Plus SDL Apr 2026 50-50 ETF",1937972,378177,5.124505963692518,284768,6.8054198970904,13.2,0.23,25523091
"MSCIADD","DSP Mutual Fund - DSP MSCI India ETF",1422944,280640,5.070353477765108,155973,9.122977659394653,30.39,-0.13,42987138
"TOTAL","Total Transport Systems Limited",82286,16483,4.992022325355658,25915,3.175215564114977,66.7,0.35,5397961
"SUNDRMBRAK","Sundaram Brake Linings Limited",14990,3049,4.915022678834909,2377,6.306027229616032,679.5,8.36,10236671
"HIRECT","Hind Rectifiers Limited",808508,164557,4.913224860611033,135843,5.951750708200131,1418,8.38,1162497057
"ARIHANTCAP","Arihant Capital Markets Limited",7819243,1631823,4.791721040909143,1041276,7.509286285949212,84.84,12.86,660335071
"BLS","BLS International Services Limited",24141392,5210190,4.633495219080608,3796333,6.359133698093577,278,3.58,6978793599
"NETWORK18","Network18 Media & Investments Limited",9570743,2092478,4.5738780471933085,2778533,3.4445306428185494,35.59,-1.36,88131402
"SKFINDIA","SKF India Limited",587138,132915,4.417389036365301,98803,5.942495463897037,1781.5,4.33,1054400034
"UPL","UPL Limited",22336295,5063066,4.41161427971331,3403427,6.562882652359378,645.15,-14.25,14576666117
"TRIDENT","Trident Limited",46505202,10957812,4.244022556023311,12651571,3.6758439192383188,26.5,3.8,1242618997
"KITEX","Kitex Garments Limited",11460008,2704279,4.2377306043994345,3196559,3.585107305150151,195.8,5.27,2285354795
"ELIQUID","Edelweiss Mutual Fund - Edelweiss Nifty 1D Rate Liquid ETF",37625,9152,4.110973522234767,7606,4.946397839181566,1019.69,0.01,38366212
"COHANCE","Cohance Lifesciences Limited",13273442,3297349,4.025488554038557,2422198,5.479915969638246,315.1,3.18,1783278502
"SADHNANIQ","Sadhana Nitrochem Limited",14663652,3658072,4.008573367531671,2471715,5.932582033122751,2.2,10,31820124
"LICNMID100","LIC Mutual Fund - LIC MF Nifty Midcap 100 ETF",75098,18998,3.952769029677261,12546,5.985508611507612,59.37,-0.82,4453311
"JINDALPOLY","Jindal Poly Films Limited",1430860,362009,3.9525518460628297,225722,6.339016089731972,530,8.14,758012393
"CCL","CCL Products (India) Limited",2866212,727613,3.939194838286435,501401,5.716401446418548,1034.3,4.05,3002844326
"EVEREADY","Eveready Industries India Limited",312199,80164,3.89449567034315,72162,4.326357455375083,326.5,0.25,102188976
"GANGAFORGE","Ganga Forging Limited",2651233,684757,3.871784749049785,697283,3.8022293517625925,3,-5.96,8192309
