"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"LATENTVIEW","Latent View Analytics Limited",17269153,194224,88.9132232341081,245844,70.24432557055468,453.3,8.42,7762138890
"ATULAUTO","Atul Auto Limited",3072283,59473,51.65827633286926,83546,36.77341785333402,428.1,7.92,1299114866
"BBETF0432","Edelweiss Mutual Fund - BHARAT Bond ETF - April 2032 - Growth",105495,2396,44.02228342513771,11280,9.352393617021276,1304,0.19,137262709
"DLINKINDIA","D-Link (India) Limited",3620875,87056,41.59228959616984,77738,46.57774867729292,419.8,4.14,1570083817
"BANKADD","DSP  Mutual Fund - DSP Nifty Bank ETF",164391,6958,23.626185685541824,22368,7.349251622825057,59.88,0.17,9784552
"BIOFILCHEM","Biofil Chemicals & Pharmaceuticals Limited",887177,37845,23.44238340599815,40485,21.913558748484018,42.13,19.99,36498461
"CONSOFINVT","Consolidated Finvest & Holdings Limited",369111,15857,23.277479977297094,19378,19.04794096397977,196.12,20,69931770
"UFBL","United Foodbrands Limited",4919083,292548,16.814606960494032,170683,28.81984182456576,251.44,15.64,1194500924
"CAMPUS","Campus Activewear Limited",4356795,274328,15.881700008748652,221408,19.677605406831166,269,5.43,1174156252
"SAKSOFT","Saksoft Limited",1683034,118445,14.209413651905948,142822,11.784087392331466,171,-2.4,272920793
"INDOUS","Indo Us Biotech Limited",325627,24541,13.268260681775583,32049,10.16006390075414,125.4,4.88,43399566
"PRUDMOULI","Prudential Sugar Corporation Limited",82795,7057,11.731990024372273,12024,6.885754443159987,18.67,-3.11,1548266
"LEXUS","Lexus Granito (India) Limited",106645,9494,11.23264730045712,8673,12.29563954158692,23.11,-0.82,2549881
"NIRAJISPAT","Niraj Ispat Industries Limited",2205,216,10.198889916743756,289,7.608695652173913,165,1.63,382523
"MASTERTR","Master Trust Limited",604972,60581,9.986134312294903,89563,6.754663724995423,88,-7.39,53769911
"CLCIND","CLC Industries Limited",331,33,9.880597014925373,33,9.880597014925373,9.87,5,3266
"ALPHAETF","Mirae Asset Mutual Fund - Mirae Asset Nifty 200 Alpha 30 ETF",7737365,821595,9.417485926166108,677459,11.421149370722437,23.94,1.53,184071913
"GODREJAGRO","Godrej Agrovet Limited",1168602,126619,9.229278386340123,121459,9.6213701742975,555,6.88,638372214
"UNIENTER","Uniphos Enterprises Limited",124263,13586,9.145996790955795,11852,10.4845595680054,106.87,-10.89,12982998
"MAHLIFE","Mahindra Lifespace Developers Limited",946258,107558,8.797637000247308,94201,10.045009755652227,381,3.6,366674975
"KEEPLEARN","DSJ Keep Learning Limited",192823,24123,7.9931933309566645,33422,5.769188191329897,2.08,-9.96,404928
"ASALCBR","Associated Alcohols & Breweries Ltd.",205051,26237,7.815098826883352,30020,6.830365916623641,882.75,6.33,177830479
"SINCLAIR","Sinclairs Hotels Limited",258132,33395,7.729613836719049,40946,6.30412855799641,79.22,2.94,20536981
"GSEC10YEAR","Mirae Asset Mutual Fund - Mirae Asset Nifty 8-13 yr G-Sec ETF",49367,6674,7.396026847246359,12863,3.8376983294075577,29.35,-0.54,1455339
"GILT5BETA","UTI Mutual Fund - UTI Nifty 5 yr Benchmark G-Sec ETF",17081,2312,7.387336735576508,4804,3.5554306648349363,63.39,-0.47,1092671
