"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"RAMRAT","Ram Ratna Wires Limited",1937656,28309,68.44623943952195,31255,61.994081041736656,327,10.34,623537700
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited",168420,3759,44.802482819773886,4762,35.363036996598495,203.79,20,33859156
"GANECOS","Ganesha Ecosphere Limited",2392350,60885,39.2927141730904,56334,42.467098139318566,821.6,19.99,1882444521
"EMIL","Electronics Mart India Limited",17600884,505159,34.84225400904995,556424,31.632104038515905,105.8,14.21,1853373085
"SCI","Shipping Corporation Of India Limited",71773906,2254159,31.840655736007996,2906228,24.696579615244307,266.16,20,18264305859
"MHLXMIRU","Mahalaxmi Rubtech Limited",203884,7661,26.61092016532521,25432,8.016545498153967,196.9,0.87,40128448
"EQUAL50ADD","DSP  Mutual Fund - DSP Nifty 50 Equal Weight ETF",517874,19546,26.49513967052082,20152,25.69826469697947,347.7,0.32,180266760
"LAXMIINDIA","Laxmi India Finance Limited",3793816,152463,24.883410473752217,237626,15.96545839794804,100.5,10.48,366634378
"VENKEYS","Venky's (India) Limited",1712808,69434,24.668026864711504,49425,34.65405789272426,1472,-8.02,2746881573
"BROOKS","Brooks Laboratories Limited",688588,35956,19.150762270727785,33829,20.354961719234975,68.29,12.08,48820889
"JAYBARMARU","Jay Bharat Maruti Limited",3165336,174959,18.09182125006073,156780,20.18955115068226,101.22,20,312925116
"SASKEN","Sasken Technologies Limited",239102,13568,17.622277635150905,11558,20.686606161805802,1267,1.04,314110688
"PNGJL","P N Gadgil Jewellers Limited",2174103,124219,17.50210715708886,127207,17.090970122091665,599,8.89,1270024008
"KREBSBIO","Krebs Biochemicals and Industries Limited",114707,6601,17.37721557339797,8008,14.323872079519486,55.34,-3.61,6717241
"LIQUIDPLUS","Mirae Asset Mutual Fund - Mirae Asset Nifty 1D Rate Liquid ETF-Growth",4572141,265178,17.241748482625855,341331,13.395000584475111,1071.94,0.01,4901015102
"JSFB","Jana Small Finance Bank Limited",5098531,300719,16.95445032909978,302056,16.87941184455078,403.05,14.44,1973896276
"ELM250","Edelweiss Mutual Fund - Edelweiss Nifty LargeMidcap 250 ETF",1918211,122872,15.611436275912771,525417,3.6508319574433665,16.77,1.57,31976577
"HISARMETAL","Hisar Metal Industries Limited",17261,1154,14.955379061371842,1747,9.875843918068428,165.3,4.53,2860320
"SGMART","SG Mart Limited",1522487,102438,14.862473357955192,132457,11.494137373667217,410.9,11.99,603057100
"KALYANKJIL","Kalyan Jewellers India Limited",73673179,5256523,14.01557246111165,6055860,12.16560081480083,436,14.66,31316258197
"BAJAJELEC","Bajaj Electricals Limited",2110577,156031,13.526622857802066,219466,9.616852685945235,403,-2.35,856746521
"IITL","Industrial Investment Trust Limited",231571,17201,13.46199532995514,49223,4.70452837088353,135.6,-2.07,32297207
"63MOONS","63 moons technologies limited",1075259,84224,12.766556907319313,142111,7.566284033919749,710,11.95,750627555
"ENERGY","Mirae Asset Mutual Fund - Mirae Asset Nifty Energy ETF",9270255,740920,12.511802318061422,1136899,8.153980743940998,36.6,0.25,338549712
"SESHAPAPER","Seshasayee Paper and Boards Limited",148670,12278,12.108485251598365,12165,12.221025721120254,249.8,5.01,37449973
