"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","24,238.85","1.97","1.97","28.66","4.15","1.31"
"NIFTY FINANCIAL SERVICES 25/50","26,187.50","1.87","1.87","15.41","2.65","1.06"
"NIFTY FMCG","46,135.95","1.31","1.31","32.98","8.13","1.79"
"NIFTY IT","29,669.05","2.09","2.09","21.08","5.50","3.57"
"NIFTY MEDIA","1,308.40","3.69","3.69","27.57","1.38","1.34"
"NIFTY METAL","11,412.05","2.46","2.46","19.35","2.97","1.75"
"NIFTY PHARMA","22,011.60","-0.99","-0.99","32.95","4.80","0.71"
"NIFTY PSU BANK","8,164.80","3.70","3.70","8.04","1.32","2.37"
"NIFTY PRIVATE BANK","24,569.80","1.76","1.76","17.15","1.95","0.66"
"NIFTY REALTY","665.00","2.13","2.13","31.46","3.19","0.45"
"NIFTY HEALTHCARE INDEX","14,055.75","-1.02","-1.02","35.70","5.27","0.60"
"NIFTY CONSUMER DURABLES","33,658.45","1.92","1.92","54.22","11.00","0.42"
"NIFTY OIL & GAS","10,929.05","1.31","1.31","9.12","1.49","2.42"
"NIFTY MIDSMALL HEALTHCARE","42,025.45","0.77","0.77","39.78","5.18","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","27,697.20","2.54","2.54","20.35","3.74","0.87"
"NIFTY MIDSMALL FINANCIAL SERVICES","18,665.00","3.27","3.27","28.71","2.81","0.60"
"NIFTY MIDSMALL IT & TELECOM","8,009.10","2.96","2.96","55.36","7.52","1.33"
"NIFTY CHEMICALS","25,786.45","3.41","3.41","36.34","3.80","0.67"
"NIFTY500 HEALTHCARE","17,790.30","-0.51","-0.51","36.91","5.43","0.56"
