"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,053.15","1.56","1.56","30.80","4.46","1.22"
"NIFTY FINANCIAL SERVICES 25/50","28,570.70","0.27","0.27","16.67","2.89","0.97"
"NIFTY FMCG","51,046.50","0.55","0.55","36.38","8.99","1.61"
"NIFTY IT","29,159.15","2.20","2.20","20.05","5.41","3.85"
"NIFTY MEDIA","1,471.75","2.30","2.30","30.91","1.55","1.19"
"NIFTY METAL","12,980.85","1.84","1.84","22.01","3.38","1.53"
"NIFTY PHARMA","23,171.85","2.62","2.62","34.69","5.05","0.68"
"NIFTY PSU BANK","8,853.70","0.48","0.48","8.67","1.43","2.19"
"NIFTY PRIVATE BANK","26,727.20","0.04","0.04","18.41","2.13","0.61"
"NIFTY REALTY","797.15","2.46","2.46","37.71","3.82","0.37"
"NIFTY HEALTHCARE INDEX","14,921.70","2.41","2.41","37.90","5.60","0.57"
"NIFTY CONSUMER DURABLES","38,019.65","2.53","2.53","60.36","12.42","0.37"
"NIFTY OIL & GAS","11,508.35","1.56","1.56","9.60","1.57","2.30"
"NIFTY MIDSMALL HEALTHCARE","45,334.10","1.81","1.81","42.92","5.59","0.42"
"NIFTY FINANCIAL SERVICES EX-BANK","31,093.85","0.47","0.47","22.72","4.19","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,248.95","1.00","1.00","32.04","3.20","0.54"
"NIFTY MIDSMALL IT & TELECOM","8,445.25","2.43","2.43","59.57","7.89","1.24"
"NIFTY CHEMICALS","28,158.05","1.12","1.12","39.57","4.15","0.61"
"NIFTY500 HEALTHCARE","19,078.75","2.18","2.18","39.58","5.83","0.53"
