"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,790.35","-1.01","-1.01","30.49","4.42","1.23"
"NIFTY FINANCIAL SERVICES 25/50","28,342.05","-0.80","-0.80","16.47","2.87","0.98"
"NIFTY FMCG","50,882.75","-0.32","-0.32","36.19","8.97","1.62"
"NIFTY IT","28,959.90","-0.68","-0.68","19.88","5.37","3.71"
"NIFTY MEDIA","1,470.85","-0.06","-0.06","30.89","1.55","1.19"
"NIFTY METAL","13,046.45","0.51","0.51","22.01","3.39","1.53"
"NIFTY PHARMA","23,158.15","-0.06","-0.06","34.67","5.05","0.68"
"NIFTY PSU BANK","8,663.05","-2.15","-2.15","8.48","1.40","2.24"
"NIFTY PRIVATE BANK","26,399.25","-1.23","-1.23","17.54","2.10","0.61"
"NIFTY REALTY","793.85","-0.41","-0.41","36.89","3.80","0.37"
"NIFTY HEALTHCARE INDEX","14,904.45","-0.12","-0.12","37.85","5.59","0.57"
"NIFTY CONSUMER DURABLES","38,020.95","-","-","60.37","12.43","0.37"
"NIFTY OIL & GAS","11,686.75","1.55","1.55","9.74","1.59","2.27"
"NIFTY MIDSMALL HEALTHCARE","45,180.80","-0.34","-0.34","42.77","5.57","0.42"
"NIFTY FINANCIAL SERVICES EX-BANK","31,090.05","-0.01","-0.01","22.50","4.19","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,250.10","0.01","0.01","29.37","3.20","0.54"
"NIFTY MIDSMALL IT & TELECOM","8,490.70","0.54","0.54","59.72","7.94","1.23"
"NIFTY CHEMICALS","28,322.15","0.58","0.58","39.60","4.18","0.61"
"NIFTY500 HEALTHCARE","19,019.60","-0.31","-0.31","39.46","5.81","0.53"
