"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,828.10","-2.35","-2.35","30.53","4.43","1.23"
"NIFTY FINANCIAL SERVICES 25/50","28,666.20","-","-","16.72","2.90","0.98"
"NIFTY FMCG","51,140.50","-0.11","-0.11","36.45","9.01","1.60"
"NIFTY IT","30,124.30","-1.21","-1.21","21.18","5.59","3.51"
"NIFTY MEDIA","1,466.10","0.90","0.90","31.04","1.55","1.20"
"NIFTY METAL","12,786.25","-0.82","-0.82","21.68","3.33","1.56"
"NIFTY PHARMA","22,986.35","2.36","2.36","34.41","5.01","0.68"
"NIFTY PSU BANK","8,824.25","-2.19","-2.19","8.66","1.43","2.20"
"NIFTY PRIVATE BANK","26,845.55","-1.30","-1.30","18.49","2.14","0.60"
"NIFTY REALTY","788.65","-1.82","-1.82","37.31","3.78","0.38"
"NIFTY HEALTHCARE INDEX","14,790.65","2.11","2.11","37.56","5.55","0.57"
"NIFTY CONSUMER DURABLES","37,299.70","-1.97","-1.97","60.08","12.19","0.38"
"NIFTY OIL & GAS","11,414.00","-0.75","-0.75","9.53","1.55","2.32"
"NIFTY MIDSMALL HEALTHCARE","45,069.20","1.07","1.07","42.66","5.56","0.42"
"NIFTY FINANCIAL SERVICES EX-BANK","31,136.30","-1.02","-1.02","22.75","4.20","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,184.05","-0.35","-0.35","31.95","3.19","0.53"
"NIFTY MIDSMALL IT & TELECOM","8,484.90","-0.22","-0.22","57.55","7.93","1.23"
"NIFTY CHEMICALS","28,118.05","0.25","0.25","39.62","4.15","0.61"
"NIFTY500 HEALTHCARE","18,898.70","1.78","1.78","39.21","5.77","0.53"
