"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,450.25","-0.66","-0.66","31.27","4.53","1.20"
"NIFTY FINANCIAL SERVICES 25/50","29,067.40","-0.87","-0.87","16.96","2.94","0.97"
"NIFTY FMCG","51,199.00","0.75","0.75","36.60","9.02","1.60"
"NIFTY IT","30,496.25","-3.89","-3.89","21.51","5.66","3.47"
"NIFTY MEDIA","1,453.05","0.69","0.69","30.76","1.53","1.21"
"NIFTY METAL","12,892.20","0.45","0.45","21.86","3.35","1.54"
"NIFTY PHARMA","22,455.45","0.08","0.08","33.62","4.89","0.70"
"NIFTY PSU BANK","9,022.20","0.12","0.12","8.86","1.46","2.15"
"NIFTY PRIVATE BANK","27,200.55","-0.73","-0.73","18.73","2.16","0.59"
"NIFTY REALTY","803.35","0.58","0.58","38.00","3.85","0.37"
"NIFTY HEALTHCARE INDEX","14,484.90","-0.15","-0.15","36.79","5.43","0.59"
"NIFTY CONSUMER DURABLES","38,050.45","0.29","0.29","61.29","12.43","0.37"
"NIFTY OIL & GAS","11,501.05","0.51","0.51","9.60","1.56","2.30"
"NIFTY MIDSMALL HEALTHCARE","44,588.60","0.50","0.50","42.21","5.50","0.43"
"NIFTY FINANCIAL SERVICES EX-BANK","31,459.90","-0.46","-0.46","22.99","4.24","0.78"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,259.05","-0.08","-0.08","32.09","3.20","0.53"
"NIFTY MIDSMALL IT & TELECOM","8,504.05","-2.25","-2.25","58.78","7.95","1.23"
"NIFTY CHEMICALS","28,046.55","0.97","0.97","39.52","4.14","0.61"
"NIFTY500 HEALTHCARE","18,566.85","0.11","0.11","38.52","5.67","0.54"
