"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,625.20","0.39","0.39","31.48","4.56","1.19"
"NIFTY FINANCIAL SERVICES 25/50","29,323.45","1.01","1.01","17.11","2.97","0.96"
"NIFTY FMCG","50,820.10","2.55","2.55","36.33","8.95","1.61"
"NIFTY IT","31,729.10","0.45","0.45","22.38","5.88","3.34"
"NIFTY MEDIA","1,443.15","0.97","0.97","30.55","1.52","1.22"
"NIFTY METAL","12,835.00","0.04","0.04","21.77","3.34","1.55"
"NIFTY PHARMA","22,438.45","-0.08","-0.08","33.59","4.89","0.70"
"NIFTY PSU BANK","9,011.45","0.79","0.79","8.88","1.46","2.15"
"NIFTY PRIVATE BANK","27,401.05","1.50","1.50","18.87","2.18","0.59"
"NIFTY REALTY","798.75","2.14","2.14","37.79","3.83","0.37"
"NIFTY HEALTHCARE INDEX","14,507.05","0.25","0.25","36.84","5.44","0.58"
"NIFTY CONSUMER DURABLES","37,942.05","-0.02","-0.02","61.12","12.40","0.37"
"NIFTY OIL & GAS","11,442.70","0.07","0.07","9.55","1.56","2.31"
"NIFTY MIDSMALL HEALTHCARE","44,368.40","0.36","0.36","42.00","5.47","0.43"
"NIFTY FINANCIAL SERVICES EX-BANK","31,605.90","0.42","0.42","23.12","4.26","0.78"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,275.25","0.60","0.60","32.19","3.20","0.53"
"NIFTY MIDSMALL IT & TELECOM","8,700.10","0.85","0.85","60.14","8.13","1.20"
"NIFTY CHEMICALS","27,777.75","0.42","0.42","39.14","4.10","0.62"
"NIFTY500 HEALTHCARE","18,546.00","0.15","0.15","38.48","5.66","0.54"
