"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,640.90","2.85","2.85","31.49","4.57","1.19"
"NIFTY FINANCIAL SERVICES 25/50","28,584.35","2.11","2.11","16.82","2.89","0.97"
"NIFTY FMCG","48,194.05","1.16","1.16","34.46","8.49","1.70"
"NIFTY IT","31,030.60","-1.91","-1.91","22.04","5.75","3.41"
"NIFTY MEDIA","1,365.20","1.96","1.96","28.77","1.44","1.28"
"NIFTY METAL","12,356.40","1.04","1.04","20.95","3.22","1.61"
"NIFTY PHARMA","22,164.85","0.13","0.13","33.18","4.83","0.71"
"NIFTY PSU BANK","8,778.25","2.01","2.01","8.65","1.42","2.21"
"NIFTY PRIVATE BANK","26,779.95","1.98","1.98","18.70","2.13","0.60"
"NIFTY REALTY","759.25","2.08","2.08","35.92","3.64","0.39"
"NIFTY HEALTHCARE INDEX","14,194.90","0.12","0.12","36.05","5.32","0.60"
"NIFTY CONSUMER DURABLES","36,464.15","1.74","1.74","58.74","11.92","0.39"
"NIFTY OIL & GAS","11,193.40","0.91","0.91","9.34","1.52","2.37"
"NIFTY MIDSMALL HEALTHCARE","43,366.25","1.11","1.11","41.05","5.35","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","30,596.65","1.89","1.89","22.48","4.13","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,414.95","1.51","1.51","31.40","3.07","0.55"
"NIFTY MIDSMALL IT & TELECOM","8,522.65","-0.18","-0.18","58.91","8.01","1.25"
"NIFTY CHEMICALS","27,070.85","1.29","1.29","38.15","3.99","0.64"
"NIFTY500 HEALTHCARE","18,183.15","0.65","0.65","37.73","5.55","0.55"
