"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,002.95","6.69","6.69","30.74","4.46","1.22"
"NIFTY FINANCIAL SERVICES 25/50","28,356.20","5.42","5.42","16.68","2.87","0.98"
"NIFTY FMCG","47,704.25","1.54","1.54","34.11","8.41","1.72"
"NIFTY IT","31,565.80","0.52","0.52","22.42","5.85","3.35"
"NIFTY MEDIA","1,349.75","2.96","2.96","28.44","1.42","1.30"
"NIFTY METAL","12,078.95","2.69","2.69","20.48","3.14","1.65"
"NIFTY PHARMA","21,991.20","0.56","0.56","32.92","4.79","0.71"
"NIFTY PSU BANK","8,716.10","5.46","5.46","8.59","1.41","2.22"
"NIFTY PRIVATE BANK","26,727.80","5.56","5.56","18.66","2.13","0.61"
"NIFTY REALTY","745.75","6.75","6.75","35.28","3.57","0.40"
"NIFTY HEALTHCARE INDEX","14,077.85","0.61","0.61","35.75","5.28","0.60"
"NIFTY CONSUMER DURABLES","35,929.40","5.23","5.23","57.88","11.74","0.39"
"NIFTY OIL & GAS","11,135.25","3.61","3.61","9.29","1.51","2.38"
"NIFTY MIDSMALL HEALTHCARE","42,674.10","1.33","1.33","40.40","5.26","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","30,127.90","6.14","6.14","22.14","4.06","0.80"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,073.20","5.65","5.65","30.88","3.02","0.56"
"NIFTY MIDSMALL IT & TELECOM","8,507.60","2.32","2.32","58.81","7.99","1.25"
"NIFTY CHEMICALS","26,679.90","3.45","3.45","37.59","3.94","0.64"
"NIFTY500 HEALTHCARE","17,927.85","1.00","1.00","37.20","5.47","0.56"
