"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","24,373.30","0.09","0.09","28.81","4.18","1.30"
"NIFTY FINANCIAL SERVICES 25/50","26,899.00","0.34","0.34","15.82","2.72","1.03"
"NIFTY FMCG","46,980.10","0.82","0.82","33.59","8.28","1.74"
"NIFTY IT","31,403.35","2.50","2.50","22.31","5.82","3.37"
"NIFTY MEDIA","1,310.90","0.80","0.80","27.62","1.38","1.34"
"NIFTY METAL","11,762.65","1.55","1.55","19.95","3.06","1.69"
"NIFTY PHARMA","21,868.70","0.15","0.15","32.74","4.77","0.72"
"NIFTY PSU BANK","8,264.80","-0.71","-0.71","8.14","1.34","2.35"
"NIFTY PRIVATE BANK","25,321.15","0.49","0.49","17.68","2.01","0.64"
"NIFTY REALTY","698.60","1.67","1.67","33.05","3.35","0.42"
"NIFTY HEALTHCARE INDEX","13,992.95","0.21","0.21","35.54","5.25","0.61"
"NIFTY CONSUMER DURABLES","34,145.10","-0.19","-0.19","55.00","11.16","0.41"
"NIFTY OIL & GAS","10,747.30","0.50","0.50","8.97","1.46","2.46"
"NIFTY MIDSMALL HEALTHCARE","42,112.30","0.14","0.14","39.87","5.20","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","28,385.90","0.08","0.08","20.86","3.83","0.85"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,000.15","-0.22","-0.22","29.23","2.86","0.59"
"NIFTY MIDSMALL IT & TELECOM","8,314.40","0.84","0.84","57.47","7.81","1.28"
"NIFTY CHEMICALS","25,789.45","0.36","0.36","36.34","3.80","0.67"
"NIFTY500 HEALTHCARE","17,750.30","0.19","0.19","36.83","5.42","0.57"
