"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","24,092.05","-0.61","-0.61","28.66","4.15","1.31"
"NIFTY FINANCIAL SERVICES 25/50","26,068.30","-0.46","-0.46","15.41","2.65","1.06"
"NIFTY FMCG","46,146.05","0.02","0.02","32.98","8.13","1.79"
"NIFTY IT","30,476.40","2.72","2.72","21.08","5.50","3.57"
"NIFTY MEDIA","1,304.85","-0.27","-0.27","27.57","1.38","1.34"
"NIFTY METAL","11,415.60","0.03","0.03","19.35","2.97","1.75"
"NIFTY PHARMA","21,729.80","-1.28","-1.28","32.95","4.80","0.71"
"NIFTY PSU BANK","8,069.85","-1.16","-1.16","8.04","1.32","2.37"
"NIFTY PRIVATE BANK","24,482.50","-0.36","-0.36","17.15","1.95","0.66"
"NIFTY REALTY","665.65","0.10","0.10","31.46","3.19","0.45"
"NIFTY HEALTHCARE INDEX","13,896.65","-1.13","-1.13","35.70","5.27","0.60"
"NIFTY CONSUMER DURABLES","33,195.90","-1.37","-1.37","54.22","11.00","0.42"
"NIFTY OIL & GAS","10,811.65","-1.07","-1.07","9.12","1.49","2.42"
"NIFTY MIDSMALL HEALTHCARE","41,647.85","-0.90","-0.90","39.78","5.18","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","27,507.65","-0.68","-0.68","20.35","3.74","0.87"
"NIFTY MIDSMALL FINANCIAL SERVICES","18,461.45","-1.09","-1.09","28.71","2.81","0.60"
"NIFTY MIDSMALL IT & TELECOM","8,164.50","1.94","1.94","55.36","7.52","1.33"
"NIFTY CHEMICALS","25,480.85","-1.19","-1.19","36.34","3.80","0.67"
"NIFTY500 HEALTHCARE","17,602.65","-1.05","-1.05","36.91","5.43","0.56"
