"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"GALLANTT","Gallantt Ispat Limited",28672963,116229,246.6931774918964,140709,203.7736370670502,623.25,10.39,18397146520
"PDSL","PDS Limited",12560539,99202,126.61578395596862,144515,86.91482228549879,289.4,0.56,3901805834
"KREBSBIO","Krebs Biochemicals and Industries Limited",571300,14963,38.18020817669958,17710,32.257017228115494,61,6.74,37414437
"FIRSTCRY","Brainbees Solutions Limited",83964921,2482346,33.82482578979723,8343443,10.063580729725949,241.3,6.44,21401818713
"TITAGARH","TITAGARH RAIL SYSTEMS LIMITED",25766668,1099067,23.4441125217258,981626,26.248956483061082,687,7.45,18110617937
"LUXIND","Lux Industries Limited",6209324,274607,22.611612381660752,191928,32.352361302154975,1196,10.56,7466091177
"ICRA","ICRA Limited",86011,3965,21.691192232520017,4878,17.63062416726453,5150,0.83,436838687
"MFML","Mahalaxmi Fabric Mills Limited",30804,1495,20.59779338014042,3389,9.08907166303987,22.42,-0.58,709724
"RAINBOW","Rainbow Childrens Medicare Limited",3145136,165461,19.008293482613,164696,19.096585380662887,1211.1,3.52,3992687249
"CREDITACC","CREDITACCESS GRAMEEN LIMITED",3815731,221332,17.23983287568802,232647,16.401349897027636,1230,4.18,4750966668
"RAJTV","Raj Television Network Limited",1466711,86693,16.918399067978186,47862,30.644342241687756,22.92,-19.97,35010391
"JINDRILL","Jindal Drilling And Industries Limited",6312310,382840,16.48808283862154,472668,13.354623800824468,547,12.53,3494684185
"HINDOILEXP","Hindustan Oil Exploration Company Limited",14025664,1034074,13.563501258130463,1444427,9.71019150585392,144.44,14.8,2019555359
"MOGOLD","Motilal Oswal Mutual Fund - Motilal Oswal Gold ETF",1366808,110300,12.391731640979147,159971,8.544065236569297,146,0.21,200032350
"MALLCOM","Mallcom (India) Limited",53692,4380,12.25634879872168,5112,10.503129890453835,1040,1.49,55877801
"CELLO","Cello World Limited",2259063,187099,12.074126333849101,443498,5.093728817237698,404,0.55,906946022
"CYBERTECH","Cybertech Systems And Software Limited",559763,46606,12.010341849624787,62645,8.935352886363228,131.85,19.99,70893983
"SGL","STL Global Limited",442496,38923,11.368277722470214,32281,13.707364483665243,12.69,7.36,5964846
"OSIAHYPER","Osia Hyper Retail Limited",11276889,1040827,10.834541746831247,2225568,5.066970079779616,3.51,4.78,37213733
"REGENCERAM","Regency Ceramics Limited",17463,1623,10.75970425138632,4162,4.194937393027655,47.5,13.15,793344
"PNGSREVA","PNGS Reva Diamond Jewellery Limited",1033796,102070,10.128279297836539,93734,11.029039622762285,372,2.25,398910862
"DIGITIDE","Digitide Solutions Limited",5884119,590856,9.958634591169423,1069254,5.503011385854745,86.89,6.8,536513970
"KOPRAN","Kopran Limited",2818155,299092,9.42236049245676,324116,8.694872798585386,133,5.99,389807199
"JUBLFOOD","Jubilant Foodworks Limited",26718173,3341754,7.995253690483075,2809592,9.509627376501642,412.75,-10.49,11232587110
"JWL","Jupiter Wagons Limited",19748917,2695236,7.3273417126235225,2322365,8.503795026632602,266,3.01,5388886981
