"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"ITDC","India Tourism Development Corporation Limited",12137619,37839,320.7649922303618,43323,280.1624753309405,529.35,19.99,6168095223
"ITI","ITI Limited",96009610,713607,134.54118201655925,720221,133.30560113853804,293.8,10.14,28484131094
"LFIC","Lakshmi Finance & Industrial Corporation Limited",67588,1227,55.04805342889721,2615,25.845036088141104,132.21,3.14,9709016
"AWHCL","Antony Waste Handling Cell Limited",10975398,244620,44.866985963581186,224432,48.902890624129746,506.7,13.56,5598550519
"WEWIN","WE WIN LIMITED",319236,11603,27.511332494527654,11673,27.34794667237779,55.52,1.33,19198853
"MUKTAARTS","Mukta Arts Limited",193525,8037,24.079258429762348,14082,13.742721204374378,49,6.27,10022659
"MEESHO","Meesho Limited",61698066,3578537,17.24113950905532,4456192,13.845468507640604,165.1,8.11,10252984607
"BHAGYANGR","Bhagyanagar India Limited",2389704,140959,16.95311280679003,129988,18.384000092316036,185.6,14.75,448117294
"KEC","KEC International Limited",10963702,710946,15.421273552753469,695716,15.758872916737412,573.75,1.08,6492485050
"RELAXO","Relaxo Footwears Limited",2664893,182061,14.637347221703472,207581,12.837838700411707,281.65,0.54,749634400
"HONASA","Honasa Consumer Limited",10467745,739341,14.158209811169677,703946,14.87009392941825,331.2,5.68,3462311336
"ALBERTDAVD","Albert David Limited",58762,4493,13.077984509926111,10580,5.553933035608799,728,8.49,43144823
"GMBREW","GM Breweries Limited",1636627,152054,10.763416562208574,141039,11.604012344037763,999,-3.01,1692108655
"PVP","PVP Ventures Limited",12460862,1166038,10.686497352573415,831126,14.99274718875357,31.99,4.34,396629237
"PRECAM","Precision Camshafts Limited",4559334,427523,10.664535007473281,606449,7.518078487590164,141,7.27,644963387
"MEDPLUS","Medplus Health Services Limited",1115405,106770,10.44680153601199,103969,10.728155631619256,858.95,-0.29,951897781
"MOSILVER","Motilal Oswal Mutual Fund - Motilal Oswal Silver ETF",530723,53192,9.97742158654244,66514,7.979012213433461,230.6,-2.95,122883603
"ARVEE","Arvee Laboratories (India) Limited",12000,1210,9.914077990746861,1402,8.557675164913531,169.27,9.99,2030760
"FACT","Fertilizers and Chemicals Travancore Limited",4208925,451427,9.323592232106424,536032,7.851990421296455,856.3,4.71,3642066981
"APOLLO","Apollo Micro Systems Limited",50987271,5508579,9.255975270573408,6241559,8.16899493413896,231.01,11.04,11724013093
"GROWWMOM50","Groww Mutual Fund - Groww Nifty 500 Momentum 50 ETF",3482975,379886,9.16847422647847,456678,7.626761189842409,10.17,0.59,35212877
"RITES","RITES Limited",5855768,690679,8.478269808461116,770726,7.597729932557096,203.7,1.64,1215423206
"AKG","Akg Exim Limited",88265,10577,8.344362721927055,31497,2.8023081380120485,10.9,1.02,971797
"GAUDIUMIVF","Gaudium IVF and Women Health Limited",6001239,720595,8.328171857978477,582208,10.307707865154065,89.99,13.6,535430543
"GROWWCHEM","Groww Mutual Fund - Groww Nifty Chemicals ETF",511389,66674,7.669945286346784,55265,9.253397267710124,26.92,0.82,13679655
