"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"LAHOTIOV","Lahoti Overseas Limited",193266,59,3275.6949152542375,59,3275.6949152542375,50.8,15.45,9719347
"LICNETFSEN","LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX",52003,72,718.2734806629834,139,373.5847701149425,880.25,-1.02,46032015
"VALUE","Mirae Asset Mutual Fund - Mirae Asset Nifty 500 Value 50 ETF",27274779,39071,698.0717196121991,48950,557.1921577760345,16.73,0.24,452215835
"THACKER","Thacker & Company Limited",354,1,354,1,354,1010.85,-2.05,385329
"GOKULAGRO","Gokul Agro Resources Limited",27320682,426133,64.11303982559436,540938,50.50604051585123,234,11.28,6472269565
"ARE&M","Amara Raja Energy & Mobility Limited",35118416,588258,59.69900281849121,543419,64.62489646576778,905,16.96,30833618063
"IRMENERGY","IRM Energy Limited",7488772,201712,37.125987296765096,215343,34.775969347548774,252.66,20,1795433087
"MUFIN","Mufin Green Finance Limited",37071791,1047359,35.39547544129065,1334193,27.78591994234119,117.45,1.18,4254358735
"NEXTMEDIA","Next Mediaworks Limited",429650,14667,29.292054704863716,44236,9.712677457274618,4.6,1.1,2139657
"SUNTECK","Sunteck Realty Limited",23607716,810716,29.119566566171212,524737,44.98960717662235,357.15,4.71,8753505015
"FEDDERSHOL","Fedders Holding Limited",402006,14718,27.3129734687638,14718,27.3129734687638,35.65,-1.93,14375734
"IDEAFORGE","Ideaforge Technology Limited",15164113,571785,26.520646214697408,544376,27.855913404098043,539.45,11.48,8285368060
"ESENSEX","Edelweiss Mutual Fund - Edelweiss BSE Sensex ETF",9997,388,25.712448559670783,515,19.404114906832298,78.66,-0.64,785864
"IVZINNIFTY","Invesco India Nifty Exchange Traded Fund",4518,175,25.699658703071673,221,20.434192672998645,2777.99,-1,12535236
"KANCHI","Kanchi Karpooram Limited",2558,102,25.07843137254902,102,25.07843137254902,396.4,-0.9,971451
"ITI","ITI Limited",32536647,1383515,23.517372484614192,11343367,2.8683411571125017,305,3.67,10180066113
"TECILCHEM","TECIL Chemicals and Hydro Power Limited",235414,11083,21.240233141454787,11102,21.203310906356112,14.09,12.72,3434690
"PNCINFRA","PNC Infratech Limited",10622238,509409,20.852065156237792,650515,16.328964539024536,221.3,6.09,2390003550
"JUBLINGREA","Jubilant Ingrevia Limited",3384928,171879,19.693599473119555,174427,19.40593083086096,696.1,5.67,2393584136
"BIMETAL","Bimetal Bearings Limited",382,20,18.634146341463413,20,18.634146341463413,594,-1,228829
"SANGAMIND","Sangam (India) Limited",619334,33547,18.46146050066473,20188,30.67695614917108,538.35,7.46,333053051
"KEYFINSERV","Keynote Financial Services Limited",59378,3916,15.159824346405228,3402,17.452824642878138,310.47,5.89,19345352
"RHL","Robust Hotels Limited",35233,2372,14.852457634263553,2166,16.260383976370687,188,0.05,6778124
"SURANASOL","Surana Solar Limited",1936636,130912,14.793418479589343,109723,17.650212216023792,28.6,12.69,56975831
"JMA","Jullundur Motor Agency (Delhi) Limited",91788,6648,13.806028518139703,6736,13.625068653791915,91.25,8.75,8407780
