"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"KRYSTAL","Krystal Integrated Services Limited",2912704,591747,4.9222100248214105,341446,8.530480114024641,590,2.58,1797167495
"SHREEPUSHK","Shree Pushkar Chemicals & Fertilisers Limited",8311613,1708308,4.865406589444058,969185,8.575872803181502,385,7.05,3321819251
"GUJTHEM","Gujarat Themis Biosyn Limited",9656793,1992871,4.845668400446551,1148719,8.406573872176288,356.9,10.01,3541821968
"KOHINOOR","Kohinoor Foods Limited",924704,198709,4.653544670212209,127156,7.272194721274374,28.15,11.53,25956441
"BANKNIFTY1","Kotak Nifty Bank ETF",31133316,6790360,4.584928634122491,4176444,7.454502607215069,58.21,-0.17,1802930329
"SBCL","Shivalik Bimetal Controls Limited",5745253,1283986,4.474542105884578,860625,6.675673512292807,593,13.1,3331040236
"ATULAUTO","Atul Auto Limited",9400449,2121247,4.431565703922003,2796604,3.3613798210353365,495,4.53,4764899589
"IT","Kotak Nifty IT ETF",34038551,7855094,4.333309187643076,4590938,7.414290076916732,31.45,-5.19,1082085536
"BLUESTONE","BlueStone Jewellery and Lifestyle Limited",7483998,1756222,4.26141717326526,1138289,6.574773968901495,546.3,-0.13,4216110273
"IKS","Inventurus Knowledge Solutions Limited",3914727,935606,4.184161922860691,629535,6.218433403231975,1430.6,-0.33,5877649412
"KANCHI","Kanchi Karpooram Limited",14963,3733,4.008304312885079,3733,4.008304312885079,409,5.92,6466110
"HSCL","Himadri Speciality Chemical Limited",77258510,19283988,4.0063553034873705,12082422,6.394289809491016,563.7,5.13,44877923288
"VIDYAWIRES","Vidya Wires Limited",60030315,15255547,3.9349827967492743,11463483,5.236655568883114,83.53,8.82,5060555554
"REGENCERAM","Regency Ceramics Limited",14545,3809,3.8181865910642094,3219,4.518484001242622,43.03,-3.65,685942
"BHAGERIA","Bhageria Industries Limited",174129,46851,3.7166549273227893,39311,4.429448424979862,175,7.38,30267102
"MASKINVEST","Mask Investments Limited",141711,38781,3.6540640894235046,19501,7.266718372422457,181.1,12.23,26691266
"AHCL","Anlon Healthcare Limited",9472182,2602715,3.6393466053716983,1715201,5.522489519047746,15.7,9.18,153449348
"WILLAMAGOR","Williamson Magor & Company Limited",40259,11212,3.590642336026828,13478,2.9869912533078327,24.8,-9.98,1010098
"MOMNC","Motilal Oswal Mutual Fund - Motilal Oswal Nifty MNC ETF",84286,23644,3.5647341442371134,16322,5.1637044348388415,31.62,-0.53,2654166
"UTIAMC","UTI Asset Management Company Limited",2105074,593259,3.5483184764308913,485554,4.335402598175282,950.05,-8.27,1986474130
"PVTBANKADD","DSP Mutual Fund - DSP Nifty Private Bank ETF",2027072,578037,3.506815644236415,480237,4.220975720360747,27.75,1.98,54812026
"CYIENT","Cyient Limited",2049322,586268,3.495536684404851,685560,2.9892637770830595,870,-7.04,1814674631
"HINDCOMPOS","Hindustan Composites Limited",87117,25344,3.4372731290047662,59120,1.4735539380134302,481.6,4.79,42656839
"ESILVER","Edelweiss Mutual Fund - Edelweiss Silver ETF",279675,81975,3.4116775926553933,100381,2.786110154886284,238.04,-0.76,66615788
"ATUL","Atul Limited",317741,98443,3.2276647400018286,61926,5.130923673161805,6650,-1.14,2169335371
