"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"VALUE","Mirae Asset Mutual Fund - Mirae Asset Nifty 500 Value 50 ETF",2304142,15676,146.98063981118236,15676,146.98063981118236,15.3,2,35253372
"WEL","Wonder Electricals Limited",40288514,324941,123.98697611723956,165093,244.0349364904273,80,-16.61,3619922982
"BANK10ADD","DSP Mutual Fund - DSP BSE Top 10 Banks ETF",32566285,343035,94.93574999635605,303785,107.20159769193828,15.99,5.34,506080068
"GODREJIND","Godrej Industries Limited",6509510,78999,82.39990379625058,85203,76.40000938934075,829.8,10.79,5534515592
"NIFTYADD","DSP  Mutual Fund - DSP Nifty 50 ETF",2180105,43216,50.44670955201777,56151,38.825371415454995,238.73,1.97,522527566
"SURAJLTD","Suraj Limited",54579,1338,40.78385951802728,878,62.12356140129,259.2,20,13883806
"SHIVAUM","Shiv Aum Steels Limited",18193,782,23.249840255591053,1189,15.298234139960758,336,-4.53,6223097
"EBANKNIFTY","Edelweiss Mutual Fund - Edelweiss Nifty Bank ETF",210830,13195,15.978021978021978,14335,14.706675657451113,51.82,1.97,10914669
"ABSLMSCIN","Aditya Birla Sun Life MF- Aditya Birla Sun Life MSCI India ETF",17323,1159,14.946505608283003,962,18.001039140976793,27.75,-2.63,474130
"EIEL","Enviro Infra Engineers Limited",25012765,2406548,10.393625975125786,1631787,15.328446599046199,160.42,14.27,4030807079
"TTML","Tata Teleservices (Maharashtra) Limited",45111226,4468459,10.095477210376105,4327228,10.424970905161457,34.69,10.62,1598290737
"JINDALPOLY","Jindal Poly Films Limited",421748,47116,8.951269207912386,254708,1.655807623098315,732.55,-1.12,309681121
"GRSE","Garden Reach Shipbuilders & Engineers Limited",9291894,1209722,7.681015968958158,889167,10.450100724635055,2367.3,20,21360949278
"ORIENTTECH","Orient Technologies Limited",1778488,293153,6.066751775735047,248534,7.155898285550276,255.5,14.06,450242022
"AXISHCETF","AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF",16988,2953,5.751333051206094,4086,4.157611355849241,141,-2.31,2453746
"ZAGGLE","Zaggle Prepaid Ocean Services Limited",12937137,2316524,5.584717797640625,1911779,6.767067218543566,223,18.95,2768417946
"OSWALSEEDS","ShreeOswal Seeds And Chemicals Limited",262271,48391,5.41977413388715,34168,7.675899880655452,10.3,-1.25,2759090
"COCHINSHIP","Cochin Shipyard Limited",8012279,1481882,5.406823852966775,1140458,7.02548759860676,1340,12.31,10781242499
"VAL30IETF","ICICI Prudential Mutual Fund - ICICI Prudential Nifty200 Value 30 ETF",2990227,587010,5.093994525649254,651564,4.589302739849603,14.9,3.83,43567607
"HYUNDAI","Hyundai Motor India Limited",4291001,868102,4.9429672599051555,595277,7.208403810883364,1720,-3.26,7456644077
"GSEC10YEAR","Mirae Asset Mutual Fund - Mirae Asset Nifty 8-13 yr G-Sec ETF",39801,8062,4.936405072710924,6277,6.34054341092132,29.05,-1.56,1162587
"KAJARIACER","Kajaria Ceramics Limited",1235094,257007,4.805668311558698,329250,3.751225762733371,975,5.97,1219173638
"ESTER","Ester Industries Limited",1648982,359820,4.582790585861561,219471,7.51343913318844,83,17.45,134490971
"FOSECOIND","Foseco India Limited",7067,1561,4.527226137091608,3301,2.1405781980951097,4646,-0.15,33095538
"PACEDIGITK","Pace Digitek Limited",3186966,706772,4.509185423304828,691773,4.606951217161691,152.51,7.61,492290638
