"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"MHLXMIRU","Mahalaxmi Rubtech Limited",200459,40832,4.909288166807894,23964,8.364967057219824,201.5,3.1,39087500
"PRECAM","Precision Camshafts Limited",11949023,2504834,4.770384421421232,1505373,7.937581153733736,148.4,8.19,1869185667
"STEL","Stel Holdings Limited",307523,66137,4.6497313185500575,39040,7.876946676988229,472,12.8,148678144
"AEROFLEX","Aeroflex Industries Limited",28081520,6116892,4.590814623751935,3662454,7.667405282923985,179.3,7.51,5205471362
"RAMCOSYS","Ramco Systems Limited",2869010,635085,4.5175184313794645,381148,7.527279405655716,432,1.62,1314982043
"IITL","Industrial Investment Trust Limited",357848,79570,4.497227626214642,48486,7.380321324713954,146.78,4.84,51530112
"SHARDACROP","Sharda Cropchem Limited",6137931,1373311,4.469437962950288,832769,7.370506541561534,970,11.42,5843494449
"GLAND","Gland Pharma Limited",3083600,699758,4.406663785672312,427684,7.209988672853298,1801,6.59,5559422440
"SDL26BEES","Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight",445135,101521,4.384659331566868,368768,1.2070853857102741,135.94,0,60373660
"SETF10GILT","SBI Mutual Fund - SBI-ETF 10 YEAR GILT ",759487,179486,4.231445947993831,109442,6.9395737604392345,258,-0.1,195947646
"FIVESTAR","Five-Star Business Finance Limited",11995087,2880847,4.163736220632335,1943031,6.173388704624807,450.2,-10.19,5460763356
"MFML","Mahalaxmi Fabric Mills Limited",47520,11469,4.143126177024482,8116,5.854940722284588,23,-4.09,1137628
"OMAXAUTO","Omax Autos Limited",1524663,376708,4.047327297545105,226645,6.7270875494164155,119.01,2.08,186832204
"RAIN","Rain Industries Limited",38409932,9721333,3.9510969163511285,6187876,6.207287795054311,164.1,13.45,6271957796
"DGCONTENT","Digicontent Limited",331114,84532,3.9169977026614586,53239,6.219375062610612,25.3,-13.18,8589097
"RATNAVEER","Ratnaveer Precision Engineering Limited",5998376,1534932,3.907907890169524,1132661,5.295823779467712,154.75,10.48,929208426
"SINDHUTRAD","Sindhu Trade Links Limited",13480194,3507524,3.8432221703971234,2628131,5.129192791583882,21.5,6.44,289419765
"WHEELS","Wheels India Limited",361840,94275,3.8381086940841533,64899,5.575384868240837,757,2.73,278754299
"SBIBPB","SBI Mutual Fund - SBI BSE PSU Bank ETF",1595732,420323,3.7964386470037117,289521,5.511617250529033,52.64,-0.55,83648271
"ABB","ABB India Limited",2492153,669910,3.7201277304762757,504101,4.943752943907014,5465,8.36,13611068060
"CUBEXTUB","Cubex Tubings Limited",3151554,855549,3.6836601875566304,619506,5.087200404479622,130.77,19.99,394826685
"SOMANYCERA","Somany Ceramics Limited",353403,96282,3.6704762854347512,63896,5.530842278605598,403.5,4.22,144577167
"DREDGECORP","Dredging Corporation of India Limited",3753152,1031460,3.6386784482813783,813078,4.615980262656227,1145,14.42,4268121985
"SUBROS","Subros Limited",472929,130286,3.6299183951663414,94269,5.0167675003270755,816.65,5.53,386709314
"SUVIDHAA","Suvidhaa Infoserve Limited",519187,143435,3.6196472568215188,130990,3.9635621039774027,2.83,-10.73,1474491
