"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","27,825.40","1.18","1.18","29.90","4.77","1.14"
"NIFTY FINANCIAL SERVICES 25/50","30,444.60","0.84","0.84","17.89","3.07","0.91"
"NIFTY FMCG","50,922.75","0.23","0.23","36.61","9.14","2.20"
"NIFTY IT","36,345.65","-5.87","-5.87","25.82","6.74","2.91"
"NIFTY MEDIA","1,394.35","0.92","0.92","29.88","1.47","1.39"
"NIFTY METAL","12,044.25","1.27","1.27","21.43","3.14","1.52"
"NIFTY PHARMA","22,125.80","-0.34","-0.34","33.47","4.82","0.66"
"NIFTY PSU BANK","8,887.50","0.77","0.77","8.89","1.45","2.16"
"NIFTY PRIVATE BANK","28,928.80","0.06","0.06","20.26","2.28","0.54"
"NIFTY REALTY","824.45","1.12","1.12","37.11","3.99","0.36"
"NIFTY HEALTHCARE INDEX","14,208.60","-0.13","-0.13","36.57","5.33","0.56"
"NIFTY CONSUMER DURABLES","36,387.75","2.66","2.66","60.31","11.40","0.40"
"NIFTY OIL & GAS","12,159.05","2.08","2.08","10.98","1.67","2.64"
"NIFTY MIDSMALL HEALTHCARE","41,892.50","-0.36","-0.36","39.49","5.11","0.46"
"NIFTY FINANCIAL SERVICES EX-BANK","31,647.60","1.11","1.11","24.05","4.46","0.77"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,858.85","1.10","1.10","29.70","3.00","0.64"
"NIFTY MIDSMALL IT & TELECOM","9,782.10","-2.38","-2.38","70.09","9.57","1.10"
"NIFTY CHEMICALS","28,534.70","0.55","0.55","39.51","4.21","0.63"
"NIFTY500 HEALTHCARE","18,025.50","-0.22","-0.22","37.59","5.45","0.54"
