"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,190.65","-2.09","-2.09","28.14","4.49","1.21"
"NIFTY FINANCIAL SERVICES 25/50","29,069.30","-2.36","-2.36","17.09","2.93","0.95"
"NIFTY FMCG","50,042.80","-2.29","-2.29","36.19","9.03","2.25"
"NIFTY IT","38,252.95","0.57","0.57","27.18","7.10","2.77"
"NIFTY MEDIA","1,360.20","-1.80","-1.80","29.15","1.43","1.42"
"NIFTY METAL","11,348.65","-4.05","-4.05","20.19","2.96","1.61"
"NIFTY PHARMA","21,535.30","-0.83","-0.83","32.58","4.69","0.68"
"NIFTY PSU BANK","8,517.20","-5.57","-5.57","8.52","1.39","2.25"
"NIFTY PRIVATE BANK","28,204.95","-1.22","-1.22","19.75","2.23","0.55"
"NIFTY REALTY","765.65","-2.22","-2.22","34.46","3.70","0.39"
"NIFTY HEALTHCARE INDEX","13,802.30","-0.66","-0.66","35.52","5.18","0.57"
"NIFTY CONSUMER DURABLES","34,232.10","-0.45","-0.45","56.87","10.73","0.43"
"NIFTY OIL & GAS","11,454.30","-2.86","-2.86","10.38","1.58","2.81"
"NIFTY MIDSMALL HEALTHCARE","41,188.35","-1.28","-1.28","38.83","5.03","0.46"
"NIFTY FINANCIAL SERVICES EX-BANK","29,953.60","-3.15","-3.15","22.79","4.22","0.80"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,864.50","-3.65","-3.65","28.35","2.86","0.67"
"NIFTY MIDSMALL IT & TELECOM","9,777.30","-0.60","-0.60","59.09","9.57","1.11"
"NIFTY CHEMICALS","27,091.00","-2.62","-2.62","36.61","4.00","0.64"
"NIFTY500 HEALTHCARE","17,622.10","-0.52","-0.52","36.75","5.33","0.55"
