"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","27,791.45","0.99","0.99","34.07","4.76","1.13"
"NIFTY FINANCIAL SERVICES 25/50","30,694.90","1.08","1.08","18.02","3.10","0.93"
"NIFTY FMCG","52,047.30","0.32","0.32","37.36","9.34","2.13"
"NIFTY IT","35,616.65","0.02","0.02","25.31","6.61","2.97"
"NIFTY MEDIA","1,451.50","4.37","4.37","30.23","1.53","1.33"
"NIFTY METAL","12,129.45","1.56","1.56","20.86","3.16","1.55"
"NIFTY PHARMA","22,290.70","1.50","1.50","33.71","4.86","0.65"
"NIFTY PSU BANK","9,172.85","3.34","3.34","9.18","1.50","2.09"
"NIFTY PRIVATE BANK","29,010.05","0.23","0.23","20.31","2.29","0.54"
"NIFTY REALTY","846.35","2.61","2.61","38.12","4.09","0.35"
"NIFTY HEALTHCARE INDEX","14,313.95","1.23","1.23","36.76","5.37","0.56"
"NIFTY CONSUMER DURABLES","37,748.10","3.60","3.60","62.55","11.83","0.39"
"NIFTY OIL & GAS","12,255.05","0.38","0.38","10.51","1.68","2.06"
"NIFTY MIDSMALL HEALTHCARE","42,335.95","2.27","2.27","39.95","5.17","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","32,017.25","1.39","1.39","24.28","4.51","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,081.75","1.73","1.73","29.96","3.03","0.64"
"NIFTY MIDSMALL IT & TELECOM","9,657.30","1.18","1.18","68.66","9.45","1.12"
"NIFTY CHEMICALS","28,953.60","2.15","2.15","40.03","4.27","0.60"
"NIFTY500 HEALTHCARE","18,199.30","1.50","1.50","37.87","5.50","0.53"
