"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","27,664.50","-0.58","-0.58","29.72","4.74","1.14"
"NIFTY FINANCIAL SERVICES 25/50","30,310.90","-0.44","-0.44","17.82","3.06","0.91"
"NIFTY FMCG","50,731.65","-0.38","-0.38","36.44","9.10","2.20"
"NIFTY IT","36,143.30","-0.56","-0.56","25.68","6.70","2.93"
"NIFTY MEDIA","1,393.00","-0.10","-0.10","30.03","1.47","1.39"
"NIFTY METAL","11,921.20","-1.02","-1.02","20.51","3.11","1.54"
"NIFTY PHARMA","22,119.90","-0.03","-0.03","33.45","4.82","0.80"
"NIFTY PSU BANK","8,921.70","0.38","0.38","8.92","1.46","2.15"
"NIFTY PRIVATE BANK","28,761.55","-0.58","-0.58","20.14","2.27","0.54"
"NIFTY REALTY","819.70","-0.58","-0.58","37.04","3.97","0.36"
"NIFTY HEALTHCARE INDEX","14,228.45","0.14","0.14","36.60","5.34","0.68"
"NIFTY CONSUMER DURABLES","36,090.95","-0.82","-0.82","59.82","11.31","0.41"
"NIFTY OIL & GAS","12,146.15","-0.11","-0.11","10.95","1.66","2.65"
"NIFTY MIDSMALL HEALTHCARE","41,656.35","-0.56","-0.56","39.24","5.08","0.46"
"NIFTY FINANCIAL SERVICES EX-BANK","31,553.10","-0.30","-0.30","23.99","4.44","0.77"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,818.05","-0.20","-0.20","29.59","3.00","0.65"
"NIFTY MIDSMALL IT & TELECOM","9,695.60","-0.88","-0.88","69.22","9.49","1.11"
"NIFTY CHEMICALS","28,355.10","-0.63","-0.63","39.20","4.18","0.61"
"NIFTY500 HEALTHCARE","18,016.70","-0.05","-0.05","37.56","5.45","0.60"
