Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
RELIANCE,EQ,1386.9,-0.7,1876818.63,208.47,2905.07
BEL,EQ,445.25,-1.71,325467.9,424.13,1885.28
M&M,EQ,3388.1,-1.77,421320,55.93,1881.62
CANBK,EQ,150.69,-4.47,136685.64,887.06,1360.57
KOTAKBANK,EQ,412.2,-0.05,409987.46,260.86,1073.44
MARUTI,EQ,14484,-2.64,455380.69,7.17,1037.87
SUNPHARMA,EQ,1590.5,-1.25,381605.24,57.97,923.08
RVNL,EQ,340,-0.73,70890.68,270.44,917.89
ASIANPAINT,EQ,2415,-3.85,231646.27,34.88,848.27
INDIGO,EQ,4620.5,-2.71,178624.42,17.51,809.72
INFY,EQ,1661,-0.33,673481.49,47.5,786.43
TCS,EQ,3139,-1.91,1135717.67,24.58,772.65
UNIONBANK,EQ,179,-1.61,136641.54,403.75,725.06
SBILIFE,EQ,1998,-2.69,200365.4,35.47,706.49
SAGILITY,EQ,49.39,-4.47,23121.08,1337.77,674.64
HAL,EQ,4613.5,-0.23,308539.35,13.02,599.19
ITC,EQ,318.8,-0.73,399512.9,177.19,565.2
YESBANK,EQ,21.27,-0.98,66743.07,2628.33,559.31
FIVESTAR,EQ,450.2,-10.19,13260.38,119.95,546.08
BANKBARODA,EQ,301.95,-1.39,156149.28,163.2,496.21
TITAN,EQ,3945,-0.76,350231.64,11.46,446.8
PAYTM,EQ,1171.8,-0.44,74963.34,37.27,435.45
KAYNES,EQ,3401,-2.57,22798.49,12.55,427.53
SBICARD,EQ,766,-2.1,72890.83,55.13,424.33
INDUSINDBK,EQ,897,-0.52,69883.11,43.82,393.31
PERSISTENT,EQ,6060,-2.46,95596.5,6.38,385.88
HCLTECH,EQ,1719.9,-0.56,466723.26,22.36,382.84
RECLTD,EQ,375.55,-0.52,98890.73,100.71,381.06
ADANIPOWER,EQ,133.89,-0.62,258202.78,268.66,361.27
ULTRACEMCO,EQ,12671,-0.75,373387.98,2.85,361.26
APOLLOHOSP,EQ,6810,-0.98,97917.35,5.18,352.15
BDL,EQ,1534.2,-2.28,56238.02,22.73,352.12
TVSMOTOR,EQ,3660,-1.83,173881.88,9.5,347.8
HINDUNILVR,EQ,2345.5,-1.38,551096.63,14.79,346.4
MAXHEALTH,EQ,951,-0.79,92532.44,35.38,336.66
CDSL,EQ,1324,-2.42,27671.6,25.31,335.57
BANKINDIA,EQ,164.6,-1.64,74936.91,187.7,312
JIOFIN,EQ,254.5,-0.27,161687.45,121.65,309.54
TATACONSUM,EQ,1103.1,-2.54,109113.91,27.86,309.15
TRENT,EQ,3825,-1.01,135973.95,7.7,292.32
SOLARINDS,EQ,13322,-4.27,120550.85,2.15,289.44
DATAPATTNS,EQ,2564,-1.79,14354.29,10.9,282.91
PPLPHARMA,EQ,153.16,-0.52,20358.76,177.27,279.69
COCHINSHIP,EQ,1605.2,-1.09,42229.73,17.14,278.65
CIPLA,EQ,1319,-0.71,106545.1,20.99,276.52
KALYANKJIL,EQ,365.3,-0.72,37723.17,75.29,274.78
COFORGE,EQ,1677.6,-0.98,56323.82,16.43,274.41
KPITTECH,EQ,1049.3,-5.11,28765.91,25.37,270.79
SUZLON,EQ,47.55,-0.52,65204.54,553.97,261.81
GAIL,EQ,167.01,-0.67,109810.74,152.17,256.36
TEJASNET,EQ,325,-4.14,5770.14,75.33,251.17
SRF,EQ,2815,-0.07,83443.59,8.82,247.77
DIVISLAB,EQ,6040,-2.39,160343.02,4.06,245.86
IRFC,EQ,119.81,-0.28,156573.77,196.81,235.9
HINDPETRO,EQ,432.3,-0.22,91985.77,54.27,234.24
APLAPOLLO,EQ,2043,-2.3,56721.04,10.42,216.13
ABCAPITAL,EQ,344.25,-1.16,90107.01,62.96,215.18
LAURUSLABS,EQ,970.2,-2.88,52376.89,21.61,212.86
GODREJCP,EQ,1158,-1.18,118491.72,18.15,209.35
NAUKRI,EQ,1265.1,-2.68,82031.69,16.26,207.24
ASHOKLEY,EQ,193.95,-0.71,113923.41,105.6,204.4
BRITANNIA,EQ,5710,-0.67,137535.8,3.43,196.33
DRREDDY,EQ,1209,-1.1,100904.27,16.26,195.72
RADICO,EQ,2702,-1.63,36178.02,7.09,191.57
MOTILALOFS,EQ,749,-5.21,45024.73,24.76,186.88
HDFCLIFE,EQ,725.5,-0.43,156535.03,25.11,182.82
MPHASIS,EQ,2770,-2.25,52784.53,6.47,179.56
PATANJALI,EQ,500,-1.14,54391.41,35.06,175.06
CUPID,EQ,390.2,-1.76,10475.59,41.79,164.87
DMART,EQ,3668.9,-1.79,238747.46,4.49,164.7
MFSL,EQ,1580.1,-2.7,54531.58,9.96,159.99
PHOENIXLTD,EQ,1683.8,-2.46,60212.4,9.11,153.69
FORTIS,EQ,843,-0.71,63642.97,18.13,152.82
NETWEB,EQ,3055,-2.6,17307.76,4.88,151.01
NESTLEIND,EQ,1286.1,-0.49,248000.5,11.52,147.38
LUPIN,EQ,2122,-0.35,96932.71,6.95,147.3
NBCC,EQ,99.31,-0.22,26813.7,147.74,146.73
AMBER,EQ,5550,-1.14,19520.48,2.59,143.16
BHARATFORG,EQ,1430,-1.99,68356.67,9.94,143.04
HAVELLS,EQ,1272,-1.15,79787.07,11.24,143.01
IEX,EQ,127.42,-1,11361.95,110.54,140.78
SHADOWFAX,EQ,100.21,-8.88,5793.47,133.24,137.89
POLICYBZR,EQ,1634.4,-1.13,75619.56,8.35,137.08
STLTECH,EQ,99.69,-3.66,4865.91,136.08,136.58
RPOWER,EQ,27.88,-5.17,11530.53,469.67,132.35
MRF,EQ,130750,-3.1,55452.94,0.1,132.17
OLAELEC,EQ,31.87,-0.65,14057.31,398.93,126.46
MODEFENCE,EQ,89.2,-0.5,1276.45,138.42,123.28
HYUNDAI,EQ,2148,-0.61,174533.83,5.77,123.25
POCL,EQ,1243,-1.86,3792.55,9.94,122.4
PGEL,EQ,528.75,-2.09,15086.22,22.45,119.13
PIDILITIND,EQ,1425,-2.44,145024.25,8.2,116.98
RBLBANK,EQ,295.55,-0.61,18240.06,39.4,116.62
LTF,EQ,289,-0.14,72336.03,39.87,115.43
DALBHARAT,EQ,2069.9,-0.22,38824.28,5.49,113.54
TATAELXSI,EQ,5322,-1.28,33133.38,2.1,111.64
BIOCON,EQ,364.65,-1.58,59106.4,30.13,109.74
LTIM,EQ,5987,-0.47,177508.11,1.82,108.38
BANDHANBNK,EQ,151.8,-1.01,24454.55,70.48,107.24
360ONE,EQ,1138.2,-0.15,46157.65,9.27,105.26
BLS,EQ,254.9,-3.59,10495.28,40.98,104.38
EXIDEIND,EQ,320.8,-0.11,27268,32.35,102.96
INFOBEAN,EQ,848,-4.45,2073.82,11.75,101.15
OFSS,EQ,7831,-2.27,68146.56,1.28,100.42
PREMIERENE,EQ,714,-0.15,32343.8,14.03,100.1
NYKAA,EQ,236.5,-0.3,67698.69,41.25,97.53
JKCEMENT,EQ,5550,-2.13,42883.88,1.75,97.33
VOLTAS,EQ,1349.9,-1.68,44666.13,7.13,96.54
ANANTRAJ,EQ,488.65,-0.2,17585.39,19.43,95.92
DABUR,EQ,510,-1.11,90458.2,18.88,95.83
DEEPAKFERT,EQ,1090,-6.95,13759.92,8.3,93.19
GLENMARK,EQ,1980,-0.68,55875.76,4.58,91.59
IREDA,EQ,133.29,-0.43,37444.24,68.6,91.25
UJJIVANSFB,EQ,62.45,-1,12108.8,144,89.7
SONACOMS,EQ,494,-0.02,30713.02,17.84,87.67
CROMPTON,EQ,221.4,-1.77,14256.28,39.15,86.86
TORNTPHARM,EQ,3921.1,-0.95,132704.08,2.19,86.3
MARICO,EQ,730,-0.9,94760.4,11.6,84.59
COLPAL,EQ,2111,-2.01,57416.17,3.96,83.81
IRCTC,EQ,615.5,-1.54,49240,13.55,83.53
FORCEMOT,EQ,18390,-2.67,23967.53,0.44,81.49
ICICIPRULI,EQ,629.8,-1.96,91192.97,12.51,79.09
ANGELONE,EQ,2590,-0.96,23531.57,3,77.64
CRAFTSMAN,EQ,7375,-5.21,17593.49,1.04,76.37
SHREECEM,EQ,27130,-1.27,97887.07,0.28,76.15
JPPOWER,EQ,14.92,-5.75,10225.36,494.23,74.92
TATACAP,EQ,330.5,-2.35,140292.92,21.99,73.32
SOUTHBANK,EQ,44.25,-0.41,11580.91,164.52,73.21
CUB,EQ,292,-0.44,21669.27,25.33,72.93
BORORENEW,EQ,507.95,-3.61,7120.89,13.96,72.44
ITCHOTELS,EQ,178,-1.65,37075.32,40.12,71.39
SJS,EQ,1630,-1.96,5212.13,4.38,70.98
IFCI,EQ,55.94,-3.32,15071.99,123.73,69.78
TARIL,EQ,233.3,-3.58,7002.87,29.43,69.17
HUDCO,EQ,203.85,-0.23,40808.73,33.52,68.43
TITAGARH,EQ,801.6,-1.81,10795.45,8.43,68.1
KPRMILL,EQ,863.7,-6.81,29522.48,7.7,67.74
PNBHOUSING,EQ,836,-1.13,21778.52,7.88,66.61
PIIND,EQ,3168.9,-1.61,48077.95,2.11,66.09
HEG,EQ,568,-0.23,10961.12,11.62,66.01
HERITGFOOD,EQ,361,-8.99,3349.94,17.87,64.87
ONESOURCE,EQ,1109,-3.99,12707.49,5.74,64.17
GPIL,EQ,256,-0.47,17146.76,24.4,63.21
KPIGREEN,EQ,400,-1.49,7893.64,15.53,62.98
KITEX,EQ,175.51,-6.75,3501.42,34.62,61.74
IDBI,EQ,97.8,-1.88,105158.49,62.71,61.73
UNOMINDA,EQ,1142,-0.57,65899.15,5.43,61.68
BOSCHLTD,EQ,36000,-0.51,106177.1,0.17,61
NH,EQ,1742.7,-1.07,35613.96,3.5,60.7
CAMS,EQ,707.6,-0.25,17540.58,8.48,59.85
ATHERENERG,EQ,601.15,-1.02,22954.38,9.68,58.14
IRCON,EQ,161.63,-1.29,15201.56,34.92,56.82
BEML,EQ,1779,-2.2,14817.11,3.15,56.38
THELEELA,EQ,402.45,-0.98,13440.13,13.85,55.43
MANKIND,EQ,2099,-0.85,86647.78,2.64,55.4
SKIPPER,EQ,361,-0.47,4075.83,15.02,54.71
PIRAMALFIN,EQ,1753,-2.01,39736.6,3.12,54.63
PSUBNKBEES,EQ,100.6,-0.64,4248.59,53.79,54.39
ENGINERSIN,EQ,169.6,-2.12,9532.24,31.98,54.32
ESCORTS,EQ,3284,-5.7,36740.65,1.62,54.19
JUBLFOOD,EQ,488.25,-1.09,32216.94,10.99,53.73
JMFINANCIL,EQ,128.39,-0.86,12278.4,41.54,52.99
EQUITASBNK,EQ,69.16,-0.47,7890.59,75.33,52.55
CREDITACC,EQ,1270.9,-1.66,20348.92,4.08,51.49
SUPREMEIND,EQ,3506,-0.2,44535.62,1.47,51.27
BALAMINES,EQ,1139.6,-6.58,3692.42,4.29,50.9
THANGAMAYL,EQ,3499,-2.64,10875.6,1.42,50.37
INOXWIND,EQ,107.1,-1.97,18509.43,46.71,50.1
KEC,EQ,646,-2.59,17196.52,7.74,50.05
KFINTECH,EQ,1019,-0.3,17573.92,4.88,49.6
ACC,EQ,1677.6,-0.4,31503.19,2.94,49.39
LEMONTREE,EQ,124.77,-1.74,9884.86,39.73,49.37
AZAD,EQ,1421.1,-5.25,9177.71,3.42,49.35
BAJAJHFL,EQ,88.05,-1.24,73366.21,55.18,48.69
APOLLOTYRE,EQ,492.5,-1.7,31278.72,9.8,47.76
PARADEEP,EQ,132.64,-0.49,13767.62,35.1,46.44
IXIGO,EQ,206.1,-4.65,9018.51,22.24,46.05
TANLA,EQ,499.7,-3.63,6626.89,9,45.43
LLOYDSME,EQ,1136,-0.53,60104.63,3.98,45.43
THYROCARE,EQ,420.5,-8.33,6692.75,10.43,45.35
IKS,EQ,1535,-3.23,26336.48,2.95,45.14
AFCONS,EQ,330.75,-1.83,12164.48,13.54,44.26
ZEEL,EQ,82.55,-1.81,7929.09,53.55,44.22
RAILTEL,EQ,342,-1.43,10976.09,12.91,44.22
OLECTRA,EQ,1061.7,-2.45,8714.51,4.13,43.93
LICI,EQ,821,-0.14,519282.31,5.31,43.61
TATATECH,EQ,651.9,-1.32,26451.78,6.69,43.54
HCC,EQ,19.52,-3.41,5113.2,217.78,43.21
JYOTICNC,EQ,807.95,-3.87,18374.65,5.34,43.04
GOKEX,EQ,544.9,-2.71,3990.84,7.84,42.79
NEULANDLAB,EQ,12502,-2.72,16039.93,0.34,42.56
JARO,EQ,491.55,-1.03,1089.09,8.22,42.02
J&KBANK,EQ,104.25,-0.9,11479.83,39.29,41.32
POONAWALLA,EQ,398,-2.04,32342.64,10.3,41.27
SHAKTIPUMP,EQ,617.2,-2.92,7616.12,6.55,40.86
ASTERDM,EQ,538.9,-1.96,27921.54,7.56,40.69
MEESHO,EQ,168.18,-0.01,75901.84,23.73,40.16
SYNGENE,EQ,472.95,-1.53,19057.02,8.4,39.79
CHAMBLFERT,EQ,433,-1.89,17348.17,9.16,39.68
ABREL,EQ,1280.1,-1.97,14298.16,3.06,39.67
ABBOTINDIA,EQ,26610,-3.62,56544.39,0.15,39.52
SHAILY,EQ,1815,-1.14,8340.85,2.15,39.25
SJVN,EQ,72.39,-2.47,28447.79,52.07,38.06
HDFCSML250,EQ,157.4,-0.19,1604.4,24.19,38.03
WELCORP,EQ,741.25,-0.92,19553.48,5.12,37.9
GOCOLORS,EQ,379,-9.4,2046.94,9.36,36.97
ARE&M,EQ,831.55,-1.2,15219.47,4.45,36.73
ALKEM,EQ,5713,-0.17,68307.48,0.64,36.64
JINDALSAW,EQ,177.9,-1.66,11376.85,20.6,36.52
ATGL,EQ,525.05,-0.91,57745.53,6.81,35.93
ZYDUSLIFE,EQ,891,-0.66,89655.45,4.03,35.77
PRICOLLTD,EQ,537,-3.93,6545.04,6.59,35.55
JSWINFRA,EQ,259.75,-0.48,54547.54,13.55,35.11
JAYNECOIND,EQ,74.28,-0.72,7212.57,45.94,34.34
SAILIFE,EQ,827,-2.43,17468.82,4.08,34.23
RALLIS,EQ,273.75,-0.54,5323.59,12.52,34.07
PTC,EQ,174.51,-0.07,5165.64,19.34,33.97
JKTYRE,EQ,505.5,-0.34,13851.71,6.78,33.94
MSUMI,EQ,42.17,-2.65,27965.72,80.02,33.85
ABSLAMC,EQ,769.8,-1.32,22230.21,4.35,33.42
NCC,EQ,144.75,-2.3,9088.08,22.64,33
BLACKBUCK,EQ,557.75,-0.34,10111,5.88,32.98
PWL,EQ,122.25,-2.14,34959.74,26.35,32.37
SBFC,EQ,86.29,-2.88,9461.46,36.81,31.94
NATCOPHARM,EQ,813.6,-0.6,14572.38,3.85,31.33
METROBRAND,EQ,1020,-0.62,27790.84,3,31.21
JINDRILL,EQ,476.1,-9.6,1379.79,6.4,30.88
BRIGADE,EQ,732.5,-0.39,17909.5,4.15,30.42
VIMTALABS,EQ,422.45,-7.45,1885.61,6.97,30.33
NEWGEN,EQ,581.05,-3.15,8269.38,5.09,29.83
BIKAJI,EQ,660,-0.27,16539.12,4.49,29.61
KIRIINDUS,EQ,469.25,-1.1,2816.56,6.26,29.6
TIMETECHNO,EQ,177.01,-1.3,8737.84,16.45,29.52
JTLIND,EQ,71.3,-3.69,2802.67,39.95,29.38
CLEAN,EQ,843,-1.86,8959.11,3.47,29.3
SWSOLAR,EQ,182.08,-3.72,4252.15,15.91,29.19
IRB,EQ,40.74,-0.9,24602.89,71.24,29.12
LTTS,EQ,3761.9,-2.47,39874.68,0.75,28.5
KIMS,EQ,601.05,-1.41,24050.35,4.69,28.34
CANHLIFE,EQ,146.06,-0.21,13875.7,19.14,28.18
PINELABS,EQ,223.99,-2.77,25720.24,12.27,28.03
SWANCORP,EQ,422,-0.73,13227.88,6.49,27.28
WABAG,EQ,1066,-0.55,6640.89,2.55,27.18
SENCO,EQ,306,-2.92,5009.78,8.76,27.16
SCHNEIDER,EQ,683.5,-2.04,16342.76,3.95,27.15
INOXGREEN,EQ,163.95,-3.45,6143.3,16.48,27.12
THERMAX,EQ,2790,-2.8,33244.61,0.95,26.87
IIFLCAPS,EQ,329,-5.09,10242.3,7.96,26.55
MON100,EQ,234.05,-0.52,11851.93,11.35,26.55
CASTROLIND,EQ,184.65,-0.35,18263.08,14.28,26.43
GPPL,EQ,165.3,-2.14,7991.26,15.89,26.15
APEX,EQ,301.9,-0.85,943.44,8.54,26.01
CEATLTD,EQ,3634,-1.7,14699.56,0.71,26.01
BALKRISIND,EQ,2365,-1.88,45719.52,1.07,25.33
WAAREERTL,EQ,898.5,-2.56,9375.47,2.81,25.28
GABRIEL,EQ,885,-1.34,12712.49,2.84,24.98
TATAINVEST,EQ,616.3,-1.23,31181.75,4.06,24.85
TEGA,EQ,1699.9,-0.49,12770.96,1.44,24.6
LALPATHLAB,EQ,1395,-0.39,23373.37,1.72,24.04
ITBEES,EQ,42.33,-0.75,2936.5,56.14,23.67
SMLMAH,EQ,3589,-2.13,5193.87,0.65,23.5
ABDL,EQ,454.8,-1.83,12721.22,5.07,23.33
RBA,EQ,63.89,-0.34,3723.17,36.34,23.22
SIGACHI,EQ,19.96,-2.82,762.71,115.17,23.1
VIJAYA,EQ,940,-1.66,9656.14,2.45,22.9
STALLION,EQ,193,-2.92,1530.98,11.31,22.67
ARSSBL,EQ,589.8,-1.37,3699.54,3.83,22.64
TRANSRAILL,EQ,483.85,-0.39,6495.98,4.69,22.51
NTPCGREEN,EQ,91.98,-1.7,77505.38,24.15,22.45
EMAMILTD,EQ,480.95,-1.46,20993.47,4.61,22.29
HAPPSTMNDS,EQ,403,-0.31,6136.67,5.49,22.05
