Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
NEWGEN,EQ,601.65,13.19,8562.55,612.97,3704.62
NETWEB,EQ,3525,4.46,20071.59,77.29,2761.05
GODFRYPHLP,EQ,2532,2.19,39494.58,92.56,2358.56
SILVERBEES,EQ,233.48,4.33,32967.41,705.87,1644.82
TATAINVEST,EQ,682.8,6.02,34546.32,231.63,1636.41
ONGC,EQ,274.25,3.65,345014.16,377.29,1028.3
OIL,EQ,477,5.19,77589.19,196.28,930.73
MCX,EQ,2364,0.97,60280.07,36.71,882.64
GOLDBEES,EQ,127.1,1.97,56846.69,667.24,848.2
RBLBANK,EQ,332,1.9,20506.05,208.82,699.47
DATAMATICS,EQ,824.5,11.19,4873.32,81.61,690.15
E2E,EQ,2975,4.37,5987.78,18.89,574.59
ENGINERSIN,EQ,216.4,0.82,12162.6,232.98,506.63
TARIL,EQ,302.3,0.83,9074.01,144.05,446.55
AUROPHARMA,EQ,1172,1.07,68069.95,34.74,411.8
HINDALCO,EQ,904.55,0.59,203272.88,35.23,320.67
TATSILV,EQ,23.71,4.27,5446.31,1286.22,304.45
MRPL,EQ,193,1.55,33825.16,148.62,290.97
NITINSPIN,EQ,375.15,10.66,2109.09,57.23,216.35
SILVERIETF,EQ,243.16,4.32,15767.7,89.03,216.15
SAMMAANCAP,EQ,151.2,1.79,12529.44,142.94,215.48
HDFCLIFE,EQ,734.35,0.65,158444.52,28.76,210.5
APEX,EQ,442.4,1.79,1382.5,44.03,197.56
DATAPATTNS,EQ,2912,0.48,16302.53,6.59,192.45
HSCL,EQ,473.3,0.48,23877.75,39.1,188.77
AMAGI,EQ,404.1,3.56,8742.26,44.94,188.42
TORNTPHARM,EQ,4211.9,0.03,142545.79,4.36,185.01
HDFCSILVER,EQ,233.35,4.31,7845.02,77.72,181.4
IRCTC,EQ,628,0.73,50240,28.66,180.96
UPL,EQ,760,1.65,64156.51,22.42,171.09
TDPOWERSYS,EQ,888.15,1.99,13874.22,18.69,166.29
RNBDENIMS,EQ,190.5,1.55,1713.99,82.51,156.73
INTELLECT,EQ,700,0.37,9758.21,21.19,152.87
HDFCGOLD,EQ,130.9,1.84,22434.98,110.48,144.95
LIQUIDCASE,EQ,112.8,0.01,8628.92,122.71,138.4
TATAGOLD,EQ,14.9,2.05,5805.31,904.13,134.53
SBICARD,EQ,795,0.73,75651.05,15.85,125.74
BHARATSE,EQ,210,7.73,1318.8,56.76,119.14
GODREJIND,EQ,1030,4.56,34690.9,11.35,117.73
LAXMIDENTL,EQ,196.11,4.7,1077.86,54.47,110.71
GOLDIETF,EQ,131.57,1.99,24800.67,82.13,108.14
BIOCON,EQ,380.85,0.5,61732.27,27.85,106.92
FRACTAL,EQ,875.9,0.68,15062.42,12,106.52
JBCHEPHARM,EQ,1988.1,0.2,31914.48,4.91,98.06
INOXGREEN,EQ,180.9,3.37,6778.42,53.51,97.78
RATNAVEER,EQ,158.8,2.37,1045.58,59.74,97.09
BSOFT,EQ,385,2.45,10729.57,23.54,90.8
RKFORGE,EQ,565.5,2.51,10237.28,14.65,83.75
SILVER,EQ,242.74,4.16,3364.51,34.14,82.8
CHOICEIN,EQ,797,0.2,17118.67,9.44,75.97
AGIIL,EQ,262.25,0.17,3203.83,28.25,74.96
SYNGENE,EQ,438,1.12,17648.75,16.1,70.38
SBISILVER,EQ,238.66,4.31,6191.11,28.59,68.21
RMDRIP,EQ,119.55,0.87,2986.36,52.94,63.18
TATACHEM,EQ,705.9,2.3,17983.25,8.88,62.65
ANTELOPUS,EQ,609.1,3.35,2141.74,9.68,60.13
GOLD1,EQ,128.3,2.12,13260.47,46.36,59.34
CRAFTSMAN,EQ,8054,0.74,19213.29,0.73,59.05
