Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
ANANTRAJ,EQ,528.6,4.82,19023.09,347.45,1890.59
PAYTM,EQ,1165.2,2.44,74541.12,94.57,1102.52
INFY,EQ,1642,0.06,665777.6,62.41,1025.61
TCS,EQ,3178.2,1.74,1149900.57,30.13,958.86
CUPID,EQ,409.9,2.22,11004.47,225.4,935.59
CGPOWER,EQ,593.5,1.62,93469.88,149.3,896.16
PFC,EQ,380.6,0.33,125601.87,229.95,891
NETWEB,EQ,3320,5.57,18809.08,22.82,747.89
KAYNES,EQ,3560,2.43,23864.34,20.24,721.39
MTARTECH,EQ,3100,5.75,9535.47,21.51,647.53
IFCI,EQ,57.41,4.21,15468.06,1051.48,616.48
WIPRO,EQ,241.93,2.12,253716.79,210.34,511.66
DELHIVERY,EQ,434,2.61,32475.91,98,424.31
MAXHEALTH,EQ,974.25,1.82,94794.67,40,392.24
SUNPHARMA,EQ,1609,0.86,386043.9,23.74,385.16
AMBER,EQ,5998,4.93,21096.19,5.62,333.85
STLTECH,EQ,113.4,6.63,5535.1,258.52,297.24
SWIGGY,EQ,312.95,1.03,86384.01,92.39,292.47
KALYANKJIL,EQ,366.2,1.26,37816.11,76.78,284.08
LIQUIDCASE,EQ,112.57,0.02,8255.83,245.92,276.78
GOKEX,EQ,608.95,10.71,4459.94,45.14,271.55
ITDC,EQ,557,5.99,4777.36,43.2,249.17
BIOCON,EQ,367.05,0.07,59495.42,65.09,242.17
SYRMA,EQ,764,0.39,14732.25,29.87,233.97
APLAPOLLO,EQ,2046.9,0.06,56829.32,9.9,203.5
CONCOR,EQ,503.55,0.26,38351.27,38.19,194.85
HINDPETRO,EQ,431.95,1.16,91911.29,44.51,187.79
TATAELXSI,EQ,5413,1.68,33700.22,3.34,181.44
PERSISTENT,EQ,6055,0.33,95517.63,2.77,168.67
CIPLA,EQ,1343,1.44,108483.75,11.18,147.85
SOUTHBANK,EQ,37.85,0.72,9905.93,388.3,146.7
PRESTIGE,EQ,1487,1.74,64049.59,9.37,137.96
AFFLE,EQ,1585.1,2.45,22311.45,7.7,124.9
SPARC,EQ,134.99,7.07,4380.42,89.92,122.72
NTPCGREEN,EQ,86.47,0.35,72862.47,127.67,113.07
EUROPRATIK,EQ,263,19.98,2687.86,44.44,108
TECHNOE,EQ,1005,3.13,11688.11,10.24,104.1
LTIM,EQ,5998.5,0.4,177849.07,1.68,102.09
TDPOWERSYS,EQ,740,1.44,11559.9,12.86,94.47
GODREJCP,EQ,1168,1.2,119514.97,8.12,94.09
TIINDIA,EQ,2336.4,0.06,45211.6,3.91,92.84
RAIN,EQ,155,0.05,5213.36,57.53,90.8
KPRMILL,EQ,881,1.32,30113.81,9.75,86.87
QPOWER,EQ,695,4.24,5382.36,12.15,84.55
INFOBEAN,EQ,842,4.26,2059.14,9.73,83.86
NEULANDLAB,EQ,13450,1.5,17256.2,0.6,82.93
AURIONPRO,EQ,958.6,6.18,5292.77,8.23,80.74
MEDANTA,EQ,1120,6.28,30104.52,7.12,79.16
