Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
NETWEB,EQ,3375,8.91,19217.48,89.19,3015.1
GODFRYPHLP,EQ,2478.9,20,38666.32,112.96,2654.69
SILVERBEES,EQ,223.6,1.62,31572.35,694.59,1556.79
BSE,EQ,2824,2.98,115186.46,51.87,1455.07
SBIN,EQ,1219.2,0.48,1125396.9,104.17,1269.79
HINDCOPPER,EQ,568.1,3.39,54936.63,222.94,1265
ITC,EQ,332.65,2.21,416869.4,354.73,1171.89
NEWGEN,EQ,532,0.85,7571.31,212.78,1116.17
TARIL,EQ,299.2,9.19,8980.96,364.53,1090.22
TATASTEEL,EQ,208.85,2.84,260718.46,483.57,1007.13
LT,EQ,4310,0.71,592888.57,20.43,878.46
RELIANCE,EQ,1441,1.26,1950029.31,55.21,790.69
AXISBANK,EQ,1376.3,1.41,427531.15,55.56,760.64
MCX,EQ,2337.5,2.38,59604.34,32.61,756.34
EASEMYTRIP,EQ,9.63,1.37,3502.29,7110.43,706.07
E2E,EQ,2887,12.91,5810.66,22.39,652.38
BEL,EQ,446.9,0.01,326674.02,143.41,644.85
M&M,EQ,3543,1.54,440582.26,16.82,589.7
AEROFLEX,EQ,224.2,8.47,2899.36,244.4,551.37
CUMMINSIND,EQ,4720,2.66,130838.4,11.47,540.51
KAYNES,EQ,4035,2.14,27048.48,13.41,535.12
VEDL,EQ,677,1.32,264733.27,79.03,533.98
UNIONBANK,EQ,192.5,1.91,146946.91,272.38,523.97
GROWW,EQ,171.6,2.56,105938.92,303.21,515.64
BAJFINANCE,EQ,1020.5,0.63,634969.58,49.3,503.48
PNB,EQ,128.04,2.58,147155.65,370.52,472.34
APARINDS,EQ,10176,6.49,40875.28,4.66,468.6
SCHNEIDER,EQ,915,7.71,21878.02,49.35,452.9
BHARTIARTL,EQ,2021.6,0.06,1152737.61,21.83,441.39
IDEA,EQ,11.55,1.49,125136.21,3589.56,414.95
CANBK,EQ,151.71,1.74,137610.85,269.25,407.56
PAYTM,EQ,1200,2.63,76779.41,33.92,404.18
HDFCLIFE,EQ,729.7,3.39,157441.23,49.75,358.38
HINDALCO,EQ,898.75,0.97,201969.48,39.1,351.02
HEG,EQ,552.5,5.55,10662.01,63.46,349.7
BHARATFORG,EQ,1771,1.25,84657.11,19.78,349.45
HAL,EQ,4247.6,0.83,284068.87,8.21,347.12
GMDCLTD,EQ,575,6.1,18285,59.14,335.09
OLAELEC,EQ,28.25,0.96,12460.59,1171.86,333.75
BAJAJ-AUTO,EQ,10004,1.81,279609.64,3.34,331.55
INDUSINDBK,EQ,943.95,0.02,73540.89,34.74,327.46
ANANTRAJ,EQ,555.95,2.15,20007.36,57.63,321.41
AUBANK,EQ,1023.5,2.38,76514.9,30.82,311.69
KOTAKBANK,EQ,425.7,0.29,423415,73.33,311.18
POWERINDIA,EQ,23471,2.15,104615.79,1.32,309.34
RATNAMANI,EQ,2495,15.84,17487.95,12.37,304.44
COHANCE,EQ,324.5,5.1,12414.3,92.37,304.13
AGIIL,EQ,261,8.28,3188.56,111.87,298.66
APOLLOHOSP,EQ,7645,0.57,109923.37,3.86,294.93
GRAPHITE,EQ,692,2.86,13519.99,40.96,284.54
DIVISLAB,EQ,6272,1.37,166501.89,4.39,274.12
TATSILV,EQ,22.73,1.84,5221.2,1201.07,273.72
CGPOWER,EQ,710,2.82,111818.09,38.15,269.2
HINDZINC,EQ,585.7,0.79,247476.93,45.71,267.51
ICICIPRULI,EQ,648,1.46,93856.69,41.47,266.44
RBLBANK,EQ,326,1.16,20135.46,81.04,263.26
INDUSTOWER,EQ,478.45,1.22,126222.9,54.08,258.17
KWIL,BE,29.34,4.97,6893.7,905.81,250.28
JIOFIN,EQ,263.9,0.61,167659.41,94.51,248.99
EDELWEISS,EQ,127.2,4.69,12039.21,188.92,242.27
BANKBARODA,EQ,304.6,0.45,157519.69,78.68,240.21
ANGELONE,EQ,2583.1,0.5,23481.8,9.07,236.76
GRSE,EQ,2502.2,2.68,28663.2,9.49,234.6
