"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","27,076.40","-1.06","-1.06","32.01","4.64","1.17"
"NIFTY FINANCIAL SERVICES 25/50","28,915.15","-2.13","-2.13","16.80","2.92","0.96"
"NIFTY FMCG","49,970.60","-0.06","-0.06","36.04","8.95","1.65"
"NIFTY IT","30,138.40","0.04","0.04","21.41","5.59","3.51"
"NIFTY MEDIA","1,354.55","-0.58","-0.58","28.43","1.43","1.33"
"NIFTY METAL","12,000.45","-0.40","-0.40","20.36","3.12","1.53"
"NIFTY PHARMA","22,970.20","-0.15","-0.15","34.37","5.00","0.68"
"NIFTY PSU BANK","9,184.35","-2.01","-2.01","9.11","1.50","2.09"
"NIFTY PRIVATE BANK","27,418.60","-2.27","-2.27","19.20","2.16","0.57"
"NIFTY REALTY","742.00","-2.08","-2.08","33.42","3.59","0.40"
"NIFTY HEALTHCARE INDEX","14,791.65","-0.42","-0.42","37.57","5.55","0.57"
"NIFTY CONSUMER DURABLES","36,520.70","-0.63","-0.63","58.11","11.44","0.40"
"NIFTY OIL & GAS","11,787.30","-0.21","-0.21","9.96","1.61","2.19"
"NIFTY MIDSMALL HEALTHCARE","43,316.95","-0.23","-0.23","40.57","5.29","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","30,046.30","-1.55","-1.55","22.55","4.23","0.81"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,865.90","-1.38","-1.38","27.67","2.86","0.66"
"NIFTY MIDSMALL IT & TELECOM","8,271.40","0.04","0.04","58.81","8.09","1.31"
"NIFTY CHEMICALS","27,454.15","0.17","0.17","38.73","4.05","0.63"
"NIFTY500 HEALTHCARE","18,681.65","-0.37","-0.37","38.56","5.65","0.54"
