"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","24,715.90","0.84","0.84","29.22","4.24","1.28"
"NIFTY FINANCIAL SERVICES 25/50","27,131.85","-0.78","-0.78","15.77","2.74","1.02"
"NIFTY FMCG","47,007.55","0.31","0.31","33.90","8.33","1.75"
"NIFTY IT","29,199.60","2.17","2.17","20.75","5.42","3.63"
"NIFTY MEDIA","1,305.10","-0.48","-0.48","27.39","1.37","1.35"
"NIFTY METAL","11,412.75","1.45","1.45","19.36","2.97","1.61"
"NIFTY PHARMA","22,540.70","1.99","1.99","33.73","4.91","0.70"
"NIFTY PSU BANK","8,584.60","2.07","2.07","8.52","1.40","2.23"
"NIFTY PRIVATE BANK","25,267.65","-0.52","-0.52","17.69","1.99","0.62"
"NIFTY REALTY","696.40","-0.93","-0.93","31.37","3.37","0.43"
"NIFTY HEALTHCARE INDEX","14,383.45","1.89","1.89","36.53","5.40","0.59"
"NIFTY CONSUMER DURABLES","34,740.35","0.72","0.72","55.28","10.88","0.42"
"NIFTY OIL & GAS","11,034.95","0.55","0.55","9.32","1.51","2.39"
"NIFTY MIDSMALL HEALTHCARE","42,000.15","1.46","1.46","39.33","5.13","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","28,588.05","-0.68","-0.68","21.43","4.03","0.85"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,123.30","-0.23","-0.23","26.62","2.75","0.69"
"NIFTY MIDSMALL IT & TELECOM","7,964.30","1.48","1.48","56.62","7.79","1.36"
"NIFTY CHEMICALS","25,953.40","0.16","0.16","36.62","3.83","0.66"
"NIFTY500 HEALTHCARE","18,092.65","1.44","1.44","37.35","5.47","0.56"
