"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,867.15","-2.44","-2.44","31.76","4.61","1.18"
"NIFTY FINANCIAL SERVICES 25/50","29,287.30","-2.01","-2.01","17.02","2.96","0.95"
"NIFTY FMCG","49,797.50","-1.88","-1.88","35.92","8.91","1.65"
"NIFTY IT","30,305.25","0.11","0.11","21.53","5.62","3.49"
"NIFTY MEDIA","1,348.00","-3.05","-3.05","28.29","1.42","1.34"
"NIFTY METAL","11,779.75","-3.99","-3.99","19.98","3.07","1.56"
"NIFTY PHARMA","22,672.20","-1.24","-1.24","33.93","4.94","0.69"
"NIFTY PSU BANK","9,327.25","-3.24","-3.24","9.25","1.52","2.06"
"NIFTY PRIVATE BANK","27,929.10","-1.51","-1.51","19.56","2.20","0.56"
"NIFTY REALTY","744.15","-3.11","-3.11","33.52","3.60","0.40"
"NIFTY HEALTHCARE INDEX","14,649.95","-1.40","-1.40","37.21","5.50","0.58"
"NIFTY CONSUMER DURABLES","35,994.85","-2.13","-2.13","57.28","11.28","0.41"
"NIFTY OIL & GAS","11,630.90","-3.09","-3.09","9.83","1.59","2.22"
"NIFTY MIDSMALL HEALTHCARE","42,857.20","-1.65","-1.65","40.14","5.23","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","30,006.50","-2.80","-2.80","22.52","4.23","0.80"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,842.60","-2.14","-2.14","27.63","2.85","0.67"
"NIFTY MIDSMALL IT & TELECOM","8,274.75","-0.97","-0.97","58.83","8.10","1.31"
"NIFTY CHEMICALS","27,077.60","-1.13","-1.13","38.20","3.99","0.64"
"NIFTY500 HEALTHCARE","18,516.35","-1.43","-1.43","38.22","5.60","0.55"
