"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","24,515.25","2.43","2.43","28.98","4.20","1.29"
"NIFTY FINANCIAL SERVICES 25/50","26,741.95","2.10","2.10","15.54","2.70","1.06"
"NIFTY FMCG","46,408.30","1.25","1.25","33.47","8.22","1.77"
"NIFTY IT","29,648.90","1.72","1.72","21.07","5.50","3.57"
"NIFTY MEDIA","1,296.55","3.45","3.45","27.21","1.36","1.36"
"NIFTY METAL","11,059.15","1.80","1.80","18.76","2.88","1.56"
"NIFTY PHARMA","22,239.80","0.85","0.85","33.28","4.85","0.71"
"NIFTY PSU BANK","8,357.55","1.53","1.53","8.29","1.37","2.30"
"NIFTY PRIVATE BANK","25,046.25","2.49","2.49","17.54","1.98","0.62"
"NIFTY REALTY","673.95","1.59","1.59","30.36","3.26","0.44"
"NIFTY HEALTHCARE INDEX","14,229.50","1.07","1.07","36.13","5.34","0.60"
"NIFTY CONSUMER DURABLES","33,581.75","1.93","1.93","53.44","10.52","0.44"
"NIFTY OIL & GAS","10,878.50","1.31","1.31","9.19","1.48","2.43"
"NIFTY MIDSMALL HEALTHCARE","41,593.00","1.63","1.63","38.94","5.08","0.46"
"NIFTY FINANCIAL SERVICES EX-BANK","28,146.90","2.69","2.69","21.10","3.96","0.89"
"NIFTY MIDSMALL FINANCIAL SERVICES","18,770.95","2.92","2.92","26.13","2.70","0.70"
"NIFTY MIDSMALL IT & TELECOM","7,955.35","2.38","2.38","56.56","7.78","1.37"
"NIFTY CHEMICALS","25,718.60","2.44","2.44","36.29","3.79","0.67"
"NIFTY500 HEALTHCARE","17,912.00","1.27","1.27","36.97","5.41","0.57"
