"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,926.00","-3.15","-3.15","30.65","4.44","1.22"
"NIFTY FINANCIAL SERVICES 25/50","28,294.50","-1.96","-1.96","16.44","2.86","0.98"
"NIFTY FMCG","49,059.70","-1.10","-1.10","35.38","8.78","1.68"
"NIFTY IT","29,651.70","-1.24","-1.24","21.07","5.50","3.57"
"NIFTY MEDIA","1,344.75","-0.52","-0.52","28.22","1.42","1.34"
"NIFTY METAL","11,822.10","-0.39","-0.39","20.05","3.08","1.56"
"NIFTY PHARMA","23,348.05","0.41","0.41","34.94","5.09","0.67"
"NIFTY PSU BANK","8,848.40","-1.83","-1.83","8.78","1.45","2.17"
"NIFTY PRIVATE BANK","26,480.15","-2.41","-2.41","18.54","2.09","0.59"
"NIFTY REALTY","731.40","-1.71","-1.71","32.94","3.54","0.41"
"NIFTY HEALTHCARE INDEX","14,960.20","0.14","0.14","37.99","5.61","0.57"
"NIFTY CONSUMER DURABLES","36,212.00","-0.63","-0.63","57.62","11.35","0.41"
"NIFTY OIL & GAS","11,483.10","0.18","0.18","9.70","1.57","2.25"
"NIFTY MIDSMALL HEALTHCARE","43,808.25","0.41","0.41","41.03","5.35","0.43"
"NIFTY FINANCIAL SERVICES EX-BANK","29,643.10","-2.20","-2.20","22.23","4.17","0.82"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,571.20","-1.67","-1.67","27.24","2.82","0.68"
"NIFTY MIDSMALL IT & TELECOM","8,141.65","-1.33","-1.33","57.89","7.97","1.33"
"NIFTY CHEMICALS","26,898.90","-1.46","-1.46","37.95","3.97","0.64"
"NIFTY500 HEALTHCARE","18,842.25","0.09","0.09","38.89","5.70","0.54"
