"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,598.85","1.92","1.92","30.26","4.39","1.24"
"NIFTY FINANCIAL SERVICES 25/50","28,420.50","0.78","0.78","16.52","2.87","0.98"
"NIFTY FMCG","48,079.00","-0.05","-0.05","34.68","8.52","1.71"
"NIFTY IT","29,559.30","2.78","2.78","21.00","5.48","3.58"
"NIFTY MEDIA","1,351.70","3.35","3.35","28.37","1.42","1.30"
"NIFTY METAL","11,625.45","-0.10","-0.10","19.72","3.03","1.58"
"NIFTY PHARMA","22,632.60","0.16","0.16","33.87","4.93","0.69"
"NIFTY PSU BANK","8,661.95","0.76","0.76","8.59","1.42","2.21"
"NIFTY PRIVATE BANK","26,295.90","0.88","0.88","18.41","2.08","0.59"
"NIFTY REALTY","730.80","2.75","2.75","32.92","3.54","0.41"
"NIFTY HEALTHCARE INDEX","14,469.80","0.21","0.21","36.75","5.43","0.59"
"NIFTY CONSUMER DURABLES","35,796.00","1.72","1.72","56.96","11.22","0.41"
"NIFTY OIL & GAS","11,196.90","0.63","0.63","9.46","1.53","2.36"
"NIFTY MIDSMALL HEALTHCARE","42,528.65","0.99","0.99","39.83","5.19","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","29,980.75","1.63","1.63","22.48","4.22","0.82"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,796.60","1.97","1.97","27.56","2.85","0.67"
"NIFTY MIDSMALL IT & TELECOM","8,107.50","3.17","3.17","57.64","7.93","1.34"
"NIFTY CHEMICALS","26,692.70","1.27","1.27","37.66","3.94","0.65"
"NIFTY500 HEALTHCARE","18,279.50","0.51","0.51","37.73","5.53","0.55"
