"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","24,351.95","-2.82","-2.82","28.79","4.17","1.29"
"NIFTY FINANCIAL SERVICES 25/50","26,609.70","-2.69","-2.69","15.46","2.69","1.04"
"NIFTY FMCG","46,427.20","-1.81","-1.81","33.48","8.22","1.77"
"NIFTY IT","29,541.65","-0.44","-0.44","20.99","5.48","3.59"
"NIFTY MEDIA","1,294.20","-1.29","-1.29","27.16","1.36","1.36"
"NIFTY METAL","11,161.65","-1.59","-1.59","18.93","2.90","1.78"
"NIFTY PHARMA","22,565.60","-0.50","-0.50","33.76","4.92","0.70"
"NIFTY PSU BANK","8,249.45","-3.86","-3.86","8.18","1.35","2.33"
"NIFTY PRIVATE BANK","24,986.70","-2.01","-2.01","17.50","1.97","0.62"
"NIFTY REALTY","670.15","-3.17","-3.17","30.18","3.24","0.44"
"NIFTY HEALTHCARE INDEX","14,433.55","-0.60","-0.60","36.65","5.41","0.59"
"NIFTY CONSUMER DURABLES","33,898.30","-2.48","-2.48","53.94","10.62","0.43"
"NIFTY OIL & GAS","10,830.40","-1.15","-1.15","9.15","1.48","2.44"
"NIFTY MIDSMALL HEALTHCARE","42,217.10","-0.71","-0.71","39.53","5.15","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","28,072.75","-2.95","-2.95","21.05","3.95","0.87"
"NIFTY MIDSMALL FINANCIAL SERVICES","18,753.75","-2.63","-2.63","26.11","2.70","0.72"
"NIFTY MIDSMALL IT & TELECOM","7,984.85","-0.95","-0.95","56.77","7.81","1.36"
"NIFTY CHEMICALS","25,498.80","-3.44","-3.44","35.90","3.76","0.68"
"NIFTY500 HEALTHCARE","18,144.70","-0.72","-0.72","37.45","5.49","0.56"
