"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,117.10","2.11","2.11","29.08","4.22","1.29"
"NIFTY FINANCIAL SERVICES 25/50","28,200.85","0.98","0.98","16.23","2.82","1.00"
"NIFTY FMCG","48,104.45","-0.75","-0.75","34.96","8.68","1.70"
"NIFTY IT","28,760.90","-0.97","-0.97","20.64","5.39","3.65"
"NIFTY MEDIA","1,307.90","1.11","1.11","27.15","1.36","1.36"
"NIFTY METAL","11,637.35","2.82","2.82","19.20","2.95","1.62"
"NIFTY PHARMA","22,597.55","0.22","0.22","33.74","4.91","0.70"
"NIFTY PSU BANK","8,596.95","0.33","0.33","8.50","1.40","2.24"
"NIFTY PRIVATE BANK","26,066.20","0.93","0.93","18.08","2.04","0.60"
"NIFTY REALTY","711.25","1.80","1.80","31.47","3.38","0.43"
"NIFTY HEALTHCARE INDEX","14,439.95","0.26","0.26","36.58","5.40","0.59"
"NIFTY CONSUMER DURABLES","35,189.20","0.72","0.72","55.59","10.95","0.42"
"NIFTY OIL & GAS","11,127.25","0.17","0.17","9.39","1.52","2.45"
"NIFTY MIDSMALL HEALTHCARE","42,111.70","0.44","0.44","39.27","5.12","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","29,499.50","1.08","1.08","21.88","4.11","0.84"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,414.95","1.42","1.42","26.65","2.75","0.69"
"NIFTY MIDSMALL IT & TELECOM","7,858.45","-0.11","-0.11","55.93","7.70","1.38"
"NIFTY CHEMICALS","26,359.25","0.71","0.71","36.93","3.86","0.66"
"NIFTY500 HEALTHCARE","18,187.45","0.32","0.32","37.42","5.48","0.56"
