"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","23,934.75","-3.16","-3.16","29.22","4.24","1.28"
"NIFTY FINANCIAL SERVICES 25/50","26,192.30","-3.46","-3.46","15.77","2.74","1.02"
"NIFTY FMCG","45,837.05","-2.49","-2.49","33.90","8.33","1.75"
"NIFTY IT","29,147.05","-0.18","-0.18","20.75","5.42","3.63"
"NIFTY MEDIA","1,253.35","-3.97","-3.97","27.39","1.37","1.35"
"NIFTY METAL","10,863.45","-4.81","-4.81","19.36","2.97","1.61"
"NIFTY PHARMA","22,053.10","-2.16","-2.16","33.73","4.91","0.70"
"NIFTY PSU BANK","8,231.65","-4.11","-4.11","8.52","1.40","2.23"
"NIFTY PRIVATE BANK","24,436.90","-3.29","-3.29","17.69","1.99","0.62"
"NIFTY REALTY","663.40","-4.74","-4.74","31.37","3.37","0.43"
"NIFTY HEALTHCARE INDEX","14,079.30","-2.11","-2.11","36.53","5.40","0.59"
"NIFTY CONSUMER DURABLES","32,945.80","-5.17","-5.17","55.28","10.88","0.42"
"NIFTY OIL & GAS","10,737.85","-2.69","-2.69","9.32","1.51","2.39"
"NIFTY MIDSMALL HEALTHCARE","40,927.30","-2.55","-2.55","39.33","5.13","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","27,408.65","-4.13","-4.13","21.43","4.03","0.85"
"NIFTY MIDSMALL FINANCIAL SERVICES","18,237.65","-4.63","-4.63","26.62","2.75","0.69"
"NIFTY MIDSMALL IT & TELECOM","7,770.25","-2.44","-2.44","56.62","7.79","1.36"
"NIFTY CHEMICALS","25,105.50","-3.27","-3.27","36.62","3.83","0.66"
"NIFTY500 HEALTHCARE","17,687.35","-2.24","-2.24","37.35","5.47","0.56"
