"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","24,599.10","1.67","1.67","28.60","4.15","1.31"
"NIFTY FINANCIAL SERVICES 25/50","27,927.35","1.36","1.36","16.01","2.78","1.01"
"NIFTY FMCG","48,468.85","1.14","1.14","34.56","8.58","1.72"
"NIFTY IT","29,042.55","-0.10","-0.10","20.66","5.39","3.64"
"NIFTY MEDIA","1,293.50","-0.58","-0.58","27.31","1.37","1.35"
"NIFTY METAL","11,318.00","0.23","0.23","19.15","2.94","1.63"
"NIFTY PHARMA","22,547.20","-1.25","-1.25","34.17","4.97","0.69"
"NIFTY PSU BANK","8,568.40","0.61","0.61","8.45","1.39","2.25"
"NIFTY PRIVATE BANK","25,825.15","1.24","1.24","17.86","2.01","0.61"
"NIFTY REALTY","698.65","-1.57","-1.57","31.97","3.43","0.42"
"NIFTY HEALTHCARE INDEX","14,402.75","-1.37","-1.37","37.09","5.48","0.58"
"NIFTY CONSUMER DURABLES","34,936.85","-0.21","-0.21","55.71","10.97","0.42"
"NIFTY OIL & GAS","11,108.75","-1.58","-1.58","9.54","1.54","2.42"
"NIFTY MIDSMALL HEALTHCARE","41,929.10","-1.42","-1.42","39.83","5.19","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","29,184.25","0.97","0.97","21.67","4.07","0.85"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,142.45","0.68","0.68","26.47","2.74","0.70"
"NIFTY MIDSMALL IT & TELECOM","7,866.90","-0.52","-0.52","56.22","7.74","1.37"
"NIFTY CHEMICALS","26,172.75","-0.56","-0.56","37.13","3.88","0.65"
"NIFTY500 HEALTHCARE","18,129.05","-1.21","-1.21","37.88","5.55","0.55"
