"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,098.00","-3.19","-3.19","30.65","4.44","1.22"
"NIFTY FINANCIAL SERVICES 25/50","28,087.05","-0.73","-0.73","16.44","2.86","0.98"
"NIFTY FMCG","48,189.15","-1.77","-1.77","35.38","8.78","1.68"
"NIFTY IT","29,579.45","-0.24","-0.24","21.07","5.50","3.57"
"NIFTY MEDIA","1,349.15","0.33","0.33","28.22","1.42","1.34"
"NIFTY METAL","11,863.90","0.35","0.35","20.05","3.08","1.56"
"NIFTY PHARMA","23,275.20","-0.31","-0.31","34.94","5.09","0.67"
"NIFTY PSU BANK","8,846.05","-0.03","-0.03","8.78","1.45","2.17"
"NIFTY PRIVATE BANK","26,056.65","-1.60","-1.60","18.54","2.09","0.59"
"NIFTY REALTY","719.50","-1.63","-1.63","32.94","3.54","0.41"
"NIFTY HEALTHCARE INDEX","14,870.15","-0.60","-0.60","37.99","5.61","0.57"
"NIFTY CONSUMER DURABLES","36,038.25","-0.48","-0.48","57.62","11.35","0.41"
"NIFTY OIL & GAS","11,538.30","0.48","0.48","9.70","1.57","2.25"
"NIFTY MIDSMALL HEALTHCARE","43,531.30","-0.63","-0.63","41.03","5.35","0.43"
"NIFTY FINANCIAL SERVICES EX-BANK","29,451.90","-0.65","-0.65","22.23","4.17","0.82"
"NIFTY MIDSMALL FINANCIAL SERVICES","19,417.90","-0.78","-0.78","27.24","2.82","0.68"
"NIFTY MIDSMALL IT & TELECOM","8,099.60","-0.52","-0.52","57.89","7.97","1.33"
"NIFTY CHEMICALS","27,039.70","0.52","0.52","37.95","3.97","0.64"
"NIFTY500 HEALTHCARE","18,726.90","-0.61","-0.61","38.89","5.70","0.54"
