Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
BHARTIARTL,EQ,1883,5.24,1147363.69,212.79,3939.18
HDFCBANK,EQ,770.1,2.73,1185610.22,509.92,3912.44
MTARTECH,EQ,7595,12.29,23361.91,46.82,3448.43
NLCINDIA,EQ,373.3,14.61,51763.14,819.13,3050.28
VEDL,EQ,339.5,4.99,132757.67,776.36,2593.74
ADANIENT,EQ,2719,8.85,351265.76,95.39,2524.28
BSE,EQ,4045,4.02,164989.11,61.39,2461.72
RELIANCE,EQ,1368.5,0.71,1851927.92,173.03,2363.46
ICICIBANK,EQ,1248.7,1.06,895237.79,165.36,2064.04
SBIN,EQ,982.3,1.26,906723.57,164.87,1611.85
SILVERBEES,EQ,271.04,0.6,36509.78,550.98,1491.18
SAREGAMA,EQ,385.8,15.15,7438.59,387.34,1452.59
CIPLA,EQ,1435,8.09,115916.81,91.67,1301.59
MCX,EQ,3360.1,4.87,85679.81,38.39,1266.83
GROWW,EQ,190,0.84,119198.34,669.7,1249.39
IDEA,EQ,12.94,0.86,140195.89,9644.56,1240.29
LT,EQ,3934,0.46,541187.86,29.82,1179.29
ALKYLAMINE,EQ,1760,7.53,9001.35,51.05,933.73
ADANIPOWER,EQ,225.37,5.38,434619.16,418.97,931.33
BHEL,EQ,414.6,2.66,144366.35,223,913.07
SHRIRAMFIN,EQ,937.1,1.8,220470.24,92.2,851.6
TEXRAIL,EQ,123.95,3.12,5043.09,646.36,820.81
OIL,EQ,518,2.15,84258.28,154.77,807.88
GODREJIND,EQ,1154.9,7.62,38897.59,66.36,787.54
TATASTEEL,EQ,220.65,0.47,275449.03,349.85,774.5
HINDCOPPER,EQ,606,1.8,58601.66,126.27,769.12
ETERNAL,EQ,245.39,3.18,236809.95,299.74,727.49
ADANIGREEN,EQ,1418.6,3.8,232848.13,48.75,685.36
ONGC,EQ,300.9,1.26,378540.6,226.6,683.84
M&M,EQ,3176,2.06,394944.76,21.68,681.96
ASHOKLEY,EQ,154.7,0.97,90868.53,433.95,662.99
GOLDBEES,EQ,131.87,0.1,59206.41,500.87,661.14
BAJFINANCE,EQ,915,2.1,569643.71,68.15,616.58
HINDALCO,EQ,1104,2.88,248093.81,49.21,540.03
ADANIPORTS,EQ,1781,2.49,410335.12,30.51,538.4
ADANIENSOL,EQ,1321.1,0.22,158701.45,39.31,519
SOLARINDS,EQ,16670,5.59,150846.92,3.04,500.22
TITAN,EQ,4144.8,1.32,367969.61,11.27,462.86
CAPLIPOINT,EQ,2024,9.89,15384.77,22.71,453.25
ZYDUSLIFE,EQ,993.65,5.79,99984.44,45.95,452.24
SUNPHARMA,EQ,1862.9,2.09,446961.58,24.29,450.72
BAJAJ-AUTO,EQ,10447,1.8,291991.39,4.26,443.4
JSWSTEEL,EQ,1298.5,1.85,317542.2,32.93,427.32
HINDZINC,EQ,669,0.28,282673.84,63.62,426.89
POWERINDIA,EQ,32230,1.53,143656.73,1.33,426.17
POWERGRID,EQ,302.9,0.46,281715.29,140.13,424.16
BEL,EQ,429,0.18,313589.51,98.08,421.23
KOTAKBANK,EQ,383.5,1.55,381446.93,106.53,407.01
BAGMANE,RR,103.54,0.04,35203.6,386.32,400.23
INDUSTOWER,EQ,423.15,2.41,111633.86,92.9,391.13
JIOFIN,EQ,234.88,1.48,155094.59,165.46,384.14
SUZLON,EQ,53.4,0.56,73239.65,709.78,377.46
NATIONALUM,EQ,417.25,2.2,76633.46,89.09,370.01
KALYANKJIL,EQ,363.25,2.21,37514.29,103.58,369.69
NMDC,EQ,93.35,2.46,82071.62,398.24,369.64
CANBK,EQ,131.2,1.5,119006.94,279.55,364.69
DIACABS,EQ,191.99,10,10117.32,195.35,363.16
BAJAJFINSV,EQ,1740,0.64,278495.7,20.86,361.41
CROMPTON,EQ,288.65,1.35,18586.6,123.93,357.08
DLF,EQ,583.75,1.67,144496.52,61.36,351.98
APOLLOHOSP,EQ,8115,1.38,116681.25,4.31,350.55
SWIGGY,EQ,256.2,1.26,70719.23,137.38,349.46
POLICYBZR,EQ,1677,2.49,77593.63,20.89,347.64
TATSILV,EQ,27.46,0.4,6002.9,1266.91,347.26
WIPRO,EQ,188.1,0.16,197398.62,182.8,344.07
IDEAFORGE,EQ,848.2,10,3672.64,41.23,341.98
ITC,EQ,307.2,0.9,384983.75,111.13,341.81
BIOCON,EQ,418.05,0.11,67762.05,80.9,339.67
POLYCAB,EQ,9239,3.95,139099.75,3.6,327.41
LUPIN,EQ,2251.9,1.64,102960.44,14.53,327.37
CDSL,EQ,1201.7,1.31,25115.53,27.05,323.02
INDIGO,EQ,4293,0.87,165991.42,7.44,317.81
EICHERMOT,EQ,7040.5,0.99,193130.92,4.48,312.6
LAURUSLABS,EQ,1316,2.77,71045.13,23.84,310.84
DRREDDY,EQ,1301.2,2.84,108602.83,23.63,305.07
SAMMAANCAP,EQ,142.65,1.9,16531.08,213.37,303.28
BANKBARODA,EQ,268.45,2.6,138825.22,113.53,302.64
HEROMOTOCO,EQ,5083,1.76,101707.24,5.94,296.29
DIVISLAB,EQ,6934,2.03,184075.91,4.24,292.15
NTPC,EQ,396,1.42,383987.98,73.64,291.58
MAZDOCK,EQ,2526.9,0.33,101930.09,11.45,287.32
SIEMENS,EQ,3690,4.47,131408.47,7.89,286.09
HSCL,EQ,619.95,0.2,31279.06,45.59,284.34
BALAMINES,EQ,1623.4,19.99,5259.98,17.73,284.33
PFC,EQ,451.95,1.33,149148.1,62.75,280.24
TRENT,EQ,4131,1.14,146851.87,6.71,277.4
TMPV,EQ,338,0.34,124474.71,79.75,269.01
ULTRACEMCO,EQ,11725,1.31,345511.33,2.2,257.31
RRKABEL,EQ,2039,4.17,23062.21,12.79,256.24
POCL,EQ,1548,6.03,4723.15,16.44,254.3
ENGINERSIN,EQ,255.4,6.15,14354.56,99.63,251.17
ANGELONE,EQ,305.3,2.4,27843.32,82.89,248.4
FEDERALBNK,EQ,281,0.34,69242.55,85.74,240.47
CGPOWER,EQ,848.25,0.14,133594.01,28.52,240.09
TATAPOWER,EQ,409,1.12,130689.39,57.95,236.19
IDFCFIRSTB,EQ,68.7,0.59,59139.12,345.32,236.06
BAJEL,EQ,182,7.04,2105.68,122.41,234.2
BHARATFORG,EQ,1950,0.21,93213.64,11.95,233.58
GODFRYPHLP,EQ,2460,1.71,38371.51,9.5,231.98
SILVERIETF,EQ,283.15,0.95,17414.56,82.05,231.59
IFCI,EQ,65.2,0.37,17566.93,353.18,228.08
BERGEPAINT,EQ,538.9,6.15,62835.89,42.9,227.83
AMBER,EQ,8343,0.51,29360.41,2.78,227.21
PAYTM,EQ,1151,2.6,73684.74,20.07,226.51
GLENMARK,EQ,2344,2.92,66147.87,9.66,225.26
FORCEMOT,EQ,20201,1.48,26327.79,1.12,222.91
BHARATCOAL,EQ,35.55,5.15,16555.63,615.6,218.23
VBL,EQ,506.85,3.62,171431.68,43.46,217.77
TATACOMM,EQ,1669,7.07,47566.5,13.24,216.55
YESBANK,EQ,22.23,0.54,69758.72,968.16,214.84
MUTHOOTFIN,EQ,3523.5,0.49,141457.42,6.04,214.07
NIFTYBEES,EQ,268.47,1.14,62666.71,79.97,213.78
STLTECH,BE,425.2,4.95,20755.4,53.45,211.72
UNIONBANK,EQ,165.2,1.69,126107.16,128.2,210.79
INDHOTEL,EQ,650,1.98,92523.09,32.22,208.7
ABB,EQ,6410,1.67,135833.27,3.27,208.55
LIQUIDCASE,EQ,114.04,0.01,9228.06,182.67,208.34
HDFCSILVER,EQ,270.47,0.25,8730.26,73.06,197.58
HUDCO,EQ,224,2.05,44842.56,88.88,196.67
KEI,EQ,5175,5.19,49473.31,3.88,195.33
TATAGOLD,EQ,15.48,0.32,6180.82,1247.85,193.04
GMDCLTD,EQ,664.5,0.21,21131.1,28.6,191.07
MAXHEALTH,EQ,1050.6,2.39,102248.99,18.22,190.66
HDFCLIFE,EQ,610,1.19,131626.99,31.2,190.19
GODREJCP,EQ,1035.9,0.52,105997.91,18.37,188.91
INDIANB,EQ,830.9,2.08,111919.24,22.26,184.18
RECLTD,EQ,349.8,0.94,92110.18,52.87,183.18
NEULANDLAB,EQ,16680,1.11,21400.25,1.09,182.68
BRITANNIA,EQ,5390,1.01,129828.01,3.4,182.58
RPEL,EQ,814,9.91,3738.05,22.61,182.5
AUROPHARMA,EQ,1504.1,0.44,87358.37,12.07,182.36
PIDILITIND,EQ,1485,2.73,151139.64,12.14,179.81
GRAPHITE,EQ,762,1.71,14887.62,23.73,178.67
FORTIS,EQ,971.55,1.47,73347.96,18.23,176.7
REDINGTON,EQ,217.45,3.52,16999.69,80.75,173.27
HDFCAMC,EQ,2704,1.95,115857.83,6.49,172.74
CUMMINSIND,EQ,5382,3.26,149189.04,3.24,171.81
INDUSINDBK,EQ,908.3,1.77,70766.65,18.63,168.6
APOLLO,EQ,307,0.87,10968.88,55.3,167.87
PNB,EQ,104.88,2.05,120537.99,161.23,167.62
RBLBANK,EQ,338.35,3.87,20921.71,49.98,166.5
BANDHANBNK,EQ,199.59,2.42,32153.52,81.86,162.33
JARO,EQ,496.1,2.31,1100.28,31.9,160.9
PNBGILTS,EQ,81.09,17.2,1459.7,201.44,158.05
BBOX,EQ,866,4.98,15371.09,18.48,157.08
AMBUJACEM,EQ,444.3,1.35,109823.12,34.87,154.39
PIIND,EQ,3120.9,2.29,47349.71,4.9,152.89
RVNL,EQ,287.75,0.96,59996.45,52.59,150.58
PWL,EQ,112.33,1.14,32122.93,131.31,149.86
VOLTAS,EQ,1295.9,2.94,42879.35,11.55,148
RADICO,EQ,3475.1,0.71,46530.87,4.21,145.92
ABCAPITAL,EQ,352.5,2.38,92374.14,41.71,145.87
SBILIFE,EQ,1870,1.77,187578.23,7.65,142.06
NAM-INDIA,EQ,1091,2.96,69637.38,13.08,141.21
CUPID,EQ,123.45,1.07,16599.84,113.41,140.42
JAINREC,EQ,570,0.41,19669.89,24.42,140.12
