Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
APOLLO,EQ,342.5,10.13,12237.27,1148.56,3896.96
INFY,EQ,1194,4.51,484245.66,321.76,3830.68
BSE,EQ,4198.9,1.9,171266.45,70.89,2993.5
TCS,EQ,2330,2.05,843014.39,103.95,2439.98
IDEA,EQ,13.45,4.59,145721.38,15434.3,2058.94
SBIN,EQ,946.9,0.8,874047.18,172.81,1638.02
TRITURBINE,EQ,648,8.61,20599.59,239.89,1520.66
GESHIP,EQ,1706.9,0.61,24368.93,73.27,1280.54
ADANIGREEN,EQ,1374,0.37,225527.52,86.54,1215.5
HSCL,EQ,560.85,1.7,28297.22,208.66,1195.18
JINDRILL,EQ,654,0.89,1895.36,175.06,1171.91
VEDL,EQ,337.7,3.27,132053.8,350.74,1167.33
COFORGE,EQ,1411.9,4.73,47412.81,81.34,1155.4
ADANIENT,EQ,2712.7,0.85,350451.87,42.04,1151.99
TECHM,EQ,1467,2.59,143759.28,66.97,993.56
M&M,EQ,3086.3,0.08,383790.3,31.52,978.65
MCX,EQ,3417,2.05,87130.71,27.3,930.05
SILVERBEES,EQ,253.55,0.15,33643.71,343.87,875.01
SAIL,EQ,198,2.73,81784.4,432.36,850.84
ETERNAL,EQ,246.1,1.95,237495.13,330.45,811.62
SPARC,EQ,180,10.95,5841,431.08,770.77
BAJFINANCE,EQ,928,0.75,577737.01,83.14,768.61
FCL,EQ,33,8.13,3842.85,2235.6,738.87
POLICYBZR,EQ,1790.1,2.39,82826.69,37.9,685.85
HCLTECH,EQ,1180,2.91,320212.48,57.57,679.84
GROWW,EQ,186.9,1.68,117253.52,363.71,679.73
ANGELONE,EQ,329.8,8.5,30077.72,208.05,670.73
DIXON,EQ,11015,2.18,66973.29,5.86,646.27
HAL,EQ,4339.9,0.31,290241.66,14.39,624.36
ZYDUSLIFE,EQ,1017.7,2.68,102404.43,58.77,604.18
TEJASNET,EQ,467.55,7.06,8310.32,121.43,563.76
SOLARINDS,EQ,18100,0.45,163787,3.03,554.31
LENSKART,EQ,492.65,3.44,85544.53,112.91,553.38
TMPV,EQ,360.5,2.08,132760.75,151.2,547.07
GLAND,EQ,2236.1,3.69,36841.18,23.57,527.15
OLAELEC,EQ,36.62,4.84,16152.46,1314.78,484.1
PERSISTENT,EQ,5068,2.51,79947.7,9.12,468.22
BHEL,EQ,399.6,1.1,139143.25,116.44,465.26
OFSS,EQ,9675,2.83,84232.92,4.47,436.74
SUVEN,EQ,272,7.69,7173.2,162.31,433.75
FIRSTCRY,EQ,221.02,1.89,11538.35,185.11,426.81
DHANUKA,EQ,1178,8.48,5310.23,34.66,416.12
WIPRO,EQ,195.5,1.73,205216.62,205.35,402.56
GOLDBEES,EQ,130.84,0.88,58428.38,307.68,401.46
HYUNDAI,EQ,1783,0.06,144876.08,22.22,395.84
POWERGRID,EQ,298.25,0.57,277390.51,125.8,374.83
POWERINDIA,EQ,33045,0.75,147289.37,1.08,361.08
GRSE,EQ,2649.7,2.63,30352.84,13.43,354.86
GNFC,EQ,542.4,4.49,7970.06,64.91,350.64
ASHOKLEY,EQ,151.2,0.04,88812.68,220.07,333.15
DRREDDY,EQ,1334,0.21,111340.43,24.88,331.42
LODHA,EQ,895,4.34,89410.4,36.57,325.07
PATANJALI,EQ,469.9,2.88,51130.22,68.39,322.25
APOLLOHOSP,EQ,8042,0.27,115631.62,3.96,318.55
SEAMECLTD,EQ,1551,3.95,3943.42,19.62,318.23
MOTHERSON,EQ,131.5,2.14,138785.28,240.15,314.81
NLCINDIA,EQ,359,3.12,49780.25,87.23,314.01
POLYCAB,EQ,9170,0.21,138060.9,3.37,310.7
TATAPOWER,EQ,413.9,2.36,132255.1,74.54,307.61
IOC,EQ,135.08,2.48,190749.69,223.33,301.47
MUTHOOTFIN,EQ,3300,0.28,132484.6,9.08,298.89
TATATECH,EQ,669.5,6.37,27185.17,44.73,295.04
LUPIN,EQ,2291.9,1.75,104789.3,12.43,283.25
MOBIKWIK,EQ,199.3,5.44,1569.09,140.26,282.55
HEROMOTOCO,EQ,5000,0.87,100046.47,5.6,280.14
GODFRYPHLP,EQ,2337.1,0.96,36454.5,11.86,277.51
RADICO,EQ,3591,3.45,48094.75,7.64,276.3
LATENTVIEW,EQ,324.1,4.99,6706.44,82.1,269.4
PURVA,EQ,232,8.88,5501.87,112.13,268.93
ECLERX,EQ,1557.9,5.66,14652.16,16.82,265.38
VBL,EQ,514.95,0.67,174171.34,51.3,264.7
SWIGGY,EQ,261.5,2.91,72182.2,101.98,264.35
KISSHT,EQ,229,10.71,3858.26,118.99,264.17
MPHASIS,EQ,2218.2,3.24,42336.29,11.76,263.22
SBILIFE,EQ,1887.7,1.47,189353.7,13.52,254.33
LAURUSLABS,EQ,1345,1.33,72610.71,18.8,252.53
ATGL,EQ,619.5,1.54,68133.23,38.34,240.36
DLF,EQ,577.4,0.74,142924.69,41,237.33
KPITTECH,EQ,745.55,5.34,20438.79,32.16,237.3
CANBK,EQ,126.19,1.03,114462.55,187.23,236.13
AUROPHARMA,EQ,1513.9,0.89,87927.56,15.39,233.05
WOCKPHARMA,EQ,1615.4,2.79,26247.92,14.07,226.13
MAXHEALTH,EQ,1064,0.51,103553.14,21.03,225.4
JIOFIN,EQ,233.09,0.2,153912.63,95.9,224.69
DIVISLAB,EQ,6908,1.07,183385.7,3.22,222.6
DREDGECORP,EQ,994,14.81,2783.2,22.13,216.95
HINDPETRO,EQ,371.25,3.44,78995.41,58.5,216.32
IGL,EQ,157.5,3.86,22050.03,135.82,212.17
TRENT,EQ,4073.9,1.03,144822.04,5.19,211.73
BANKBARODA,EQ,260.6,0.21,134765.7,79.58,207.6
GLENMARK,EQ,2409,2.95,67982.17,8.56,204.34
LTM,EQ,4255,4.43,126157.91,4.72,200.48
BPCL,EQ,286.9,2.17,124469.64,69.56,199.62
INDHOTEL,EQ,650,0.22,92523.09,30.47,199.48
CDSL,EQ,1208.7,2.07,25261.83,16.54,199.3
FEDERALBNK,EQ,286.45,0.88,70592.09,69.05,197.68
JSWENERGY,EQ,531,0.37,93312.22,36.22,193.91
LIQUIDCASE,EQ,114.13,0.03,9481,167.46,191.11
MEESHO,EQ,193.05,1.39,88560.68,98.93,190.35
PAYTM,EQ,1120,1.35,71700.18,16.94,189.38
PAGEIND,EQ,38750,3.32,43221.26,0.48,184.25
ICICIPRULI,EQ,523,1.47,75857.62,34.47,180.03
BANKINDIA,EQ,138.7,0.35,63145.5,127.48,176.88
NIFTYBEES,EQ,267.75,0.06,62691.42,65.51,175.81
ACUTAAS,EQ,2890.3,3.26,23663.21,6.1,175.64
PFC,EQ,430.3,0.12,142003.38,39.91,172.27
BIOCON,EQ,429.85,0.84,69674.72,39.84,171.51
TATSILV,EQ,25.72,0.19,5496.76,659.43,170.2
CGPOWER,EQ,819.5,1.33,129066.07,20.55,168.47
GODREJCP,EQ,1022.5,0.8,104626.76,16.37,167.76
FSL,EQ,242.1,3.5,16874.15,68.06,167.2
INDIANB,EQ,816.9,0.85,110033.49,20.21,164.69
VOLTAS,EQ,1301,3.85,43048.1,12.72,164.58
AGIIL,EQ,380,0.3,4749.9,42.72,164.29
SOMANYCERA,EQ,499,11.91,2046.54,32,161.09
PNB,EQ,101.35,1.87,116480.98,156.27,157.91
HDFCAMC,EQ,2658.5,1.27,113908.3,5.94,157.88
ENRIN,EQ,3148.5,2.87,112124.54,4.96,155.36
DELHIVERY,EQ,459.5,0.82,34403.57,33.25,152.59
YESBANK,EQ,21.95,0.64,68880.06,687.81,150.98
NAVINFLUOR,EQ,7069,2.38,36242.31,2.12,150.5
BRITANNIA,EQ,5410,0.55,130309.75,2.72,147.39
STALLION,EQ,165.75,15.84,1924.12,90.61,146.24
CMPDI,EQ,232,3.35,16564.8,61.57,144.23
GRANULES,EQ,767,4.86,19006.02,18.72,142.02
AEROFLEX,EQ,383.3,3.9,5072.24,37.21,141.87
TORNTPHARM,EQ,4450,1.28,150603.95,3.14,140.28
SEDEMAC,EQ,2042,3.51,9017.78,6.69,136.45
GRWRHITECH,EQ,5510,2.36,12801.05,2.43,136.07
PGEL,EQ,465,1.4,13268.43,29.08,135.79
SAREGAMA,EQ,393.75,0.36,7591.87,34.42,135.51
TATAELXSI,EQ,4189.5,0.84,26083.43,3.18,134.34
NAUKRI,EQ,935.95,1.08,60688.93,14.12,133.12
NAM-INDIA,EQ,1083.9,0.08,69184.2,12.13,131.12
IDBI,EQ,73.42,5.64,78944.14,175.26,128.21
HIRECT,EQ,1003.1,10.21,3447.88,12.77,126.47
JKPAPER,EQ,395,6.37,6691.39,31.25,122.84
TANLA,EQ,523,5.7,6935.89,23.27,122.32
ITBEES,EQ,32.46,3.51,3483.34,375.95,122.14
NHPC,EQ,79.03,1.7,79385.91,150.77,118.61
RAYMOND,EQ,523,4.07,3481.81,22.69,117.36
INDUSINDBK,EQ,896,0.43,69808.34,13.04,116.92
LIQUID1,EQ,1104.86,0.01,1675.6,10.52,116.22
FRACTAL,EQ,940,1.67,16164.72,12.16,116.09
DEEPAKFERT,EQ,1327,4.29,16751.76,8.66,115.6
HEXT,EQ,508,4.32,31039.61,22.49,113.89
ENGINERSIN,EQ,243.55,2.53,13688.54,46.35,113.66
SAILIFE,EQ,1128,1.35,23916.25,10.08,113.22
PIIND,EQ,3120.4,0.78,47342.12,3.59,113.13
NUVAMA,EQ,1461.5,1.52,26625.55,7.77,112.99
HDFCLIFE,EQ,611.25,1.04,131896.72,17.79,109.04
ABCAPITAL,EQ,350.65,0.16,91898.87,30.21,105.99
KOPRAN,EQ,169.29,2.48,817.46,59.97,105.3
RISHABH,EQ,526,12.91,2027.85,19.95,104.91
MFSL,EQ,1620,1.14,55908.59,6.42,104.11
APARINDS,EQ,12280,1.04,49326.69,0.82,100.49
BBOX,EQ,940,0.51,16684.55,10.62,99.92
MANAPPURAM,EQ,316,3.23,26747.34,31.94,99.73
PARAS,EQ,761.95,2.47,6140.35,13.05,99.39
UNIONBANK,EQ,158.98,0.06,121359.06,62.34,99.38
GMDCLTD,EQ,641.5,1.37,20399.7,15.44,99.1
SAGILITY,EQ,42.7,3.19,19989.27,228.2,94.86
BLACKBUCK,EQ,536.2,1.73,9753.29,17.68,93.99
BANDHANBNK,EQ,190.71,0.19,30722.97,48.02,91.73
BSOFT,EQ,321.5,3.84,8986.13,28.35,91.71
LALPATHLAB,EQ,1695.2,2.97,28417.95,5.4,91.69
JUBLFOOD,EQ,475.35,4.03,31365.74,19.09,90.24
PIDILITIND,EQ,1454.9,0.32,148076.14,6.17,90.15
COROMANDEL,EQ,1878.7,2.26,55424.4,4.75,89.44
SAKSOFT,EQ,142.16,6.68,1884.35,59.55,88.89
KPL,EQ,2004,9.13,2079.39,4.57,87.99
IDFCFIRSTB,EQ,67.71,0.18,58286.9,128.61,87.51
KFINTECH,EQ,825.55,1.51,14244.62,10.58,87.29
GODREJPROP,EQ,1712.5,1.55,51581.83,4.98,85.71
RECLTD,EQ,334.25,0.16,88015.51,25.21,84.46
NEULANDLAB,EQ,16639,1.91,21347.65,0.5,82.41
BDL,EQ,1310.9,0.13,48052.68,6.23,81.83
TATAGOLD,EQ,15.32,0.72,6007.55,527.98,80.78
AMBUJACEM,EQ,431,0.2,106535.59,18.56,80.28
SHADOWFAX,EQ,191.99,3.44,11204.95,41.69,79.4
PNBHOUSING,EQ,1063,1.7,27696.42,7.35,78.17
CAMS,EQ,777.7,0.64,19285.75,10.02,78.1
SYRMA,EQ,981,1.14,18916.67,8.02,78.04
MMTC,EQ,64.2,3.77,9630,119.4,77.9
ZEEL,EQ,87.72,3.72,8425.68,88.8,77.37
SIEMENS,EQ,3545,0.28,126244.72,2.14,76.08
DECNGOLD,EQ,135.05,10.88,2672.66,55.86,75.11
RPOWER,EQ,27.06,1.35,11191.4,274.38,74.19
ANANTRAJ,EQ,482.45,1.3,17362.26,15.34,74.13
HBLENGINE,EQ,750,0.56,20789.62,9.76,73.55
INOXWIND,EQ,96.24,1.57,16632.56,75.96,73.33
COLPAL,EQ,2190,1.8,59564.85,3.34,73.28
CARTRADE,EQ,1815,1.73,8698.94,3.97,72.92
DEEPAKNTR,EQ,1800,2.95,24550.75,3.97,72.46
DSSL,EQ,1574.9,13.89,2005.96,4.71,70.82
MANINDS,EQ,563.3,1.7,4225.29,12.41,69.41
BLUESTARCO,EQ,1680,2.83,34543.28,4.09,68.49
GPIL,EQ,290.3,2.47,19489.72,23.58,68.36
THERMAX,EQ,4404,0.24,52476.43,1.55,68.34
MARSONS,EQ,147,4.62,2529.87,47.03,68.19
AVALON,EQ,1353,2.73,9033.46,5.07,67.99
BALRAMCHIN,EQ,550,1.64,11107.27,12.09,66.8
BLS,EQ,262,2.87,10787.61,25.29,66.4
KIRLOSIND,EQ,3450,12.98,3625.73,1.99,66.34
KTKBANK,EQ,248.2,2.2,9386.47,26.33,65.69
LTTS,EQ,3558,0.24,37715.65,1.8,65.63
THANGAMAYL,EQ,3698,4.26,11494.13,1.78,65.45
NH,EQ,1883.6,0.93,38493.4,3.46,65.28
TIINDIA,EQ,2870,1.95,55549.67,2.23,64.3
LIQUIDPLUS,EQ,1085.91,0.01,699.43,5.91,64.23
SONACOMS,EQ,578.9,2,35999.34,10.97,63.45
SHYAMMETL,EQ,905.9,2.17,25286.55,6.99,63.05
PRAJIND,EQ,385.8,5.79,7091.51,16.16,61.6
HAVELLS,EQ,1209.8,1.26,75885.53,5.02,60.81
TARIL,EQ,296.5,1.38,8899.92,20.49,60.81
PARADEEP,EQ,124.05,2.56,12878.51,49.23,60.73
