Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
GESHIP,EQ,1682,9.66,24013.44,182.06,3067.76
BHARTIARTL,EQ,1937.1,1.66,1180328.3,138.89,2684.93
HDFCBANK,EQ,768.8,0.17,1183608.8,298.12,2282.47
BSE,EQ,4119,2.96,168007.45,50.54,2050.5
ICICIBANK,EQ,1251.7,0.58,897388.6,139.19,1731.1
IDEA,EQ,12.98,0.23,140629.26,13244.18,1687.31
JINDRILL,EQ,649,11.51,1880.87,240.8,1561.97
GLAND,EQ,2153,15.24,35472.06,71.32,1516.51
INFY,EQ,1145.6,2.38,464612.21,120.96,1372.9
SILVERBEES,EQ,253.53,1.47,33596.26,494.13,1247.49
SOLARINDS,EQ,18011,4.03,162981.64,6.89,1225.76
HINDCOPPER,EQ,580.25,1.75,56111.57,161.85,942.25
TECHM,EQ,1437,4.85,140819.41,62.05,867.36
SCI,EQ,344,3.8,16023.49,252.08,866.58
TCS,EQ,2289.9,1.14,828505.86,37.73,859.23
LT,EQ,3911,0.05,538023.82,17.72,689.63
SUNPHARMA,EQ,1904,1.37,456822.61,34.56,654.86
COFORGE,EQ,1348.1,5.15,45270.36,43.93,582.74
BAJFINANCE,EQ,922,1.27,574001.64,63.87,581.84
KOTAKBANK,EQ,391.45,1.14,389354.37,145.76,565.82
TDPOWERSYS,EQ,1325,1.04,20700.27,40.15,528.95
SENORES,EQ,1133,7.87,5217.87,45.97,523.87
INDUSTOWER,EQ,431.95,0.42,113955.44,121,520.15
ADANIENSOL,EQ,1330.2,2.04,159794.62,40.09,517.53
WHEELS,EQ,1600,9.04,3909.28,28.46,453.16
ITC,EQ,310.95,0.48,389683.26,144.23,446.13
BEL,EQ,426.95,0.78,312091.01,104.52,441.31
WAKEFIT,EQ,149.2,4.15,4923.1,279.15,434.63
TMCV,EQ,381,0.81,140296.83,114.22,428.3
SUVEN,EQ,253.38,20,6682.15,172.92,415.53
GOLDBEES,EQ,129.8,0.3,58115.04,308.78,399.49
APOLLO,EQ,320,8.64,11433.36,131.03,395.51
POLICYBZR,EQ,1749,3.6,80925.02,22.12,381.01
JSWSTEEL,EQ,1289,0.8,315219.02,29.65,380.74
WIPRO,EQ,192.49,1.31,202005.63,163.27,312.21
OFSS,EQ,9455,4.88,82317.55,3.32,308.33
RAYMOND,EQ,508,12.01,3381.95,62.28,306.97
BBOX,EQ,941,7.08,16702.3,33.14,304.72
JSWENERGY,EQ,530,2.9,93136.49,58.5,303.69
CUPID,EQ,120.85,0.41,16250.22,247.15,300.83
HCLTECH,EQ,1146.5,1.23,311121.7,25.89,294.72
FCL,EQ,30.52,19.97,3554.06,989.64,287.99
ARVIND,EQ,471.7,4.57,12363.95,59.75,279.72
PERSISTENT,EQ,4960,5.48,78244,5.73,277.84
POLYCAB,EQ,9169,0.18,138045.85,2.95,267.89
ULTRACEMCO,EQ,11565,0.68,340796.46,2.34,267.67
POWERINDIA,EQ,32930,1.21,146776.79,0.82,265.56
LAURUSLABS,EQ,1329.3,0.43,71763.14,19.25,254.58
TATSILV,EQ,25.69,1.7,5550.46,980.98,251.13
LIQUIDCASE,EQ,114.11,0.02,9422.56,215.02,245.36
HDFCSILVER,EQ,253.5,1.84,8279.85,96.64,243.87
LENSKART,EQ,478.9,2.06,83156.96,51.88,243.27
WOCKPHARMA,EQ,1571,1.62,25526.48,15.29,239.07
GRASIM,EQ,2955,0.72,201095.04,8,234.67
ABB,EQ,6445,1,136574.95,3.7,234.67
VBL,EQ,513.65,1.96,173731.64,45.94,232.6
DIVISLAB,EQ,6834.5,1.09,181434.5,3.4,229.81
NIFTYBEES,EQ,267.7,0.15,62647.59,81.88,217.59
BAJAJFINSV,EQ,1750,1.27,280096.25,11.99,208.2
VMM,EQ,122,2.53,57013.38,171.48,206.89
FEDERALBNK,EQ,283.55,0.8,69877.42,72.12,203.95
LODHA,EQ,857.8,0.92,85694.13,23.54,198.44
DLF,EQ,574.85,1.43,142293.48,35.11,198.04
PINELABS,EQ,155,1.65,17798.28,125.72,191.41
VOLTAS,EQ,1254.9,1.97,41522.73,15.03,185
ASTEC,EQ,746.7,10.49,1663.81,24.06,184.17
LTM,EQ,4094.5,3.18,121399.19,4.47,180.74
NHPC,EQ,77.69,1.17,78039.88,229.08,176.73
COHANCE,EQ,428.95,1.36,16410.22,39.65,165.53
MAXHEALTH,EQ,1059.2,0.87,103085.98,15.58,163.36
GVT&D,EQ,4428.7,1.98,113395.33,3.69,160.68
CARBORUNIV,EQ,1103.5,0.1,21020.85,14.03,158.99
MEESHO,EQ,191.2,0.29,87712,83.26,156.83
SILVERIETF,EQ,265,1.77,16217.99,58.16,153.29
BALAMINES,EQ,1767.7,3.6,5727.52,8.83,151.21
MARKSANS,EQ,219,5.57,9924.29,63.63,136.57
KFINTECH,EQ,812.6,0.54,14021.18,16.76,133.97
GODREJIND,EQ,1156.05,1.85,38936.32,11.2,129.9
INDUSINDBK,EQ,890,0.41,69340.88,14.22,125.86
NYKAA,EQ,273.15,0.28,78213.29,46.19,124.87
MPHASIS,EQ,2155,3.45,41130.06,5.72,121.5
STLTECH,BE,423,0.76,20648.01,29.64,120.71
SAILIFE,EQ,1128,3.4,23916.25,10.98,119.68
UPL,EQ,639.85,1.2,54014.17,18.51,116.76
TORNTPOWER,EQ,1525,4.02,76845.29,7.61,113.59
LIQUID1,EQ,1104.72,0.01,1662.07,9.87,108.99
SOLEX,EQ,1365.1,3.69,1474.65,7.78,108.51
TATAGOLD,EQ,15.23,0.33,6023.43,697.14,105.83
IPCALAB,EQ,1650,2.8,41861.2,6.35,103.98
SAKAR,EQ,766.2,9.98,1704.79,13.48,103.3
ZENTEC,EQ,1572,1.1,14193.64,6.73,102.12
GLENMARK,EQ,2353,1.17,66401.85,4.29,100.06
ACUTAAS,EQ,2795,2.34,22882.98,3.52,97.9
IREDA,EQ,127.45,0.28,35803.65,76.87,96.12
TATAELXSI,EQ,4157,0.76,25881.08,2.3,94.66
SASKEN,EQ,1839.7,7.61,2793.86,4.95,89.35
CHAMBLFERT,EQ,457.85,1.77,18343.78,19.23,87.51
ZAGGLE,EQ,219,3.98,2944.64,38.67,82.39
KPITTECH,EQ,709.5,0.82,19450.5,11.66,81.96
GOLDETF,EQ,152.7,0.37,3496.56,53.29,80.93
SANSTAR,EQ,110.99,10.36,2022.73,73.85,80.64
GOLDIETF,EQ,134.24,0.34,27944.19,59.33,79.51
MFSL,EQ,1611,0.44,55597.99,4.91,78.43
