Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
ICICIBANK,EQ,1267.2,0.19,908380.22,189.8,2406.59
TATACONSUM,EQ,1270.9,8.05,125714,192.03,2385.87
IDEA,EQ,12.19,8.45,132070.16,18608.35,2242.31
MCX,EQ,3187,2.88,81265.9,62.46,1973.14
BSE,EQ,3918.1,0.27,159813.06,46.62,1820.82
HFCL,EQ,149.41,5.85,22868.73,1126.74,1667.13
AFFLE,EQ,1642,9.01,23118.77,88.58,1455.73
RAIN,EQ,163.95,14,5514.39,876.15,1431.8
ATHERENERG,EQ,963,5.24,36851.43,134.73,1298.71
SCI,EQ,342,0.87,15930.33,363.83,1268.01
JBMA,EQ,684,5.25,16176.21,150.67,1029.42
MAPMYINDIA,EQ,1056,10.41,5782.77,74.89,806.27
COFORGE,EQ,1373,0.36,46106.52,56.41,777.2
VEDL,EQ,299,0.86,116920.6,257.39,767.05
SILVERBEES,EQ,241.03,0.36,32846.93,317.61,766.62
HYUNDAI,EQ,1905,2.82,154789.08,40.08,762.74
ADANIPORTS,EQ,1766.5,0.35,406994.37,41.11,723.15
BANKBARODA,EQ,266.05,0.81,137584.09,260.4,693.1
ADANIGREEN,EQ,1391,2.6,228317.89,41.89,574.34
UPL,EQ,669,3.56,56474.92,78.81,525.39
BIOCON,EQ,392.05,3.06,63547.69,129.28,503.82
MTARTECH,EQ,6560.5,1.4,20179.83,7.77,494.44
NIVABUPA,EQ,83.7,2.96,15463.21,556.3,480.47
SUNPHARMA,EQ,1875,1.47,449864.71,25.65,480.1
TCS,EQ,2400,0.23,868341,19.75,473.58
BANKINDIA,EQ,144.1,3.1,65603.94,319.71,460.7
HINDUNILVR,EQ,2309.9,0.97,542732.09,19.04,437.98
OLAELEC,EQ,37,2.55,16320.07,1135.99,420.89
SONACOMS,EQ,595,2.71,36999.89,64.86,383.43
LAURUSLABS,EQ,1270,3.39,68561.79,30.26,380.11
KISSHT,EQ,210.4,0.85,3544.88,172.75,368.63
INDUSTOWER,EQ,410.75,1.6,108362.54,85.34,349.41
HINDCOPPER,EQ,572.6,0.6,55371.8,59.57,340.3
WOCKPHARMA,EQ,1626,1.21,26420.15,20.45,333.32
ADVENZYMES,EQ,390,9.17,4365.15,79.87,322.02
OLECTRA,EQ,1372,2.33,11261.48,22.97,316.32
MAXHEALTH,EQ,1040,2.72,101217.35,30.43,313.87
COALINDIA,EQ,463.65,1.59,285734.9,62.58,288.89
NORTHARC,EQ,313.4,9.08,5063.66,92.54,287.93
GALLANTT,EQ,899,3.42,21691.16,30.27,274.54
DATAPATTNS,EQ,4128.4,0.61,23112.42,6.54,270
KIMS,EQ,777,8.28,31090.8,34.19,260.34
EMMVEE,EQ,275.55,2.89,19077.57,92.48,256.56
PPLPHARMA,EQ,183.97,2.29,24454.18,138.84,256.43
TORNTPHARM,EQ,4518,3.13,152905.31,5.68,255.68
VIJAYA,EQ,1330,4,13662.42,18.77,252.18
FORTIS,EQ,976.6,2.55,73729.21,25.67,248.59
SYNGENE,EQ,479.5,4.67,19320.95,51.31,246.53
MARICO,EQ,840.55,1.11,109115.91,27.1,228.17
KEI,EQ,5110,0.2,48851.9,4.43,227.78
LIQUIDCASE,EQ,114.01,0.02,9251.09,192.79,219.76
IOLCP,EQ,108.65,12.14,3189.18,199.26,215.82
SOLARINDS,EQ,16250,0.9,147046.34,1.33,214.59
SILVERIETF,EQ,251.85,0.38,15605.12,84.27,212.07
PAYTM,EQ,1192.1,0.42,76307.47,17.68,210.55
LICHSGFIN,EQ,588.25,1.16,32357.46,35.17,206.57
TATSILV,EQ,24.48,0.45,5601.89,819.57,200.71
ONGC,EQ,280.45,0.45,352813.93,69.48,194.6
GRINDWELL,EQ,1806,7.19,19996.03,10.6,192.96
MOBIKWIK,EQ,228.16,4.76,1796.31,84.95,191.12
SYRMA,EQ,1118,1.62,21558.45,16.83,188.23
LLOYDSENGG,EQ,66.23,5.34,9260.61,264.71,173.78
NLCINDIA,EQ,330.7,0.76,45856.07,51.95,171.48
GRASIM,EQ,2983,0.49,203000.4,5.68,169.18
SRF,EQ,2800,0.69,82998.95,5.97,167.12
BBOX,EQ,791.5,5.76,14048.75,21.14,166.83
MANKIND,EQ,2458.6,1.14,101497.97,6.72,165.14
PWL,EQ,110.15,1.49,31499.51,145.92,163.43
SAGILITY,EQ,45.08,2.01,21103.43,363.44,162.13
ACUTAAS,EQ,2814,2.91,23038.53,5.75,159.92
JSWINFRA,EQ,286.95,1.16,60259.54,54.4,156.56
WELCORP,EQ,1329,2.87,35057.78,11.76,155.61
EXPLEOSOL,EQ,874.85,3.84,1357.74,16.38,154.2
GRANULES,EQ,755.05,0.28,18709.91,20.49,154.17
NATCOPHARM,EQ,1207.1,2.76,21620.35,12.71,151.25
APLAPOLLO,EQ,1953.4,0.25,54237.79,7.76,151.12
DELHIVERY,EQ,479.55,0.09,35903.64,31.38,149.96
BIRLACORPN,EQ,1070.5,7.59,8243.42,14.01,148.83
KPITTECH,EQ,733.9,0.65,20119.41,19.91,145.07
ACMESOLAR,EQ,295,4.31,17876.17,50.21,144.28
PARACABLES,EQ,60.64,9.99,1850.79,242.29,142.66
SHAKTIPUMP,EQ,556.1,1.1,6862.16,23.17,129.16
JBCHEPHARM,EQ,2212.7,2.93,35526.82,5.84,128.48
SBILIFE,EQ,1878.1,0.32,188390.73,6.73,126.59
OIL,EQ,455.1,0.2,74026.92,27.28,124.84
HDFCSILVER,EQ,241.57,0.56,7913.38,50.66,122.33
AVANTEL,EQ,166.28,1.18,4418.24,71.95,120.67
ZENTEC,EQ,1645.8,1.27,14859.99,7.19,115.51
ENDURANCE,EQ,2628,3.92,36966.2,4.33,113.73
LLOYDSME,EQ,1755,1.08,95676.38,6.21,108.21
ABBOTINDIA,EQ,27845,4.29,59168.68,0.39,107.56
GESHIP,EQ,1590,0.11,22699.98,6.75,106.85
NH,EQ,1884.1,3.5,38503.62,5.48,102.46
SASKEN,EQ,1634.6,20,2482.38,6.3,99.94
NAVINFLUOR,EQ,7093,0.73,36365.36,1.39,98.27
SIRCA,EQ,424,0.21,2408.01,23.27,98.16
RADICO,EQ,3486.5,0.27,46683.51,2.77,96.81
AGIIL,EQ,380.5,2.53,4756.15,25.2,95.34
STLTECH,EQ,394.7,4.99,19266.59,23.86,94.19
SONATSOFTW,EQ,300.25,1.04,8419.76,31.63,93.99
SHAILY,EQ,2742,2.34,12600.89,3.57,93.91
ZYDUSLIFE,EQ,960.1,2.13,96608.53,9.78,92.71
MIRCELECTR,EQ,45.7,6.95,1688.12,196.23,90.83
GAEL,EQ,167.5,0.62,7682.73,52.54,89.88
APARINDS,EQ,12869,0.46,51692.6,0.69,88.18
CMSINFO,EQ,294.2,1.59,4843.64,28.73,86.41
SHILPAMED,EQ,460.5,5.38,9006.54,17.91,82.23
RKFORGE,EQ,619.4,1.5,11213.04,13.02,81.39
QPOWER,EQ,1273.4,0.61,9861.73,5.99,75.65
ASTRAL,EQ,1577,0.46,42366.13,4.71,74.27
LIQUIDBETF,EQ,1080.99,0.01,624.94,6.85,74.01
DIACABS,EQ,175.35,1.45,9240.44,42.56,73.88
GRAVITA,EQ,1780,0.96,13137.9,4.13,73.83
NAZARA,EQ,270.6,0.74,10024.78,27.32,73.69
SAILIFE,EQ,1126,0.93,23846.34,6.34,71.39
EIEL,EQ,219,0.84,3844.11,32.23,71.17
IKS,EQ,1745,2.86,29939.52,4.08,70.77
E2E,BE,3600.3,4.83,7400.95,1.97,70.4
RATNAMANI,EQ,3100,8.04,21728.52,2.35,70.13
ZFCVINDIA,EQ,14612,0.28,27715.43,0.47,69.48
ECLERX,EQ,1695,1.58,15941.6,4.14,69.37
RELIGARE,EQ,229.3,2.83,7633.18,30.28,69.02
DSSL,EQ,1440,10.36,1834.14,4.8,67.95
IIFL,EQ,461.5,0.04,19627.11,14.39,65.92
ARVIND,EQ,443,1.84,11611.68,14.85,65.37
AARTIIND,EQ,485.5,0.01,17603.96,13.29,65.19
MARKSANS,EQ,204.83,3.58,9282.15,31.95,65.08
PARKHOSPS,EQ,261,4.5,11273.4,24.4,63.54
VTL,EQ,607,4.53,17559.41,10.5,63.28
IBULLSLTD,EQ,20.8,4.37,4834.71,319.98,63.2
NRBBEARING,EQ,326,2.52,3159.68,19.11,62.9
JKPAPER,EQ,392,3.43,6640.57,15.76,61.68
JINDWORLD,EQ,29.9,11.44,2997.78,201.94,61.05
SILVERCASE,EQ,25.62,0.59,1375.76,233.6,59.82
SHARDACROP,EQ,1157,3.08,10438.51,5.08,58.42
CERA,EQ,6150,6.36,7931.99,0.97,58
NAVA,EQ,731,0.54,20687.39,7.94,57.84
CASHIETF,EQ,1061.46,0.01,809.65,5.44,57.72
SGMART,EQ,600.15,0.11,7561.89,9.76,57.55
APTUS,EQ,284.5,0.6,14246.13,20,56.88
VIDYAWIRES,EQ,94.19,3.12,2003.35,61.53,56.82
CYIENT,EQ,920,1.69,10223.61,6.03,54.86
LIQUIDPLUS,EQ,1084.76,0.01,748.62,5.06,54.85
STYLEBAAZA,EQ,414.9,0.19,3095.87,12.88,53.65
FIVESTAR,EQ,467,1.03,13756.24,11.41,53.04
HEXT,EQ,503,3.56,30734.1,10.66,52.88
NTPCGREEN,EQ,107.99,0.43,90995.93,49.18,52.73
GULPOLY,EQ,191.3,2.01,1193.15,26.21,52.29
GREAVESCOT,EQ,177.5,3.58,4134.09,29.39,51.5
KRISHNADEF,EQ,1284,7.58,1917.45,3.95,50.1
EMCURE,EQ,1674.8,1.94,31752.46,2.86,48.21
HERITGFOOD,EQ,378,4.25,3507.69,12.75,48
SERVOTECH,EQ,97.1,2.16,2192.96,48.59,47.87
OSWALPUMPS,EQ,420,2.29,4787.05,11.44,47.65
SBC,EQ,34.6,0.96,1647.62,136.81,47.27
JSLL,EQ,772,3.17,9596.02,6.14,47.17
BHARATWIRE,EQ,251.45,0.27,1724.56,18.14,45.49
LIQUID1,EQ,1103.69,0.01,1589.28,4.05,44.71
AEGISVOPAK,EQ,211.8,0.27,23467.26,21.35,44.41
CLEANMAX,EQ,1237.3,4.1,14486.21,3.59,43.96
FEDFINA,EQ,152.25,3.3,5697.98,29.02,43.56
SILVER,EQ,251.7,0.54,3260.02,17.21,43.31
EMBDL,EQ,72.4,3.46,10068.19,60.51,43.21
WELSPUNLIV,EQ,135.6,1.35,13006.11,31.8,42.84
JAIBALAJI,EQ,86.5,3.56,7891.02,48.58,42.01
KMEW,EQ,2204,3.62,5387.48,1.9,41.35
RATEGAIN,EQ,650.45,2.47,7686.07,6.17,40.22
METROPOLIS,EQ,554.5,0.91,11496.32,7.15,39.8
MANORAMA,EQ,1605,1.83,9583.22,2.49,39.41
ELPROINTL,EQ,166.44,15.62,2820.81,23.63,39.4
LXCHEM,EQ,166.4,0.95,4612.8,23.82,39.3
MEDANTA,EQ,1239,3.2,33310.75,3.11,38.23
BLISSGVS,EQ,273,1.24,2888.04,13.97,38.14
MUNJALAU,EQ,93,8.96,930,38.01,35.69
CPPLUS,EQ,2515,0.27,29626.22,1.42,35.53
TIMKEN,EQ,3629,0.95,27296.88,1,35.52
VIYASH,EQ,225,2.46,9829.52,15.59,34.84
ELLEN,EQ,298.8,5.01,4211.16,11.46,34.44
HEMIPROP,EQ,156.2,1.29,4451.7,21.87,33.43
BALRAMCHIN,EQ,527,0.81,10642.79,6.21,32.64
GLAND,EQ,1911,0.35,31484.95,1.67,32.08
