Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HAPPSTMNDS,EQ,412,2.88,6273.72,660.88,2860.77
FACT,EQ,870.4,9.55,56321.14,251.91,2204.25
JINDALSAW,EQ,198.6,19.75,12700.63,938.43,1780.48
APOLLOPIPE,EQ,419.2,9.71,1846.5,331.32,1390.73
TEJASNET,EQ,465.45,0.23,8266.61,240.61,1155.91
ATGL,EQ,566.9,19.99,62348.23,189.61,1037.1
SHAKTIPUMP,EQ,529.05,7.98,6528.37,166.5,929.37
NATIONALUM,EQ,397.6,2.28,73024.48,165.96,662.89
WIPRO,EQ,201.8,0.43,211647.79,291.99,592.74
ASTRAL,EQ,1739,4.71,46718.26,28.82,494.73
SUNPHARMA,EQ,1824,0.62,437628.39,25.1,459.59
COALINDIA,EQ,446.9,0.76,275412.33,99.76,447.77
ONGC,EQ,270.6,0.52,340422.36,161.3,436.98
HINDALCO,EQ,959.5,0.3,215621.38,44.57,429.31
GOLDBEES,EQ,132.66,0.35,59783.97,321.58,426.64
WAAREEENER,EQ,2675,0.73,76943.94,15.13,408.98
PREMIERENE,EQ,785,4.98,35560.06,52.24,407.16
JIOFIN,EQ,238.5,1.06,151522.43,164.96,395.4
NTPC,EQ,378.75,0.38,367261.23,99.64,379.93
ABB,EQ,6268.5,0.71,132834.76,6,376.98
TATAPOWER,EQ,384.65,0.88,122908.74,96.8,375.67
IOC,EQ,160.6,0.41,226787.09,227.03,365.93
SUPREMEIND,EQ,4032.5,2.5,51223.59,8.34,334.39
AUROPHARMA,EQ,1302.9,1.32,75672.64,25.42,332.73
GUJGASLTD,EQ,390,3.96,26847.21,81.57,327.98
DRREDDY,EQ,1322.4,0.59,110370.41,24.54,325.59
OIL,EQ,480.5,2.11,78158.5,65.45,313.44
HGINFRA,EQ,520.95,6.2,3395.09,55.81,305.79
STLTECH,EQ,190.4,5.7,9293.5,144.14,272.79
SUZLON,EQ,41.67,0.53,57148.56,641.9,267.61
WABAG,EQ,1256,4.82,7825.07,20.87,266.94
KTKBANK,EQ,228,3.02,8622.35,115.55,265.23
PGEL,EQ,549.2,0.94,15671.02,46.09,255.63
GODFRYPHLP,EQ,2106.5,2.32,32857.56,11.82,251.53
EIEL,EQ,153,8.09,2685.61,149.68,238.35
ABSLAMC,EQ,1007.9,3.29,29106.7,23.08,232.39
HFCL,EQ,71.92,3.02,11008.09,319.37,228.32
