Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
ZYDUSWELL,EQ,412.05,5.95,13109.81,482.87,2059.71
NTPCGREEN,EQ,98.99,1.37,83412.24,1776.81,1777.17
BHARTIARTL,EQ,1803,0.09,1028089.59,89.71,1618.85
IFCI,EQ,57.11,5.86,15387.23,2170.7,1252.49
LTTS,EQ,3470,10.88,36780.65,34.33,1151.53
FACT,EQ,849.95,0.57,54997.88,107.64,932.46
KPIGREEN,EQ,404,2.36,7972.58,125.14,507.61
HINDUNILVR,EQ,2161.8,1.17,507934.64,22.99,497.92
MUTHOOTFIN,EQ,3329.1,2.62,133652.87,14.26,473.16
BRITANNIA,EQ,5810.5,0.41,139956.52,7.39,429.8
SYNGENE,EQ,420.6,4.08,16947.63,97.87,413.63
ACMESOLAR,EQ,255.07,6.24,15456.52,146.28,375.35
SWIGGY,EQ,282,0.39,77840.84,131.47,371.8
TATACONSUM,EQ,1082,2.29,107027.52,28.56,308.48
LIQUIDCASE,EQ,113.14,0.04,8681.15,258.35,292.27
ANGELONE,EQ,216.44,1.58,19675.59,104.03,222.96
NHPC,EQ,75.1,0.43,75438.21,267.62,201.49
REGAAL,EQ,88.5,0.92,909.1,216.31,192.22
AIIL,EQ,460,2.35,39064.37,40.92,191.96
FIRSTCRY,EQ,223.54,0.17,11669.73,76.91,175.38
MARICO,EQ,757.8,0.09,98372.73,22.32,169.4
NIVABUPA,EQ,72.1,2.91,13318.3,224.16,165.92
BHARATCOAL,EQ,36.08,0.75,16802.46,427.77,155.32
RCF,EQ,120.8,0.11,6664.39,118.5,145.69
SHAILY,EQ,1930,0.97,8869.33,6.58,127.91
LIQUIDPLUS,EQ,1076.53,0.04,820.05,11.35,122.23
CESC,EQ,159.75,0.21,21175.99,72.93,117.89
TOP10ADD,EQ,88,0.32,840.47,132.74,114.79
LIQUIDADD,EQ,1117.4,0.04,1828.75,8.41,93.97
LIQUID1,EQ,1095.28,0.04,1555.53,8.44,92.44
IPCALAB,EQ,1570,0.59,39831.56,5.91,92.21
CHOLAHLDNG,EQ,1550,4.26,29105.51,5.89,89.83
MANAPPURAM,EQ,257,0.57,21753.37,34.02,86.83
PHOENIXLTD,EQ,1562.8,0.17,55887.61,5.51,85.72
PRESTIGE,EQ,1259.6,0.55,54254.78,6.58,82.35
HYUNDAI,EQ,2018.2,1.18,163987.04,3.84,77.03
NUCLEUS,EQ,771.75,1.96,2031.66,9.52,76.24
THERMAX,EQ,3230,2.04,38487.48,2.36,75.52
RELIGARE,EQ,219,4,7243.53,33.69,73.58
ECLERX,EQ,1604.4,1.81,7544.75,3.73,57.07
LUMAXTECH,EQ,1442,3.55,9828.34,3.95,54.69
CGCL,EQ,170.02,0.57,16358.54,28.99,49.16
RAMKY,EQ,480.5,4.79,3324.95,9.97,47.34
AEQUS,EQ,118.99,2.94,7980.25,40.94,47.1
