Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
RELIANCE,EQ,1348.3,0.01,1824583.29,243.94,3286.44
VEDL,EQ,658.55,1.41,257518.61,244.58,1623.05
KNRCON,EQ,113,3.08,3177.95,1223.06,1446.02
ONGC,EQ,284.9,1.05,358412.15,448.67,1281.49
NATIONALUM,EQ,386.95,4.3,71068.47,317.98,1236.94
SILVERBEES,EQ,216.5,1.88,29754.39,567.82,1219.91
DALMIASUG,EQ,382,10.58,3091.88,310.62,1210.35
HINDALCO,EQ,888,2.46,199553.72,127.27,1136.19
SAIL,EQ,150.98,3.08,62362.67,708.51,1081.83
GOLDBEES,EQ,121.4,3.29,54234.67,725.14,869.95
COALINDIA,EQ,450.1,1.13,277384.4,191.15,868.27
DMART,EQ,4000,2.48,260293.23,17.39,684.1
POWERGRID,EQ,295.8,0.1,275111.86,231.06,684.05
WAAREEENER,EQ,3110,0.56,89456.32,17.99,556.7
GANECOS,EQ,838,7.34,2245.5,62.49,528.63
TECHM,EQ,1414.7,1.66,138618.14,30.49,421.23
LIQUIDCASE,EQ,113.43,0.06,8531.85,368.66,418.13
CHENNPETRO,EQ,971,1.17,14459.3,39.16,386.04
SAMMAANCAP,EQ,148.75,0.27,12326.42,253.88,379.11
URBANCO,EQ,118.2,3.18,18228.57,305.37,366.32
HINDZINC,EQ,511,0.26,215913.8,66.42,336.47
SETFGOLD,EQ,125.04,2.98,23403.4,246.63,305.75
GAIL,EQ,137.8,0.44,90604.87,218.11,302.58
IRB,EQ,21.75,6.25,13134.83,1046.93,231.89
TATSILV,EQ,21.97,2.19,5163.28,1008.11,219.87
PREMIERENE,EQ,898.75,0.55,40712.87,20.36,181.06
GOLDIETF,EQ,125.69,3.5,24474.85,145.55,180.53
THERMAX,EQ,3250,1.66,38725.8,5.41,174.07
TATAGOLD,EQ,14.19,2.9,5649.36,1220.96,171.18
EPL,EQ,205,3.23,6566.25,82.7,169.09
PETRONET,EQ,248,0.73,37200,61.95,154.43
SILVERIETF,EQ,225.58,2.1,14108.66,66.77,149.4
RENUKA,EQ,27.44,3.59,5840.58,525.56,146.53
LIQUID1,EQ,1097.9,0.05,1629.08,13.04,143.17
DWARKESH,EQ,45.4,7.97,841.27,289.84,135.27
PAGEIND,EQ,32185,1.19,35898.74,0.41,130.43
HDFCSILVER,EQ,217.35,2.89,7132.37,59.29,127.48
NAVINFLUOR,EQ,6166,1.83,31589.64,1.79,109.84
ACUTAAS,EQ,2565,0.79,20999.94,4.08,103.66
PRAJIND,EQ,319,0.73,5863.64,31.48,100.92
HDFCGOLD,EQ,124.95,2.89,21253.28,80.98,100.13
EIEL,EQ,141,2.17,2474.97,58.42,83.24
AIAENG,EQ,3600,4.09,33595.33,2.21,79.18
AFFLE,EQ,1462,1.1,20578.73,5.46,79.16
SILVER,EQ,224.8,1.92,2950.95,33.17,74.1
ONESOURCE,EQ,1460,0.89,16734.7,5.09,73.84
GESHIP,EQ,1415.7,0.05,20211.55,5.07,72.13
IPCALAB,EQ,1602,1.01,40643.42,4.5,71.58
JBCHEPHARM,EQ,2065,0.4,33155.37,3.25,66.94
AXISGOLD,EQ,121.8,3.09,5053.57,54.39,65.41
MOIL,EQ,281.5,2.21,5728.11,22.33,62.75
LIQUIDBETF,EQ,1075.34,0.05,616.19,5.75,61.82
DHAMPURSUG,EQ,141.67,6.06,911.03,43.11,61.18
TOP10ADD,EQ,88.54,4.19,737.16,72.84,61.09
CHAMBLFERT,EQ,427.05,1.69,17109.78,14.22,60.57
LIQUIDADD,EQ,1120.08,0.05,1642.87,5.32,59.62
WESTLIFE,EQ,477.95,8.04,7439,12.4,58.33
SHYAMMETL,EQ,771,0.1,21521.07,7.48,58.18
SBISILVER,EQ,221.5,1.6,5727.35,26.37,57.95
ANTELOPUS,EQ,568,7.15,1997.22,10.06,56.88
TDPOWERSYS,EQ,852,0.38,13309.5,6.41,54.73
LIQUIDPLUS,EQ,1079.15,0.05,645.25,4.77,51.46
ASTERDM,EQ,670.6,0.39,34745.2,7.65,50.3
GOLD1,EQ,122.24,3.23,11924.23,39.85,48.25
AVANTEL,EQ,127.2,2.48,3379.84,38.17,48.03
VOLTAMP,EQ,8672,2.76,8773.57,0.55,47.26
INDOSTAR,EQ,187.1,2.51,3023,23.75,45.61
PGHH,EQ,9300,1.77,30188.48,0.47,43.89
GOLDCASE,EQ,23,2.82,2182.21,190.57,43.3
TRAVELFOOD,EQ,1239.2,5.02,16317.72,3.47,43.19
APOLLOTYRE,EQ,412.65,0.05,26207.44,10.38,42.45
DBOL,EQ,117,10.33,776.73,36.38,41.49
SILVERCASE,EQ,22.95,2.64,1164.91,182.26,41.46
AXISCADES,EQ,1532.6,4.99,6516.22,2.77,40.13
ARROWGREEN,EQ,464.2,19.99,700.38,8.79,38.63
WEWORK,EQ,485,7.65,6565.83,8.73,38.04
SILVERBETA,EQ,218,2.94,1321.36,17.43,37.83
GABRIEL,EQ,828,0.6,11893.72,4.53,36.92
ARVINDFASN,EQ,405,5.9,5412.02,8.79,34.17
SARDAEN,EQ,510,0.29,17971.44,6.24,31.8
ZFCVINDIA,EQ,13900,1.62,26364.94,0.23,31.68
CONCORDBIO,EQ,1025,1.01,10723.16,3.1,31.65
CARBORUNIV,EQ,780,1.62,14858.42,4.07,31.5
DBL,EQ,387.7,0.4,6297.99,7.99,31.33
SEAMECLTD,EQ,1412,2.22,3590.01,2.16,30.22
GLAXO,EQ,2270.5,0.49,38463.64,1.3,29.26
SANOFI,EQ,3205,0.44,7381.31,0.91,29.05
ATUL,EQ,6355,1.84,18710.24,0.45,28.01
DOMS,EQ,2296.1,2.3,13934.65,1.2,27.09
SUVEN,EQ,130.99,0.61,3038.34,19.73,26.95
GOLDETF,EQ,141.99,3,3106.06,18.75,26.32
CASHIETF,EQ,1055.96,0.05,724.05,2.47,26.05
BSLGOLDETF,EQ,126.8,1.21,2726.5,20.21,25.46
MON100,EQ,232.1,0.16,11700.97,10.57,24.3
MANYAVAR,EQ,351.8,0.49,8547.79,6.88,24.13
GICRE,EQ,363.75,0.19,63816.3,6.69,24.06
INDIGRID,IV,165.5,0.07,15764.95,14.4,23.8
SILVER1,EQ,22.1,2.93,1490.86,106.49,23.34
CCAVENUE,EQ,13.33,1.37,4649.81,171.61,23.27
SBCL,EQ,386.55,2.72,2226.69,5.77,22.75
GOODLUCK,EQ,994,1.43,3303.91,2.18,21.54
RIIT,IV,109.9,0.15,6594,19.53,21.43
RAYMONDREL,EQ,376,2.54,2503.17,5.76,21.3
GROWWLIQID,EQ,108.47,0.06,77.15,19.43,21.07
SBILIQETF,EQ,1032.95,0.05,119.6,2.02,20.87
SILVERADD,EQ,218.5,2.79,1623.59,9.6,20.79
COHANCE,EQ,302.85,0.05,11586.05,6.9,20.73
VERTIS,IV,108,0.93,16307.83,19.5,20.71
MBAPL,EQ,461.65,0.11,4045.3,4.33,20.06
HONASA,EQ,298.4,0.05,9709.03,6.68,19.68
BAYERCROP,EQ,4625,2.63,23174.6,0.42,19.29
ANURAS,EQ,1240,0.5,14117.19,1.57,19.15
VINCOFE,EQ,132.8,0.29,1918.14,14.25,18.95
KSCL,EQ,795,0.41,4089.41,2.31,18.24
RUBICON,EQ,770,0.28,12685.77,2.36,18.11
GAEL,EQ,135.52,1.11,6215.9,13.39,17.95
DIAMONDYD,EQ,1000,7.32,2390.35,1.79,17.77
UTIAMC,EQ,940,0.36,12080.88,1.85,17.2
ASKAUTOLTD,EQ,448.05,2.12,8832.97,3.96,17.14
GOLDADD,EQ,142.3,3.27,2139.94,12.07,17.1
AXISILVER,EQ,223.6,1.72,1799.01,7.66,17.07
SANOFICONR,EQ,4332,6.03,9976.87,0.39,16.45
BIKAJI,EQ,628,1.78,15746.25,2.6,15.93
GREENLAM,EQ,205,1.31,5230.53,7.84,15.68
GALLANTT,EQ,549.7,1.29,13263.21,2.87,15.66
RHIM,EQ,344.6,3.14,7116.04,4.51,15
AVADHSUGAR,EQ,469,3.51,938.86,3.13,14.55
RMDRIP,EQ,38.88,3.05,971.22,38.72,14.36
NIVABUPA,EQ,70.7,1.1,13061.52,20.49,14.26
UTTAMSUGAR,EQ,252.26,6.58,962.07,5.73,14.03
VINATIORGA,EQ,1341.1,0.37,13902.6,1.01,13.35
METALIETF,EQ,11.23,0.09,946.79,118.73,13.35
SOUTHWEST,EQ,212.5,2.81,633.89,5.99,13.15
GODIGIT,EQ,327,0.11,30231.12,3.92,12.79
HILTON,EQ,24.84,20,86.19,53.01,12.68
IRMENERGY,EQ,180,2.24,739.07,7.18,12.53
GARFIBRES,EQ,610,2.96,6055.22,2.1,12.44
LIQGRWBEES,EQ,1033.79,0.05,112.89,1.13,11.7
DCMSHRIRAM,EQ,1125,1.14,17543.51,1.03,11.49
IRBINVIT,IV,60.01,0.92,7690.88,19.1,11.41
GOLDBETA,EQ,122.35,2.21,4105.08,8.89,10.84
SILVERAG,EQ,218.76,1.45,936.58,4.8,10.5
SOLARWORLD,EQ,143.21,0.46,1241.24,7.35,10.48
ENTERO,EQ,1252.4,1.14,5449.31,0.84,10.41
ANANTAM,IV,103.61,0.63,2253.52,10.04,10.34
GANESHCP,EQ,169.5,1.84,685,6.09,10.29
METROPOLIS,EQ,435,0.97,9018.76,2.35,10.04
COSMOFIRST,EQ,596.6,0.26,1566.06,1.65,9.88
CAPITALSFB,EQ,222,0.73,1008.3,4.51,9.82
FISCHER,EQ,40.31,4,2614.17,24.57,9.82
TIIL,EQ,2216.7,1.38,5025.88,0.45,9.53
GROWWSLVR,EQ,22.11,2.98,321.25,43.16,9.46
TRUALT,EQ,398.5,2.31,3417.24,2.31,9.27
BANKBETA,EQ,56,4.13,3578.4,17.47,9.12
PFIZER,EQ,4730,0.81,21638.68,0.18,8.56
INFRAIETF,EQ,88.99,1.07,371.19,9.5,8.36
CARRARO,EQ,504.95,8.05,2870.72,1.79,8.13
FDC,EQ,321.15,0.02,5228.65,2.46,7.94
MONARCH,EQ,250,3.09,1981.71,3.1,7.73
ADFFOODS,EQ,167.9,6.34,1844.61,4.73,7.62
CEIGALL,EQ,268.5,0.19,4677.4,2.81,7.56
BLSE,EQ,160.8,1.66,1460.97,4.34,6.9
HDFCLIQUID,EQ,1054.44,0.05,50.2,0.65,6.8
LICMFGOLD,EQ,130.7,2.39,1355.59,5.19,6.76
JASH,EQ,353,3.92,2220.55,1.95,6.62
THELEELA,EQ,409.1,0.71,13662.22,1.64,6.6
GREENPANEL,EQ,171,0.24,2096.93,3.9,6.58
MOSMALL250,EQ,15.1,2.17,187.54,45.21,6.54
GROWWGOLD,EQ,14.28,3.25,430.92,46.13,6.52
MAWANASUG,EQ,95,9.36,371.61,6.9,6.49
BETA,EQ,1172.2,0.64,1188.25,0.55,6.43
MAFANG,EQ,157.05,0.4,3883.9,4,6.28
SGBAUG28V,GB,13685,0.45,8689.68,0.05,6.22
WONDERLA,EQ,494.2,0.56,3134.35,1.25,6.11
MIDSMALL,EQ,44.9,2.12,389.58,13.32,5.75
AMAGI,EQ,325,0.32,7031.02,1.75,5.65
MAGADSUGAR,EQ,483,4.6,680.63,1.17,5.6
SUYOG,EQ,617,2.75,722.95,0.92,5.54
UNIVCABLES,EQ,650,1.18,2255.2,0.84,5.42
CHEMPLASTS,EQ,263.8,0.71,4170.93,2.04,5.34
ORIENTELEC,EQ,155.31,0.43,3313.79,3.44,5.26
FMGOETZE,EQ,391,3.07,2175.22,1.3,5.02
ZOTA,EQ,1066,0.52,3630.86,0.46,4.92
UNICHEMLAB,EQ,293,3.15,2062.89,1.66,4.89
BHARATWIRE,EQ,157.7,2.43,1081.58,3.12,4.79
BOROSCI,EQ,103,2.01,916.15,4.73,4.77
MWL,EQ,260,0.17,772.22,1.79,4.54
DHUNINV,EQ,683,0.23,416.44,0.61,4.54
CAPINVIT,IV,68.59,1.96,3371.55,6.63,4.51
MUKANDLTD,EQ,119.55,3.1,1727.44,3.72,4.47
ESILVER,EQ,225,1.45,1436.56,1.97,4.45
KINGFA,EQ,4178,3.62,5661.77,0.1,4.25
IGCL,EQ,59.99,9.15,379.28,7.71,4.23
INNOVACAP,EQ,688,2.48,3937.08,0.61,4.14
PREMIERPOL,EQ,62.61,2.82,655.79,6.51,4.13
NINSYS,EQ,394,12.67,731.89,1.02,3.82
SHREDIGCEM,EQ,56.2,0.21,831.03,6.44,3.65
TVSMNCRPS,P1,10.2,0.99,1938.36,34.28,3.49
SILVER360,EQ,219.88,2.16,47.41,1.57,3.42
PIXTRANS,EQ,1447.5,0.03,1972.25,0.23,3.35
SPECTRUM,EQ,1504,2.06,2363.36,0.22,3.32
ANDHRSUGAR,EQ,72,0.35,975.85,4.49,3.26
IRISDOREME,EQ,30,7.72,570.99,11.38,3.16
702GS2031,GS,101.03,0.03,64659.2,3.03,3.07
PRIMESECU,EQ,269,0.26,911.92,1.11,2.98
GOPAL,EQ,252.5,0.54,3147.37,1.18,2.98
MOVALUE,EQ,106.26,0.2,147.25,2.78,2.96
GICL,EQ,39.48,5,442,7.39,2.92
RPGLIFE,EQ,1864.7,0.01,3084.03,0.16,2.89
3IINFOLTD,EQ,13.9,2.96,288.28,19.39,2.61
MATRIMONY,EQ,431.9,5.65,892.75,0.62,2.61
MOGOLD,EQ,143.35,2.32,1621.21,1.8,2.58
TEXINFRA,EQ,97.5,0.4,1242.41,2.65,2.55
GULPOLY,EQ,143.5,0.08,895.02,1.69,2.46
MOSILVER,EQ,223,2.67,980.26,1.05,2.32
CELLECOR,SM,24,1.69,529.63,9.93,2.27
MONQ50,EQ,101.48,0.49,148.92,2.12,2.14
VGINFOTECH,SM,105.95,1.39,263.48,2.08,2.12
UGARSUGAR,EQ,39.02,0.26,438.98,5.06,2.01
GRPLTD,EQ,1830,0.75,976,0.11,2
TEJASCARGO,SM,285.5,1.96,682.14,0.7,2
SILVERBND,EQ,226.52,1.27,11.94,0.88,1.97
PONNIERODE,EQ,278.6,2.79,239.55,0.71,1.97
SRGHFL,EQ,253.95,9.18,398.75,0.84,1.95
MOS,SM,9.95,4.74,256.15,20.52,1.94
RAJSREESUG,EQ,27.51,5.08,91.16,6.67,1.93
SWELECTES,EQ,500,0.02,757.94,0.38,1.93
EGOLD,EQ,146.3,2.77,1375.92,1.31,1.9
GAYAPROJ,BZ,14.65,4.72,274.25,13.25,1.87
INDUSINVIT,IV,124,1.6,5492.44,1.52,1.86
ASIANHOTNR,EQ,302.5,6.7,1289.66,0.6,1.79
GOLDBND,EQ,146.1,2.48,10.39,1.19,1.74
TAKE,BE,39.62,1.98,586.11,4.17,1.65
VGL,EQ,48,0.33,247.34,3.43,1.61
RANASUG,EQ,11.88,2.41,182.44,12.22,1.47
VIDHIING,EQ,281,6.74,1403.45,0.54,1.46
LIQUIDSHRI,EQ,1098.28,0.04,37.65,0.13,1.42
QGOLDHALF,EQ,121.1,2.93,680.58,1.16,1.41
AONEGOLD,EQ,13.5,1.43,80.73,10.37,1.4
JAGSNPHARM,EQ,184.7,0.01,1235.47,0.75,1.38
SAVY,SM,125.85,2.69,261.87,1.1,1.32
CREST,EQ,321,3.58,913.24,0.42,1.31
875NHAI29,N6,1099.93,1.56,1308.7,0.12,1.27
SADHNANIQ,EQ,1.41,2.92,418.02,92.92,1.27
AONELIQUID,EQ,1053.37,0.06,88.33,0.12,1.25
