Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
GUJALKALI,EQ,621.3,15.43,4562.64,627.39,3673.39
DCXINDIA,EQ,171.25,4.6,1907.49,869.11,1562.75
NOCIL,EQ,158.62,10.18,2649.35,906.91,1445.24
POWERGRID,EQ,300,0.81,279018.11,237.72,712.03
HCLTECH,EQ,1357.1,1.75,368271.49,51.66,698.68
TECHM,EQ,1389,0.3,136091.4,36.47,509.4
LIQUIDCASE,EQ,113.27,0.02,8592.61,352.05,398.74
COFORGE,EQ,1098,0.8,36866.25,36.39,397.76
WEBELSOLAR,EQ,76.8,2.61,3241.45,364.83,271.21
GROWW,EQ,161.91,0.28,101575.8,169.47,269.74
SUNTV,EQ,595.1,0.36,23451.98,44.05,264.4
PREMIERENE,EQ,869,0.49,39365.21,29.32,252.88
LIQUIDPLUS,EQ,1077.7,0.02,886.98,15.12,162.94
LIQUID1,EQ,1096.48,0.02,1578.94,14.38,157.65
PFOCUS,EQ,281.05,1.59,21809.21,55.34,154.18
CASHIETF,EQ,1054.58,0.01,814.86,11.95,126.04
TRIDENT,EQ,24.5,1.03,12485.09,463.41,115.02
LIQUIDADD,EQ,1118.6,0.02,1940.74,10.22,114.29
APARINDS,EQ,9725,0.54,39063.69,1.11,106.54
CUPID,EQ,79.9,0.38,10743.84,107.73,84.66
APOLLOPIPE,EQ,401.3,3.71,1767.65,19.27,76.23
HEXT,EQ,444,1.04,27129.11,16.23,70.65
SGMART,EQ,443.35,2.39,5586.21,15.51,68.27
LIQUIDBETF,EQ,1074,0.01,600.45,5.35,57.46
VINCOFE,EQ,132.76,0.7,1917.56,40.52,52.95
LALPATHLAB,EQ,1321,0.98,22134.02,3.67,47.73
KPRMILL,EQ,825.6,0.3,28220.16,5.56,45.58
KSB,EQ,786.25,0.5,13683.83,5.37,41.27
FLUOROCHEM,EQ,3209.9,0.82,35260.75,1.26,40.29
THYROCARE,EQ,363.85,3.56,5791.23,10.33,37.69
ENTERO,EQ,1170,4.38,5090.78,3.18,36.53
BLUSPRING,EQ,47.87,4.82,713.9,60.47,28.88
ACI,EQ,607,0.96,7493.92,4.32,26.33
INDOTHAI,EQ,264.75,5,3405.17,10.28,25.97
SGFIN,EQ,381,1.17,2129.6,6.17,23.86
ANZEN,IV,122,1.24,3119.77,19,23.54
CIGNITITEC,EQ,1073,0.44,2955.79,2.11,22.35
BLSE,EQ,150.5,4.26,1367.39,14.17,20.83
GRMOVER,EQ,155.5,0.8,2862.07,13.28,19.97
TVSMNCRPS,P1,10.2,0.49,1938.36,183.65,18.64
STYLEBAAZA,EQ,245.6,1.13,1832.6,6.89,16.55
WAAREEINDO,BE,395,2.56,1643.35,3.6,14.42
HDFCLIQUID,EQ,1053.07,0.01,63.63,1.26,13.29
CANFINHOME,EQ,834,1.67,11105.05,1.46,11.78
DIGITIDE,EQ,73,0.19,1087.79,15.49,11.45
SHADOWFAX,EQ,112.7,0.53,6551.55,10.33,11.4
ERIS,EQ,1293,0.63,17911.06,0.8,10.12
SURYODAY,EQ,124.5,0.78,1323.31,7.89,9.96
INDIASHLTR,EQ,690,0.56,7504.33,1.47,9.88
AONELIQUID,EQ,1051.89,0.01,103.12,0.83,8.74
PROSTARM,EQ,130,1.63,765.37,6.75,8.64
LIQGRWBEES,EQ,1032.45,0.01,123.37,0.83,8.54
METROPOLIS,EQ,442.4,0.29,2293.05,1.94,8.51
ABINFRA,EQ,17,0.18,1085.94,50.29,8.49
SEJALLTD,EQ,492.5,2.23,561.45,1.76,8.46
IRBINVIT,IV,58.3,0.59,7471.73,14.37,8.28
BODALCHEM,EQ,56.51,3.4,711.71,14.74,8.08
ITIETF,EQ,32.09,0.16,441.59,23.49,7.54
ISGEC,EQ,890,0.21,6544.13,0.82,7.23
MGEL,EQ,12.06,14.97,397.44,61.45,7.1
ARFIN,EQ,77.06,0.14,1300.18,8.77,6.74
ORKLAINDIA,EQ,570,0.09,7808.39,1.18,6.69
VERANDA,EQ,137.6,0.05,1323.29,4.64,6.27
DIFFNKG,EQ,262,2.79,980.57,2.33,5.97
SBILIQETF,EQ,1031.61,0.02,68.24,0.56,5.73
GODIGIT,EQ,326,0.08,30138.37,1.65,5.26
TEXINFRA,EQ,90.55,1.65,1153.85,5.36,4.67
GROWWLIQID,EQ,108.33,0.02,79.47,4.11,4.45
MUTHOOTMF,EQ,152,0.76,2591.48,3.05,4.41
PARSVNATH,EQ,6.55,0.31,285.04,69.18,4.3
AMRUTANJAN,EQ,523.7,1.58,1514.05,0.76,3.91
GANESHBE,EQ,77.7,1.71,559.36,4.98,3.87
MVKAGRO,SM,484,9.13,2444.39,0.82,3.69
WINDLAS,EQ,730,0.37,1538.64,0.48,3.49
MACPOWER,EQ,850,0.02,850.35,0.38,3.27
INDORAMA,EQ,31.6,0.8,825.12,9.86,3.03
FWSTC,SM,164,0.12,166.9,1.96,2.93
ECOLINE,SM,135,9.8,276.96,2.09,2.88
NIITMTS,EQ,302.6,1.22,4159.1,0.98,2.85
SANGINITA,BE,17.35,2,44.94,16.19,2.81
LIQUIDSHRI,EQ,1096.97,0.01,41.71,0.25,2.79
KOLTEPATIL,EQ,326.95,0.71,2899.4,0.81,2.6
HEALTHY,EQ,14.88,0.34,70.67,17.67,2.57
ARIES,EQ,350,3.23,455.15,0.75,2.57
EIFFL,EQ,232.17,0.11,575.78,1.17,2.56
HARDWYN,BE,19.2,2.07,937.79,13.01,2.5
AMANTA,EQ,96.8,0.93,375.87,2.58,2.48
HDFCSENSEX,EQ,85,1.03,910.21,2.93,2.41
MAXVOLT,SM,275.6,4.99,300.51,0.87,2.38
LAXMIINDIA,EQ,82.8,0.3,432.78,2.88,2.31
APSISAERO,ST,185.9,5,224.05,1.19,2.21
PARIN,SM,608,5.68,675.97,0.37,2.09
KOTYARK,EQ,383,3.23,393.69,0.54,2.07
YASHO,EQ,1450,2.62,1748.28,0.13,1.85
TECHERA,SM,187.8,2.4,310.26,0.94,1.75
POLYSIL,ST,156.3,3,351.75,1.14,1.66
OWAIS,SM,112,4.92,203.64,1.47,1.64
TRF,EQ,235,1.97,258.6,0.72,1.6
MAZDA,EQ,172.8,0.87,346.03,0.87,1.57
RUSHIL,EQ,15.63,0.58,458.61,9.43,1.48
ACTIVEINFR,SM,177.8,4.59,266.97,0.79,1.35
INDUSINVIT,IV,124.9,0.51,5532.3,0.99,1.23
SADBHAV,BE,7.4,1.09,126.96,16.16,1.18
CNL,EQ,593,2.44,890.49,0.21,1.16
ABCOTS,EQ,404,0.16,887.33,0.28,1.14
NV20BEES,EQ,145,3.15,149.13,0.8,1.1
76NHAI31,NA,1079,0.07,2886.61,0.1,1.09
COOLCAPS,SM,27.3,4.6,315.59,3.9,1.06
DYNPRO,EQ,231.4,5.12,287.59,0.45,1.01
SUMEETINDS,EQ,30.8,4.8,1621.08,3.31,0.94
GAYAPROJ,BZ,13.99,4.95,261.89,6.28,0.88
DJML,BE,81.4,1.76,268.44,1.06,0.86
READYMIX,SM,84.85,9.98,92.98,1,0.81
CELLECOR,SM,24.5,1.66,540.66,3.42,0.81
SURANI,SM,84.95,8.08,132.08,0.97,0.79
PASHUPATI,EQ,999.1,1.83,1576.98,0.08,0.78
DENEERS,ST,154.35,5,132.84,0.5,0.77
GRETEX,SM,274,3.01,424.87,0.28,0.76
DHARIWAL,ST,45,4.65,211.53,1.74,0.74
SHREMINVIT,IV,99,6,6047.36,0.75,0.74
DCI,EQ,283.35,0.3,453.36,0.26,0.74
DRONE,SM,46.45,2.2,113.34,1.57,0.73
ENCOMPAS,SM,259.95,2.36,368.7,0.28,0.7
GROWWHOSPI,EQ,47,4.72,25.05,1.59,0.7
TARACHAND,EQ,57.57,1.68,453.79,1.13,0.63
UNITEDTEA,EQ,512.3,0.25,255.97,0.12,0.6
SUMIT,EQ,45.36,1.86,205.34,1.22,0.54
TIGERLOGS,EQ,26.4,5.22,279.11,2.17,0.52
UNIDT,EQ,162,2.8,328.91,0.32,0.51
VHL,EQ,3160,0.37,1008.53,0.02,0.5
UNIVASTU,EQ,63.2,0.45,227.44,0.76,0.47
871REC28,N9,1094.95,0.31,1282.71,0.04,0.46
AMCL,ST,429,0.47,507.71,0.1,0.43
TUNWAL,SM,29.7,0.17,171.35,1.42,0.42
824GS2027,GS,103,0.39,99280.21,0.41,0.42
UCL,ST,78.8,4.44,88.55,0.56,0.41
APOLSINHOT,EQ,1067,0.14,277.46,0.04,0.41
NEUEON,BE,15.3,4.94,86.51,2.72,0.41
