"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"ASHIANA","Ashiana Housing Limited",8126465,58886,138.00334544713513,62142,130.7711019803892,344.8,14.23,2822808882
"TVSSCS","TVS Supply Chain Solutions Limited",48022499,434608,110.49599582152673,474033,101.30621825445728,121.3,12.46,5894761752
"NEPHROPLUS","Nephrocare Health Services Limited",3209741,67812,47.3323535122408,96841,33.14430034670084,580,8.28,1863768209
"MADHAV","Madhav Marbles and Granites Limited",143169,3894,36.764990370211855,4809,29.77002252642523,42.4,13.49,5997349
"KECL","Kirloskar Electric Company Limited",5155849,143071,36.036995617560514,147885,34.863770245803764,98.78,7.26,513728794
"MOTOGENFIN","The Motor & General Finance Limited",552400,17153,32.20302753541517,12613,43.79376866361883,23.8,4.11,13793428
"MANINDS","Man Industries (India) Limited",19355039,765853,25.27250838443645,520649,37.17477229577525,428.55,13.61,8283376040
"SELECTIPO","Mirae Asset Mutual Fund - Mirae Asset BSE Select IPO ETF",228728,9657,23.683567459358713,16821,13.597158440709201,44.61,0.13,10304196
"GULPOLY","Gulshan Polyols Limited",2190934,105679,20.73190595449126,88764,24.68266350222359,163.8,12.62,361832750
"TEXMOPIPES","Texmo Pipes and Products Limited",432486,21548,20.070818637460555,22278,19.41277993274507,52.75,8.92,22969331
"SGIL","Synergy Green Industries Limited",244165,13047,18.713307615665638,11598,21.052034085846902,474.95,-12.53,114291194
"PASHUPATI","Pashupati Cotspin Limited",21336,1258,16.96025437201908,2057,10.371126503827925,888.95,6.08,18019958
"MUKTAARTS","Mukta Arts Limited",140872,8306,16.958908507223114,8950,15.739888268156424,67,12.62,9500407
"GKWLIMITED","GKW Limited",6396,384,16.62738301559792,282,22.60736377025037,1706,-1.61,11326420
"SMLT","Sarthak Metals Limited",298275,17953,16.61359796513247,18280,16.316418073739104,88.15,10.63,27283214
"ABMINTLLTD","ABM International Limited",79429,4877,16.285890031780745,2722,29.171451306849484,55.2,4.39,4557636
"LAXMICOT","Laxmi Cotspin Limited",1148059,71225,16.11872676090614,43711,26.26471165779846,20.4,20,22662684
"ELDEHSG","Eldeco Housing And Industries Limited",38232,2486,15.377890996849233,1599,23.90745179781136,940,5.17,37650873
"HEG","HEG Limited",15867345,1046404,15.163679507035837,1028779,15.4234616301497,526.5,-6.1,8690068836
"BHEL","Bharat Heavy Electricals Limited",85237867,5762941,14.790687105688212,7394883,11.526599995571262,260.8,-5.54,22203611974
"LUMAXIND","Lumax Industries Limited",674513,49469,13.634880633923819,29423,22.924230280132434,6490,5.76,4390964962
"KUANTUM","Kuantum Papers Limited",270203,23493,11.501425956667944,23677,11.412005279366475,97.06,8.19,25717921
"RATNAMANI","Ratnamani Metals & Tubes Limited",307319,28643,10.729163272431048,22580,13.60972801417131,1994.8,-0.41,598457654
"JUNIPER","Juniper Hotels Limited",1806100,168403,10.724857707545087,154731,11.672515526946766,260,2.04,476683973
"ROLEXRINGS","Rolex Rings Limited",9909901,1046616,9.468513613234267,696657,14.22492714915234,145.6,10.66,1417611338
