"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"CLSEL","Chaman Lal Setia Exports Limited",8796543,50070,175.6831467630641,53934,163.09601880049505,286.8,4.37,2711798276
"PURVA","Puravankara Limited",9953178,135781,73.30317201964928,105086,94.71452055576658,253.2,-0.81,2723488096
"ENGINERSIN","Engineers India Limited",134019973,1870932,71.63270140554663,2087666,64.19606179929993,199.32,10.18,27479455263
"SHREEPUSHK","Shree Pushkar Chemicals & Fertilisers Limited",2715656,44082,61.604180057014524,44081,61.60534464571305,360,3.02,1057720855
"DIVGIITTS","Divgi Torqtransfer Systems Limited",278858,7504,37.16042198778457,7538,36.98954303274158,750,14.01,203056029
"GVPIL","GE Power India Limited",17665190,520820,33.918011393564385,366190,48.24050356372375,479.7,20,8116624849
"HONASA","Honasa Consumer Limited",21608840,654049,33.03853913197701,497986,43.392384973969364,298.8,-0.15,6672593703
"INGERRAND","Ingersoll Rand (India) Limited",187183,6100,30.685737704918033,6122,30.572968558595345,3733,5.46,694812065
"ANMOL","Anmol India Limited",834015,27411,30.426103716855053,32326,25.800063416281485,13.56,13,11300903
"REPRO","Repro India Limited",274669,10741,25.57002994522971,9201,29.849377841372192,485,14.43,128701653
"QUALITY30","Kotak Mahindra Mutual Fund - Kotak Nifty200 Quality 30 ETF",149803,5871,25.514306801407972,23462,6.384897618497931,20.58,-1.34,3060475
"DCI","DC Infotech and Communication Limited",154812,6216,24.903402235984878,6791,22.793565881010515,269,11.11,41173799
"GVPTECH","GVP Infotech Limited",596927,24750,24.117450590889195,26753,22.312178195308388,7.24,-11.27,4118796
"DELPHIFX","DELPHI WORLD MONEY LIMITED",4414549,218989,20.1586938206416,177183,24.9150778428807,15.7,3.22,75709515
"BANKPSU","Mirae Asset Mutual Fund - Mirae Asset Nifty PSU Bank ETF",499067,33132,15.062838918679638,52806,9.450907799739614,92.04,-0.71,45834313
"SUNDROP","Sundrop Brands Limited",132383,9710,13.632740628861733,14536,9.107146542531845,695,5.77,91092742
"HONDAPOWER","Honda India Power Products Limited",75406,5734,13.150680153470526,6139,12.282107663490512,2315,-0.02,181317497
"PKTEA","The Peria Karamalai Tea & Produce Company Limited",5933,501,11.826578073089701,323,18.34003091190108,770,-0.65,4545686
"JMA","Jullundur Motor Agency (Delhi) Limited",117415,10136,11.583196317000986,9081,12.929150187654276,87.27,9.59,10131740
"SANOFICONR","Sanofi Consumer Healthcare India Limited",23192,2075,11.174174897615032,2840,8.164520198316074,4290,1.62,99492752
"SUDARSCHEM","Sudarshan Chemical Industries Limited",357480,32749,10.915530946879866,40760,8.770345170213506,925,-1.45,322400487
"NCLIND","NCL Industries Limited",460359,44021,10.457634177368549,100415,4.58454884048253,189.05,-1.16,89305042
"KALYANIFRG","Kalyani Forge Limited",19947,1951,10.223987698616094,1673,11.920517928286852,665.1,8.16,13535236
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100",2839,283,10.025897586815773,562,5.049355269008448,285.05,-1.22,808490
"HDFCNIFIT","HDFC Mutual Fund - HDFC NIFTY IT ETF",3173879,320969,9.888418208177729,296473,10.705454148872986,34.62,-1.76,108578400
