"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"DOLPHIN","Dolphin Offshore Enterprises (India) Limited",12814482,32227,397.62774870193005,23748,539.5881179780657,425.3,3.02,5820465869
"SBIETFPB","SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank",882015,4391,200.84595240806104,5572,158.27865509478286,298.99,0.92,260997058
"REGAAL","Regaal Resources Limited",42193033,324251,130.12460408757414,353226,119.45025357129529,67.78,9.62,2879252571
"BSLSENETFG","Aditya Birla Sun Life BSE Sensex ETF",145810,1544,94.42633567188344,2786,52.32302472760488,84.47,1.38,12075984
"AEGISLOG","Aegis Logistics Limited",11865682,164593,72.09068383485408,208106,57.01726691930499,700,-0.34,8560496278
"MOBIKWIK","One Mobikwik Systems Limited",34456282,613903,56.12654431844744,656040,52.52157391602459,202.99,0.61,7335742437
"HDFCLIQUID","HDFC Nifty 1D Rate Liquid ETF - Growth",177657,4390,40.462420285453994,11696,15.18837144233908,1049.49,0.01,186454574
"AKI","AKI India Limited",1140124,39267,29.034799770802827,41113,27.730919929596773,4.98,-18.36,5837434
"FINEORG","Fine Organic Industries Limited",260076,10021,25.952666855156586,11464,22.685602816633363,4899.9,5.43,1270315214
"WEWIN","WE WIN LIMITED",20887,1183,17.655959425190193,1791,11.659832529814768,40.94,1.14,793914
"ARVSMART","Arvind SmartSpaces Limited",516443,33232,15.540143532751244,30665,16.841198268706272,530,-4.71,280908840
"ASHOKAMET","Ashoka Metcast Limited",583985,40582,14.39012870953699,33115,17.63481758036621,15.6,0.52,9641592
"J&KBANK","The Jammu & Kashmir Bank Limited",29853896,2267167,13.167927907688625,1947529,15.329113565388983,110.8,4,3320648852
"BHANDARI","Bhandari Hosiery Exports Limited",2704058,206542,13.092038510296122,285949,9.45641950707118,3.57,-10.3,9680527
"KALPATARU","Kalpataru Limited",312616,25363,12.325266291241466,41953,7.451447590527226,335,-1.18,105351592
"MGEL","Mangalam Global Enterprise Limited",3798944,314212,12.090372009585874,310491,12.235246720013118,11.08,-6.89,43383940
"MANAKCOAT","Manaksia Coated Metals & Industries Limited",1900444,167049,11.376509404878185,118531,16.03319707021513,118.55,-4.1,224214383
"INDOCO","Indoco Remedies Limited",293000,29829,9.822491158081764,49974,5.862963461531465,206.05,3.12,60818010
"NBIFIN","N. B. I. Industrial Finance Company Limited",1474,153,9.623503808487486,366,4.022326966013396,1855,-3.23,2807645
"A2ZINFRA","A2Z Infra Engineering Limited",1185989,124441,9.530468719656172,162154,7.313934166133132,15.92,9.94,18252370
"AXISNIFTY","AXIS MUTUAL FUND - Axis NIFTY 50 ETF",128632,13534,9.504242349609013,12957,9.927537045352492,280.24,-0.78,36059408
"WILLAMAGOR","Williamson Magor & Company Limited",15457,1796,8.606347438752785,1536,10.05957874807715,28.89,6.21,446243
"GKWLIMITED","GKW Limited",1180,142,8.271028037383177,837,1.4093376764386536,1677,0.64,1948262
"SIGMAADV","SIGMA ADVANCED SYSTEMS LIMITED",744730,91222,8.163870090766915,88938,8.373517620915727,167.35,-3.44,127229673
"MOLOWVOL","Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Low Volatility ETF",33625,4184,8.036567877629063,60502,0.5557609059860652,38.82,-0.18,1299270
