"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"LICNETFSEN","LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX",4122,20,204.05940594059405,34,119.13294797687861,921.36,-1.74,3843558
"DATAMATICS","Datamatics Global Services Limited",8161104,53786,151.7323971157392,76387,106.83827663276455,824.5,11.19,6901519208
"NITINSPIN","Nitin Spinners Limited",5722703,69500,82.34105035971223,109470,52.27618969320099,375.15,10.66,2163525096
"MSCIADD","DSP Mutual Fund - DSP MSCI India ETF",251056,3270,76.77162224147597,4485,55.97340792087235,30.27,-0.79,7591933
"TATAINVEST","Tata Investment Corporation Limited",23162821,343724,67.38778362117705,476728,48.587069739964214,682.8,6.02,16364069780
"HDFCLOWVOL","HDFC Mutual Fund - HDFC NIFTY100 Low Volatility 30 ETF",1405225,22520,62.398516884866154,22863,61.46162196120844,21.28,0.76,29678352
"BANKADD","DSP  Mutual Fund - DSP Nifty Bank ETF",621043,15235,40.76199748400153,33525,18.52467209180616,61.96,-1.42,38672347
"SENSEXADD","DSP BSE Sensex ETF",58833,1526,38.54952495358742,1695,34.702289667006276,85.59,-0.04,5012571
"HDFCVALUE","HDFC Mutual Fund - HDFC NIFTY50 Value 20 ETF",176398,5331,33.085998311919724,5587,31.56882778817213,139,-0.27,24291768
"TIL","TIL Limited",952342,36755,25.910307801135435,30268,31.463185494649395,252,11.17,253722955
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd",1429714,66354,21.546710204081634,150702,9.487004486869361,71,0.5,97048986
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50",23214,1235,18.78661990828163,1052,22.049391244279423,284,-1.37,6624114
"LAXMIDENTL","Laxmi Dental Limited",5446747,292819,18.601060381407184,252630,21.560159442548432,196.11,4.7,1107051327
"GODREJIND","Godrej Industries Limited",1135226,61094,18.581526928302132,54632,20.779160745604546,1030,4.56,1177263418
"NIFTYBETF","Bajaj Finserv Mutual Fund - Bajaj Finserv Nifty 50 ETF",82473,4756,17.338402242466714,4664,17.680822451763788,261.5,-0.87,21605451
"AYMSYNTEX","AYM Syntex Limited",343276,20589,16.672246596189026,19700,17.424936433736498,198,5.75,68246701
"DBSTOCKBRO","DB (International) Stock Brokers Limited",64283,4468,14.386348377471093,3778,17.01099403387221,25.35,1.24,1586504
"NCC","NCC Limited",26960788,1924772,14.007260772139805,2882389,9.353625759743046,149.7,-0.04,3972941719
"MIDQ50ADD","DSP  Mutual Fund - DSP Nifty Midcap 150 Quality 50 ETF",81614,5931,13.760193329024643,6406,12.738978048330566,238.59,-1.99,19717126
"NPBET","Tata Nifty Private Bank Exchange Traded Fund",5388,430,12.505996131528047,438,12.280978035640281,295.43,-2.23,1607186
"ALKALI","Alkali Metals Limited",44863,3596,12.472915990917937,4319,10.386702306785654,69.99,0.07,3130091
"PNCINFRA","PNC Infratech Limited",2495573,220506,11.317474870317309,344846,7.236759994031604,214,-0.4,539642705
"GLFL","Gujarat Lease Financing Limited",48382,4509,10.729302188054406,3283,14.733050964759295,7.35,5,353672
"NDLVENTURE","NDL Ventures Limited",1118225,110305,10.137496505926704,66912,16.711852593565776,126.98,8.55,142797332
"NIFTYADD","DSP  Mutual Fund - DSP Nifty 50 ETF",184340,18625,9.897183968215618,15901,11.592716462281679,265.98,-1.64,49443674
