"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"POKARNA","Pokarna Limited",4237272,44095,96.09416033563896,50286,84.26269138083453,950.1,8.83,4086001389
"PRECOT","Precot Limited",164192,4137,39.687292817679555,3429,47.87700137843283,472.2,20,76643183
"SFL","Sheela Foam Limited",3811376,108755,35.04538624016141,94714,40.24077776508676,597.75,14.16,2321547235
"GTL","GTL Limited",5084301,179741,28.286795772968745,211728,24.013351172107964,7.9,11.42,41538739
"ICIL","Indo Count Industries Limited",13016618,557993,23.327535179607757,497727,26.15207578730036,324.25,13.24,4205669275
"TEAMLEASE","Teamlease Services Limited",308521,13401,23.02199172778441,13894,22.20475928761172,1473.2,3.24,470056425
"ESG","MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF",233082,10250,22.738439668868633,10983,21.221192206459303,43.94,0.09,10232299
"ITADD","DSP Mutual Fund - DSP Nifty IT ETF",306977,14486,21.190243277091326,21929,13.998097243697897,39,-3.96,11698893
"FAZE3Q","Faze Three Limited",1550063,78837,19.661511392340838,66482,23.315433369114118,529.9,20,817890741
"BALAXI","BALAXI PHARMACEUTICALS LIMITED",778387,42774,18.1974844783766,46848,16.6150306986564,24,-5.88,18720207
"ELDEHSG","Eldeco Housing And Industries Limited",11624,707,16.4346596647142,838,13.86360186490296,980,10.11,11377919
"CAMLINFINE","Camlin Fine Sciences Limited",6503142,401376,16.20208510847305,412174,15.777661861252772,177.61,5.19,1187018509
"SUMIT","Sumit Woods Limited",676353,42397,15.952527924254932,40573,16.66995216275865,53.5,2.75,34230225
"BLS","BLS International Services Limited",33920694,2195913,15.447193946208252,1775828,19.101336835856007,289,12.3,9681305274
"MOMGF","Motilal Oswal Mutual Fund-Motilal Oswal Nifty India Manufacturing ETF",24344,1601,15.205496564647095,2021,12.045522018802574,153.83,0.2,3754088
"KKCL","Kewal Kiran Clothing Limited",358504,24693,14.518278537254199,25033,14.320891890910412,481.1,2.33,171540578
"LLOYDSME","Lloyds Metals And Energy Limited",5236292,422594,12.39081281187007,401792,13.032324453206188,1286,10.04,6780736325
"MOGSEC","Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth",207822,17571,11.827460609115596,43971,4.726303275892368,63.3,0.54,13155132
"ITIETF","ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF",8191761,708737,11.558242895869375,755649,10.84068283665271,40.08,-5.83,327342769
"WELINV","Welspun Investments and Commercials Limited",6038,540,11.172614327253502,612,9.8513794126372,1300,2.19,7792461
"DEVYANI","Devyani International Limited",27045788,2481679,10.898178923409992,2529866,10.690597546726767,122.7,5.74,3357464122
"EUREKAFORB","Eureka Forbes Limited",1052359,96641,10.889363727610435,94474,11.139095935597728,500,-8.34,549131449
"ITBEES","Nippon India Mutual Fund - Nippon India ETF Nifty IT",86921887,7989077,10.880091279630927,7532390,11.539747630768487,40.29,-5.4,3486436887
"RUBICON","Rubicon Research Limited",1398936,128589,10.879102346896264,124184,11.265026090317594,779.3,7.95,1064800136
"GRWRHITECH","Garware Hi-Tech Films Limited",806490,75280,10.713122718060436,80685,9.995515679909683,4295.5,9.9,3398000446
