"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"ITDC","India Tourism Development Corporation Limited",4319617,885574,4.877757306444269,454820,9.497410516896226,557,5.99,2491684674
"IKIO","IKIO Technologies Limited",4676588,995194,4.699171277324567,531787,8.794094932315984,148,-0.97,745027234
"AXSENSEX","Axis Mutual Fund - AXIS S&P BSE SENSEX ETF",45603,10064,4.531299682034976,7872,5.793064024390244,83.74,-1.25,3800097
"GALAPREC","Gala Precision Engineering Limited",556017,125698,4.423407383364042,70540,7.882226689310837,845,18.1,455539167
"SPARC","Sun Pharma Advanced Research Company Limited",8992132,2101138,4.2796472350753065,1317447,6.82542219914729,134.99,7.07,1227156254
"EQUAL50","Mirae Asset Mutual Fund - Mirae Asset Nifty50 Equal Weight ETF",13285,3237,4.103855183491906,2442,5.438876606894293,321.44,-2.53,4286538
"BIOFILCHEM","Biofil Chemicals & Pharmaceuticals Limited",153948,37845,4.06785572730876,40485,3.8025653755807665,35.11,19.99,5352771
"ADSL","Allied Digital Services Limited",2596483,645148,4.024630309748985,401746,6.462990085287634,142,13.73,366779188
"AXISBNKETF","AXIS MUTUAL FUND - Axis NIFTY Bank ETF",10040,2565,3.913924840168408,2144,4.681743996269526,601.34,-2.01,6124098
"OSWALAGRO","Oswal Agro Mills Limited",1019056,262924,3.8758576622902434,160907,6.333182936272664,54.02,11.77,56527036
"SHILPAMED","Shilpa Medicare Limited",5436892,1430909,3.799606571821608,861028,6.314416574412644,284.55,-1.52,1666733611
"ANANTRAJ","Anant Raj Limited",34744604,9162733,3.791947416216488,5850118,5.9391282415903195,528.6,4.82,18905928820
"AONELIQUID","Angel One Mutual Fund - Angel One Nifty 1D Rate Liquid ETF - Growth",1194397,317396,3.7631082142078487,165654,7.210169358514257,1045.42,0,1248646511
"UFBL","United Foodbrands Limited",1089828,292548,3.725293814831197,170683,6.385066195464247,217.44,20,232187855
"URJA","Urja Global Limited",18670799,5138104,3.63379114547415,3599087,5.187647547803641,10.15,0.1,204258541
"ANGELONE","Angel One Limited",4203788,1201053,3.5000847589432342,1031490,4.075449250293774,2321.9,-8.62,9781457994
"MOINFRA","Motilal Oswal Mutual Fund - Motilal Oswal BSE India Infrastructure ETF",104536,30641,3.4116380013707124,22704,4.604116292077921,57.16,-2.36,6094448
"MOIPO","Motilal Oswal Mutual Fund - Motilal Oswal BSE Select IPO ETF",10424,3060,3.406535947712418,6647,1.5680847223057945,42.46,-0.14,446564
"STEELCAS","Steelcast Limited",551127,164420,3.3519299261407314,109504,5.032916455488131,202,9.46,112611779
"ONWARDTEC","Onward Technologies Limited",320404,97040,3.3017520501728144,76240,4.202548779911963,346.2,6.39,111135331
"ENIFTY","Edelweiss Mutual Fund - Edelweiss Nifty 50 ETF",69337,21011,3.300001903746573,21215,3.2681774903609573,25.35,-0.35,1725104
"NEXT30ADD","DSP Mutual Fund - DSP BSE SENSEX Next 30 ETF",69350,21117,3.284052810031633,16586,4.18121197870506,39.8,-2.09,2745566
"INTELLECT","Intellect Design Arena Limited",1371465,430873,3.182991275851585,328624,4.173354906107008,878,-3.91,1157173593
"MAYURUNIQ","Mayur Uniquoters Ltd",367010,115373,3.181062532611503,102606,3.5768828558925834,527,2.88,196768741
"AJOONI","Ajooni Biotech Limited",2561836,810740,3.1598705776248095,603034,4.248240482386914,4.5,15.68,11451406
