Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
OLAELEC,EQ,40.4,11.23,17819.75,10342.93,4048.22
HDFCBANK,EQ,810.1,1.55,1247016.77,381.56,3087.36
RELIANCE,EQ,1350,1.5,1826883.81,193.64,2608.32
ICICIBANK,EQ,1322.8,3.24,947298.37,181.75,2394.03
BSE,EQ,3279.8,0.69,133777.82,68.68,2253.31
ITDC,EQ,635.2,20,5448.07,343.75,2053.64
SBIN,EQ,1066,2.41,983983.83,178.61,1893.37
COHANCE,EQ,373.3,17.82,14281.23,476.32,1738.53
GROWW,EQ,193.65,3.74,121488.2,726.29,1415.47
AVANTIFEED,EQ,1449,12.67,19741.99,87.27,1254.46
NIACL,EQ,155.92,19.99,25695.62,760.77,1150.74
VEDL,EQ,745.5,1.15,291519.43,153.34,1132.95
LT,EQ,3961,1.66,544887.91,28.22,1114.43
BHARTIARTL,EQ,1867,0.41,1137582.48,58.58,1093.96
WIPRO,EQ,204.6,0.85,214592.92,512.2,1045.39
ETERNAL,EQ,240.48,1.09,232071.63,401.81,964.46
ADANIPOWER,EQ,175.2,1.67,337867.85,519.6,912.41
AXISBANK,EQ,1351.1,2.47,419965.4,67.56,911.9
M&M,EQ,3266,3.13,406136.52,28.01,909.1
ADANIENSOL,EQ,1154,6.98,138628.02,79.33,901.21
KOTAKBANK,EQ,375,0.83,372992.44,237.52,892.97
BAJFINANCE,EQ,922,2.08,573681.48,94.92,873.83
DIXON,EQ,10657,0.3,64796.58,7.94,852.41
POWERINDIA,EQ,28370,3.86,126451.79,3.01,845.21
MCX,EQ,2665,0.28,67955.33,31.65,841.38
SHRIRAMFIN,EQ,1026.55,3.04,193152.09,80.49,823.84
ADANIGREEN,EQ,1085.2,3.89,178124.06,73.33,784.6
WAAREEENER,EQ,3281.5,1.52,94389.36,22.65,738.35
ATHERENERG,EQ,857.8,4.58,32825.7,84.56,721.56
BAJAJ-AUTO,EQ,9830.5,3.29,274760.35,7.39,719.01
ASIANPAINT,EQ,2356,3.81,225987,30.18,709.97
TMCV,EQ,443.5,4.21,163311.4,159.54,700.46
TITAN,EQ,4496.5,1.28,399193.05,15.65,700.27
ASHOKLEY,EQ,177.99,4.47,104548.74,392.94,693.26
LODHA,EQ,825.85,4.6,82495.4,82.71,684.37
CUMMINSIND,EQ,5139,4.72,142453.08,13.09,660.48
MARUTI,EQ,13689,0.74,430385.68,4.72,647.18
SILVERBEES,EQ,226.61,1.24,31069.38,275.69,627.87
GRSE,EQ,2540.3,0.66,29099.64,23.21,598.06
HINDALCO,EQ,990,0.44,222475.43,60.13,593.51
ADANIPORTS,EQ,1474.1,1.84,339626.61,40.27,589.51
INDIGO,EQ,4569.3,2.7,176674.73,12.96,586.39
TATASTEEL,EQ,206.85,0.8,258221.76,283.86,585.68
NTPC,EQ,380.15,0.4,368618.76,149.54,566.13
HFCL,EQ,84,5.51,12857.06,657.13,546.41
ABB,EQ,6849,3.55,145136.05,7.99,542.72
ITC,EQ,304.15,0.38,381161.3,177.44,539.54
