Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
GALLANTT,EQ,889.7,12.6,21466.77,517.29,4579.92
RELIANCE,EQ,1345.9,0.13,1821335.49,302.11,4043.59
GMDCLTD,EQ,746.75,20,23746.65,515.57,3671.34
INFY,EQ,1316,0.82,533720.04,185.27,2442.31
LT,EQ,4117,1,566347.77,50.93,2099.65
FSL,EQ,242,9.82,16867.18,704.49,1747.97
BSE,EQ,3441,1.48,140352.91,47.9,1647.03
ADANIPOWER,EQ,194.15,5.84,374412.35,697.52,1318.38
NLCINDIA,EQ,300.85,9.32,41716.96,415.46,1243.28
ETERNAL,EQ,252.91,2.53,244067.02,482.8,1210.52
DIXON,EQ,11261,1.74,68469.01,10.72,1205.28
VEDL,EQ,781.1,1.96,305440.41,151.51,1185.5
SCI,EQ,293.01,15.66,13648.38,418.5,1174.56
ADANIPORTS,EQ,1545,2.2,355961.68,74.76,1149.71
NETWEB,EQ,3712,4.16,21136.38,30.78,1141.2
HINDALCO,EQ,1040.25,2.85,233767.74,109.42,1136.71
PFC,EQ,460,3.43,151804.68,230.66,1057.41
TCS,EQ,2573,0.71,930933.92,39.05,1005.74
MCX,EQ,2862,0.38,72978.67,34.32,983.66
HAL,EQ,4371,3.11,292321.55,22.51,976.48
KAYNES,EQ,4204,4.66,28181.37,22.68,941.32
HDBFS,EQ,685,6.32,56877.41,124.62,866.91
BHEL,EQ,310.5,6.15,108118.07,282.93,859.09
OLAELEC,EQ,38.7,0.29,17069.91,2102.13,816.05
SUZLON,EQ,50.42,2.63,69149.18,1611.31,800.66
RECLTD,EQ,364,3.22,95849.35,217.71,795.61
WIPRO,EQ,210.15,0.19,220416.14,363.05,763.35
SILVERBEES,EQ,238.01,1.25,32619.09,304.5,727.99
MARUTI,EQ,13340,0.38,419413.03,5.27,702.88
POWERGRID,EQ,313.4,0.3,291480.92,215.1,673.31
SYRMA,EQ,971.95,8.59,18742.16,68.45,653.88
SWANCORP,EQ,350.8,5.6,10996.07,176.27,640.26
POLICYBZR,EQ,1560,5.36,72180.12,41.87,636.51
