Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
RELIANCE,EQ,1436,0.74,1943272.56,309.58,4384.94
SYNGENE,EQ,468.05,8.31,18859.58,592.75,2861.01
MEESHO,EQ,194,12.35,88726.57,1501.64,2858.22
HFCL,EQ,115.96,8.27,17748.87,2347.23,2683.12
BAJFINANCE,EQ,939.7,1.04,585020.98,273.64,2604.18
BHARTIARTL,EQ,1891,0.15,1152238.31,127.09,2393.71
MTARTECH,EQ,6680,18.09,20547.41,35.13,2171.44
NAVINFLUOR,EQ,6815,0.84,34914.59,23.22,1599.59
CEMPRO,EQ,815.25,20,14004.98,197.66,1552.21
ADANIPOWER,EQ,222.08,1.28,428274.5,675.84,1481.18
INFY,EQ,1182.6,1.29,479618.02,122.06,1438.1
BAJAJ-AUTO,EQ,10039,5.19,280587.88,12.09,1186.6
CHOLAFIN,EQ,1570.5,1.11,133812.44,72.13,1108.09
ADANIPORTS,EQ,1675.5,0.87,386028.35,63.14,1031.64
KOTAKBANK,EQ,383.75,0.46,381695.59,248.12,946.81
SUNPHARMA,EQ,1810,1.76,434269.4,47.5,852.33
COALINDIA,EQ,481.6,0.35,296797,169.35,819.52
HSCL,EQ,608.5,1.15,30701.36,132.6,810.22
MARUTI,EQ,13320,0.48,418784.23,6.13,805.9
IIFL,EQ,460.8,3.08,19597.34,173.44,795.26
MCX,EQ,2969,0.02,75707.08,24.15,715.04
ACUTAAS,EQ,2592.1,3.58,21221.81,26.68,689.53
NEWGEN,EQ,508,5.8,7229.74,126.86,653.98
HCLTECH,EQ,1201.4,0.1,326019.72,50.7,608.88
BHEL,EQ,352.4,2.29,122707.91,174.32,607.98
COHANCE,EQ,480.7,2.81,18390,124.87,598.19
BANDHANBNK,EQ,201,1.36,32380.67,271.93,538.64
SILVERBEES,EQ,227.55,1.49,31042.36,237.89,536.99
TATACHEM,EQ,806.5,0.84,20546.09,64.45,526.38
GROWW,EQ,215.01,0.72,134888.6,240.36,513.91
NETWEB,EQ,4069,0.94,23169.17,12.59,510
SAMMAANCAP,EQ,145.38,3.04,16844.75,342.22,489.62
MPHASIS,EQ,2275,1.08,43411.45,19.96,459.2
POWERINDIA,EQ,33570,2.08,149629.42,1.29,427.62
GOLDBEES,EQ,123.33,1.44,55434.32,347.89,426.58
FEDERALBNK,EQ,287.6,1,70853.92,139.4,396.17
