Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
TRITURBINE,EQ,564.5,9.52,17945.17,622.75,3614.74
SBIN,EQ,1104,2.2,1019060.18,311.8,3459
ICICIBANK,EQ,1354.3,0.56,969861.68,215.52,2936.59
ADANIPOWER,EQ,199.5,0.5,384729.66,818.82,1665.64
BHEL,EQ,325,2.59,113167.06,498.65,1636.38
SWSOLAR,EQ,211.8,9.19,4946.2,709.21,1544.46
ATHERENERG,EQ,888,4.35,33981.38,147.94,1320.25
APOLLO,EQ,288.1,1.84,10293.6,387.61,1129.39
M&M,EQ,3212.5,0.38,399483.64,32.01,1027.42
ETERNAL,EQ,253.53,0.36,244665.34,392.84,998.4
TRENT,EQ,4235.1,3.1,150552.49,22.28,940.8
ADANIGREEN,EQ,1152,2.19,189088.57,75.99,882.1
GRAPHITE,EQ,712,4.83,13910.74,115.26,839.63
MAZDOCK,EQ,2617.9,0.06,105600.85,25.45,669.97
JYOTICNC,EQ,742,4.91,16874.79,85.78,640.39
ZEEL,EQ,86.55,6.8,8313.3,716.33,617.48
GALLANTT,EQ,870.4,1.99,21001.09,70.12,612.54
JSWSTEEL,EQ,1275,2.8,311795.38,46.06,584
TATAPOWER,EQ,433.1,1.29,138390.16,130.82,566.81
BAJFINANCE,EQ,916.15,0.87,570359.65,61.84,565.06
WAAREEENER,EQ,3482,0.46,100160.19,15.54,541.58
POWERINDIA,EQ,29650,2.51,132157.06,1.81,536.13
PFC,EQ,471.05,1.33,155451.29,109.92,516.1
EICHERMOT,EQ,7233.5,0.61,198425.18,6.95,501.94
SHRIRAMFIN,EQ,1044,0.68,245620.46,46.71,487.31
INDIGO,EQ,4670,0.68,180568.35,10.27,477.84
LIQUIDCASE,EQ,113.69,0.02,9035.01,417.68,474.82
RECLTD,EQ,381.4,2.17,100431.16,120.44,457.21
BPCL,EQ,315.95,1.23,137072.79,145.04,454.96
BHARATWIRE,EQ,233,4.97,1598.02,183.65,437.85
CGPOWER,EQ,795,2.61,125206.24,54.97,436.09
CUPID,EQ,106,2.75,14253.4,393.27,416.32
RADICO,EQ,3357,5.34,44949.54,12.54,413.84
EMSLIMITED,EQ,365.5,5.74,2029.65,106.93,413.2
GOLDBEES,EQ,125,0.16,56426.45,328.24,409.35
ZENTEC,EQ,1640,1.45,14807.62,24.74,408.64
ABB,EQ,7156,1.8,151641.63,5.6,403.11
ADANIENT,EQ,2225.6,0.33,287523.75,17.95,402.47
NTPC,EQ,398.35,1.21,386266.7,98.95,393.75
HINDPETRO,EQ,379,2.2,80644.47,101.95,384.89
NLCINDIA,EQ,304.2,1.18,42181.49,119.59,370.79
MAHABANK,EQ,74.82,2.87,57548.11,484.56,361.92
COALINDIA,EQ,441.75,0.68,272238.52,80.91,356.21
POWERGRID,EQ,320,0.6,297619.32,109.55,350.68
HEROMOTOCO,EQ,5254.5,0.46,105137.17,6.54,345.85
FEDERALBNK,EQ,294.55,0.27,72564.31,112.93,333.91
POLYCAB,EQ,8225,0.52,123833.25,4.04,331.78
CUMMINSIND,EQ,5200,1.15,144144,6.17,319.56
JSWENERGY,EQ,541,0.55,95069.51,57.6,311.95
CANBK,EQ,142.75,0.27,129483.55,213.9,306.5
GRANULES,EQ,662.45,1.03,16415.31,45.19,302.61
POLICYBZR,EQ,1603.5,0.18,74192.83,18.75,302.24
ASIANPAINT,EQ,2510,1.87,240758.65,12.03,301.23
AEQUS,EQ,198,15.75,13279.18,155.49,291.98
GVT&D,EQ,4239,2.44,108538.13,6.84,289.47
AMBER,EQ,7964,0.07,28026.64,3.51,279.91
QPOWER,EQ,1276.05,5.8,9882.25,21.79,275.66
TVSMOTOR,EQ,3767,0.84,178965.32,7.25,271.73
ENRIN,EQ,3134,3.79,111608.17,8.31,259.18
PRSMJOHNSN,EQ,131.42,4.93,6615.11,188.12,258.67
MTARTECH,EQ,4910,1.07,15102.96,5.05,249.53
SIEMENS,EQ,3710,0.06,132120.71,6.59,245.85
AVANTIFEED,EQ,1485.5,0.83,20239.29,16.27,244.69
LENSKART,EQ,536.2,0.31,93106.63,46.64,243.94
BAJAJCON,EQ,470,0.01,6139.06,50.33,241.25
JINDALSTEL,EQ,1281.9,0.94,130765.09,18.53,238.26
TORNTPOWER,EQ,1604,2.49,80826.13,14.42,233.31
MAXHEALTH,EQ,1008.65,0.1,98161.06,23.01,232.75
