Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
MTARTECH,EQ,7975,-1.24,24530.77,27.66,2220.28
NAUKRI,EQ,936.9,-2.5,60750.53,92.79,858.68
HINDALCO,EQ,1099,-0.92,246970.19,76.77,838.58
SUZLON,EQ,53.5,-0.47,73377.85,1326.68,718.66
INFY,EQ,1168,-0.55,473700.94,58.56,687.19
BAJAJ-AUTO,EQ,10504,-0.43,293584.53,5.65,595.78
DIVISLAB,EQ,6791,-1.39,180279.71,8.74,594.98
SUNPHARMA,EQ,1844,-0.03,442426.94,30.49,560.52
VBL,EQ,532,-1.38,179938.15,85.78,458.91
JSWCEMENT,EQ,133.9,-2.96,18255.46,322.95,444.32
SAIL,EQ,198.3,-1.45,81908.32,223.55,443.95
AUROPHARMA,EQ,1455,-0.58,83717.48,26.84,389.59
MAXHEALTH,EQ,1000.6,-2.21,97382.77,38.47,386.09
WAAREEENER,EQ,2985.3,-0.41,85872.55,12.78,383.19
ONGC,EQ,284.9,-1.76,358412.15,128.37,366.91
GODREJCP,EQ,1022.9,-0.45,104667.69,34.32,349.96
HBLENGINE,EQ,758,-2.15,21011.38,43.53,330.79
SCI,EQ,302.8,-4.27,14104.39,102.36,315.08
COLPAL,EQ,2099.1,-2.68,57092.5,14.34,303.14
NETWEB,EQ,3842,-0.24,21876.61,7.71,296.6
NATIONALUM,EQ,403.5,-1.41,74108.09,66.36,267.74
BELRISE,EQ,211,-2.48,18776.45,124.34,261.78
GRSE,EQ,2681.5,-0.46,30717.12,9.23,249.67
GVT&D,EQ,4775,-1.54,122262.22,5.17,248.95
SWIGGY,EQ,249.7,-0.1,68925.03,99.1,248.92
NYKAA,EQ,270.55,-2.42,77472.21,82.28,223.84
LENSKART,EQ,504.1,-1.92,87532.73,43.18,218.83
MOTHERSON,EQ,136.08,-0.07,143619.02,159.57,217.75
MEESHO,EQ,195.8,-1.61,89822.23,107.09,212.09
PAYTM,EQ,1103.4,-0.81,70637.48,17.86,197.49
YATHARTH,EQ,816,-5.35,7862.52,23.38,195.72
